PooledFundId,PooledFundName,CHFId,CHFProjectCode,OrganizationName,OrganizationAcronym,OrganizationType,ProjectStatus,ClusterId,ClusterName,LocationBeneficiaryId,ActivityCode,StandardActivityID,GlobalStandardActivityID,GlobalClusterId
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6834,Protection - Child Protection,92269,Activity 1.1.1,,85,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92271,Activity 1.2.1,,72,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92270,Activity 1.1.1,,76,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92263,Activity 1.3.1,,47,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92279,Activity 1.2.1,,43,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92279,Activity 1.1.1,,41,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92271,Activity 1.1.1,,76,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92270,Activity 1.2.1,,72,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92269,Activity 1.2.1,,72,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92267,Activity 1.2.1,,72,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92266,Activity 1.2.1,,72,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92272,Activity 1.1.1,,76,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92275,Activity 1.1.1,,76,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92276,Activity 1.1.1,,76,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92264,Activity 1.2.1,,72,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92280,Activity 1.2.1,,72,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92280,Activity 1.1.1,,76,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92276,Activity 1.2.1,,72,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92264,Activity 1.1.1,,76,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92266,Activity 1.1.1,,76,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92267,Activity 1.1.1,,76,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92269,Activity 1.1.1,,76,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92276,Activity 1.3.1,,47,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92278,Activity 1.3.1,,47,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92279,Activity 1.3.1,,47,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92263,Activity 1.2.1,,43,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92276,Activity 1.2.1,,43,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92278,Activity 1.2.1,,43,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92263,Activity 1.1.1,,41,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92276,Activity 1.1.1,,41,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92278,Activity 1.1.1,,41,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92275,Activity 1.2.1,,72,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92272,Activity 1.2.1,,72,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6834,Protection - Child Protection,92277,Activity 1.1.1,,85,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6834,Protection - Child Protection,92275,Activity 1.1.1,,85,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6834,Protection - Child Protection,92274,Activity 1.1.1,,85,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6834,Protection - Child Protection,92272,Activity 1.1.1,,85,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92266,Activity 1.1.1,,95,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92265,Activity 1.1.1,,95,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92264,Activity 1.1.1,,95,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92268,Activity 1.2.1,,96,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92263,Activity 1.1.1,,95,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92274,Activity 1.1.1,,95,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92271,Activity 1.2.1,,96,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92272,Activity 1.2.1,,96,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92276,Activity 1.1.1,,95,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92275,Activity 1.2.1,,96,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92275,Activity 1.1.1,,95,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92276,Activity 1.2.1,,96,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92274,Activity 1.2.1,,96,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92272,Activity 1.1.1,,95,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92263,Activity 1.2.1,,96,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92264,Activity 1.2.1,,96,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92265,Activity 1.2.1,,96,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92271,Activity 1.1.1,,95,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92266,Activity 1.2.1,,96,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92268,Activity 1.1.1,,95,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92270,Activity 1.3.1,,73,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92263,Activity 1.4.1,,45,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92279,Activity 1.4.1,,45,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92278,Activity 1.4.1,,45,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92267,Activity 1.3.1,,73,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92266,Activity 1.3.1,,73,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92264,Activity 1.3.1,,73,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92280,Activity 1.3.1,,73,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92276,Activity 1.3.1,,73,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92275,Activity 1.3.1,,73,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92272,Activity 1.3.1,,73,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92271,Activity 1.3.1,,73,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6814,Health,92276,Activity 1.4.1,,45,7
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6829,Protection,92269,Activity 1.3.1,,73,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92267,Activity 1.1.2,,99,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92267,Activity 1.1.1,,95,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92267,Activity 1.2.1,,96,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92263,Activity 1.1.2,,99,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92264,Activity 1.1.2,,99,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92265,Activity 1.1.2,,99,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92266,Activity 1.1.2,,99,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92268,Activity 1.1.2,,99,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92271,Activity 1.1.2,,99,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92272,Activity 1.1.2,,99,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92275,Activity 1.1.2,,99,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92276,Activity 1.1.2,,99,10
99,Bangladesh (AP-RHPF),39295,CBPF-BGD-26-R-INGO-NSFT-39295,International Rescue Committee,IRC,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92274,Activity 1.1.2,,99,10
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92638,Activity 1.1.5,,101,10
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92638,Activity 1.1.3,,96,10
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92638,Activity 1.1.2,,95,10
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92638,Activity 1.1.1,,94,10
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6839,Protection - Gender-Based Violence,92638,Activity 1.1.4,,99,10
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6859,WASH,92638,Activity 1.2.1,,126,11
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6859,WASH,92638,Activity 1.3.1,,128,11
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6859,WASH,92638,Activity 1.3.2,,128,11
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6859,WASH,92638,Activity 1.3.3,,128,11
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6859,WASH,92638,Activity 1.1.2,,125,11
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6859,WASH,92638,Activity 1.1.1,,125,11
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6834,Protection - Child Protection,92638,Activity 1.1.5,,91,10
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6834,Protection - Child Protection,92638,Activity 1.1.4,,83,10
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6834,Protection - Child Protection,92638,Activity 1.1.3,,84,10
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6834,Protection - Child Protection,92638,Activity 1.1.1,,84,10
99,Bangladesh (AP-RHPF),39299,CBPF-BGD-26-R-INGO-NSFT-39299,World Vision of Bangladesh,WVB,International NGO,Implementation & Reporting,6834,Protection - Child Protection,92638,Activity 1.1.2,,89,10
99,Bangladesh (AP-RHPF),39301,CBPF-BGD-26-R-INGO-NSFT-39301,HANDICAP INTERNATIONAL FEDERATION,HI,International NGO,Implementation & Reporting,6814,Health,92463,Activity 1.1.4,,54,7
99,Bangladesh (AP-RHPF),39301,CBPF-BGD-26-R-INGO-NSFT-39301,HANDICAP INTERNATIONAL FEDERATION,HI,International NGO,Implementation & Reporting,6814,Health,92463,Activity 1.1.3,,46,7
99,Bangladesh (AP-RHPF),39301,CBPF-BGD-26-R-INGO-NSFT-39301,HANDICAP INTERNATIONAL FEDERATION,HI,International NGO,Implementation & Reporting,6814,Health,92463,Activity 1.1.2,,41,7
99,Bangladesh (AP-RHPF),39301,CBPF-BGD-26-R-INGO-NSFT-39301,HANDICAP INTERNATIONAL FEDERATION,HI,International NGO,Implementation & Reporting,6814,Health,92463,Activity 1.1.1,,41,7
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6859,WASH,92253,Activity 1.3.3,,124,11
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6985,Camp Coordination and Camp Management (CCCM),92256,Activity 1.1.2,,1,1
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6985,Camp Coordination and Camp Management (CCCM),92255,Activity 1.1.2,,1,1
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6985,Camp Coordination and Camp Management (CCCM),92255,Activity 1.1.1,,1,1
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6985,Camp Coordination and Camp Management (CCCM),92256,Activity 1.1.1,,1,1
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6854,Shelter and Non-Food Items,92255,Activity 1.1.3,,112,4
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6854,Shelter and Non-Food Items,92256,Activity 1.1.3,,112,4
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6854,Shelter and Non-Food Items,92255,Activity 1.1.2,,114,4
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6854,Shelter and Non-Food Items,92256,Activity 1.1.2,,114,4
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6854,Shelter and Non-Food Items,92255,Activity 1.1.1,,112,4
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6854,Shelter and Non-Food Items,92256,Activity 1.1.1,,112,4
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6859,WASH,92253,Activity 1.1.1,,125,11
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6859,WASH,92253,Activity 1.1.2,,125,11
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6859,WASH,92253,Activity 1.2.3,,127,11
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6859,WASH,92253,Activity 1.2.2,,127,11
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6859,WASH,92253,Activity 1.1.3,,125,11
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6859,WASH,92253,Activity 1.3.1,,121,11
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6859,WASH,92253,Activity 1.3.2,,121,11
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6859,WASH,92253,Activity 1.2.1,,127,11
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6854,Shelter and Non-Food Items,92256,Activity 1.2.1,,118,4
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6854,Shelter and Non-Food Items,92255,Activity 1.2.1,,118,4
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6985,Camp Coordination and Camp Management (CCCM),92256,Activity 1.2.1,,1,1
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6985,Camp Coordination and Camp Management (CCCM),92255,Activity 1.2.1,,1,1
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6985,Camp Coordination and Camp Management (CCCM),92256,Activity 1.2.2,,1,1
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6985,Camp Coordination and Camp Management (CCCM),92255,Activity 1.2.2,,1,1
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6985,Camp Coordination and Camp Management (CCCM),92255,Activity 1.1.3,,1,1
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6985,Camp Coordination and Camp Management (CCCM),92256,Activity 1.1.3,,1,1
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6985,Camp Coordination and Camp Management (CCCM),92253,Activity 1.2.2,,1,1
99,Bangladesh (AP-RHPF),39303,CBPF-BGD-26-R-INGO-NSFT-39303,CARE BANGLADESH,CARE,International NGO,Implementation & Reporting,6854,Shelter and Non-Food Items,92253,Activity 1.2.1,,118,4
