PooledFundId,AllocationYear,ReportApprovedDate,AllocationTypeId,AllocationSourceId,ClusterId,ClusterBudget,TargetedMen,TargetedWomen,TargetedBoys,TargetedGirls,ReachedMen,ReachedWomen,ReachedBoys,ReachedGirls
15,2019,2022-10-20,25,2,9,149994.95,14230.0,14832.0,3585.0,3652.0,14234.0,14832.0,3590.0,3652.0
15,2019,2022-10-30,26,1,7,300030.14,27350.0,26275.0,5800.0,5575.0,27350.0,26275.0,5799.0,5576.0
15,2019,2023-07-03,26,1,11,300000.18,7500.0,9900.0,6300.0,6300.0,10249.0,13531.0,8610.0,8610.0
15,2019,2023-07-04,25,2,3,419079.69,90.0,90.0,1350.0,1350.0,218.0,173.0,514.0,1862.0
15,2019,2023-07-04,25,2,10,46564.41,10.0,10.0,150.0,150.0,24.0,19.0,57.0,206.0
15,2019,2023-07-20,25,2,8,1000000.0,12000.0,12000.0,,,8323.0,8323.0,,
15,2019,2023-07-20,26,1,4,1500000.0,18490.0,24510.0,27735.0,36765.0,12052.0,16306.0,18432.0,24105.0
16,2020,2021-01-25,239,1,7,537937.14,12233.0,16046.0,15227.0,15808.0,6194.0,11503.0,9417.0,9383.0
16,2020,2021-01-25,239,1,11,1561713.56,42396.0,58428.0,106639.0,109176.0,9194.0,30279.0,36644.0,32552.0
16,2020,2021-01-28,239,1,7,150000.0,3377.0,3515.0,3331.0,3443.0,5626.0,5784.0,3851.0,3206.0
16,2020,2021-01-28,239,1,11,100000.0,2252.0,2343.0,2217.0,2296.0,3752.0,3855.0,2563.0,2138.0
16,2020,2021-02-08,239,1,7,500000.04,31840.0,32360.0,40260.0,45540.0,20165.0,20735.0,26097.0,31162.0
16,2020,2021-02-09,239,1,7,300010.91,1599.0,13502.0,400.0,4499.0,1599.0,13502.0,2657.0,6423.0
16,2020,2021-02-09,258,2,11,499975.34,39200.0,40800.0,58800.0,61200.0,42667.0,44408.0,64000.0,66613.0
16,2020,2021-02-11,239,1,6,1000000.0,2150119.0,2237880.0,921480.0,959090.0,2150119.0,2237880.0,921480.0,959090.0
16,2020,2021-03-28,258,2,9,922072.52,,,10000.0,10000.0,,,10000.0,10000.0
16,2020,2021-04-01,239,1,7,746706.78,80500.0,76500.0,93610.0,88390.0,88310.0,89365.0,96517.0,88233.0
16,2020,2021-05-25,239,1,7,375000.01,54957.0,57201.0,67170.0,49799.0,25670.0,29471.0,18933.0,13867.0
16,2020,2021-05-25,239,1,11,125000.0,54957.0,57201.0,67170.0,49799.0,25670.0,29471.0,18933.0,13867.0
16,2020,2021-06-14,239,1,7,629999.57,87465.0,91035.0,84035.0,87465.0,2529.0,2430.0,2450.0,1869.0
16,2020,2021-06-14,239,1,11,269999.81,37485.0,39015.0,36015.0,37485.0,1083.0,1041.0,1050.0,801.0
16,2020,2021-08-24,239,1,7,350000.0,16716.0,20431.0,23373.0,28216.0,29914.0,37856.0,30164.0,35478.0
16,2020,2021-08-24,239,1,11,150000.0,7500.0,8662.0,10622.0,12104.0,13421.0,16049.0,13708.0,15219.0
16,2020,2021-08-24,280,1,7,210688.56,1960.0,2040.0,490.0,510.0,2048.0,2964.0,738.0,846.0
16,2020,2021-09-16,239,1,7,350000.1,42320.0,42319.0,18140.0,18140.0,40551.0,41629.0,14065.0,15939.0
16,2020,2021-09-16,239,1,11,150000.01,18140.0,18140.0,7772.0,7772.0,17381.0,17844.0,6026.0,6829.0
16,2020,2021-10-06,239,1,6,2400000.0,2632798.0,2740260.0,1755200.0,1826840.0,2632799.0,2740261.0,1755200.0,1826840.0
16,2020,2021-11-22,239,1,7,500000.0,48182.0,52404.0,,,66653.0,72896.0,,
16,2020,2021-11-23,258,2,7,698530.04,26798.0,27891.0,21925.0,22821.0,13913.0,15719.0,30831.0,16063.0
16,2020,2021-11-23,308,1,6,1455500.8,6000.0,3000.0,3000.0,3000.0,8166.0,3743.0,2042.0,3062.0
16,2020,2021-11-25,258,2,10,508889.41,1380.0,3780.0,1275.0,2275.0,1380.0,3780.0,1275.0,2275.0
16,2020,2021-12-21,258,2,10,134703.7,1176.0,1224.0,1764.0,1835.0,1253.0,1425.0,1734.0,1801.0
16,2020,2021-12-21,258,2,11,273489.32,2156.0,2245.0,3234.0,3366.0,2298.0,2615.0,3178.0,3305.0
16,2020,2021-12-22,258,2,6,449686.76,1257.0,1308.0,1176.0,1224.0,1187.0,1389.0,1153.0,1355.0
16,2020,2021-12-22,258,2,7,249641.43,2140.0,3655.0,1580.0,2355.0,2021.0,3715.0,1819.0,2262.0
16,2020,2021-12-22,258,2,9,302197.52,1530.0,2612.0,1235.0,1683.0,1445.0,2655.0,1422.0,1616.0
16,2020,2021-12-22,258,2,10,105112.18,1223.0,2090.0,871.0,1345.0,1155.0,2124.0,1003.0,1291.0
16,2020,2022-01-04,258,2,6,1011033.64,3337.0,5064.0,3973.0,4126.0,1700.0,996.0,2188.0,2325.0
16,2020,2022-01-04,258,2,11,487834.43,5000.0,7500.0,6250.0,6250.0,3500.0,5250.0,4725.0,4375.0
16,2020,2022-01-05,258,2,6,323147.17,1319.0,1373.0,1076.0,1615.0,794.0,826.0,184.0,360.0
16,2020,2022-01-05,258,2,10,35905.24,147.0,153.0,120.0,179.0,88.0,92.0,20.0,39.0
16,2020,2022-01-11,309,1,6,137492.86,1301.0,1354.0,1656.0,1723.0,1225.0,1422.0,1730.0,2078.0
16,2020,2022-01-11,309,1,7,137492.86,1300.0,1354.0,1656.0,1723.0,1224.0,1422.0,1730.0,2078.0
16,2020,2022-01-11,309,1,9,137492.86,1301.0,1354.0,1656.0,1723.0,1225.0,1422.0,1730.0,2078.0
16,2020,2022-01-11,309,1,11,137492.86,1301.0,1354.0,1656.0,1723.0,1225.0,1422.0,1730.0,2078.0
16,2020,2022-01-13,239,1,7,499999.63,1200.0,1500.0,1150.0,1150.0,1200.0,1500.0,1150.0,1150.0
16,2020,2022-01-13,258,2,7,700002.21,4253.0,17011.0,1063.0,4253.0,5117.0,20472.0,1278.0,5117.0
16,2020,2022-01-13,280,1,11,271856.63,13480.0,13916.0,11064.0,11040.0,13480.0,13916.0,11064.0,11040.0
16,2020,2022-01-13,298,1,7,1048576.8,,,392000.0,408000.0,,,373112.0,386404.0
16,2020,2022-01-16,239,1,7,470193.09,228163.0,237475.0,301628.0,302235.0,249572.0,259304.0,338549.0,333916.0
16,2020,2022-01-16,239,1,11,313462.05,152395.0,158615.0,182719.0,201880.0,166694.0,173195.0,205085.0,223042.0
16,2020,2022-01-17,298,1,7,1049501.13,,,392000.0,408000.0,,,357447.0,372043.0
16,2020,2022-01-19,258,2,11,444504.64,2496.0,4056.0,4337.0,4711.0,2496.0,4056.0,4337.0,4711.0
16,2020,2022-02-03,258,2,6,782007.26,12774.0,11968.0,8398.0,8428.0,12425.0,12312.0,8658.0,8720.0
16,2020,2022-02-06,258,2,7,793333.05,16807.0,21996.0,5399.0,6536.0,29680.0,38803.0,12422.0,14493.0
16,2020,2022-02-06,258,2,11,644104.49,10928.0,13177.0,3930.0,4332.0,23237.0,29635.0,11084.0,12591.0
16,2020,2022-02-14,239,1,7,979117.23,77435.0,78878.0,42598.0,44049.0,73997.0,69803.0,37310.0,38522.0
16,2020,2022-02-14,239,1,11,319411.47,42256.0,43937.0,28400.0,29364.0,38633.0,36900.0,24874.0,25680.0
16,2020,2022-02-14,258,2,4,494557.68,6090.0,8240.0,9315.0,12180.0,,,,
16,2020,2022-02-14,258,2,6,879440.48,10384.0,11812.0,5865.0,7405.0,9202.0,14715.0,9185.0,9964.0
16,2020,2022-02-14,258,2,7,2051809.04,22310.0,23653.0,20173.0,21591.0,45520.0,60150.0,37598.0,39620.0
16,2020,2022-02-14,258,2,9,1152581.83,10566.0,11672.0,9954.0,10530.0,19038.0,20565.0,19253.0,19956.0
16,2020,2022-02-14,258,2,10,171634.85,3696.0,4488.0,2030.0,2822.0,2775.0,5189.0,3102.0,3445.0
16,2020,2022-02-14,258,2,11,2366053.5599999996,24658.0,26252.0,22567.0,24211.0,34461.0,40804.0,34349.0,35169.0
16,2020,2022-02-14,280,1,3,799980.8,350.0,250.0,15000.0,15000.0,344.0,296.0,14021.0,16626.0
16,2020,2022-02-14,308,1,4,209137.65,3708.0,2060.0,1566.0,907.0,7178.0,3980.0,3032.0,1755.0
16,2020,2022-02-14,308,1,10,52284.41,531.0,295.0,225.0,72.0,1028.0,570.0,435.0,139.0
16,2020,2022-02-14,308,1,11,261422.06,5301.0,2945.0,2237.0,1353.0,10263.0,5690.0,4331.0,2618.0
16,2020,2022-02-15,258,2,10,191908.83,3947.0,6453.0,1519.0,1268.0,3946.0,6452.0,1518.0,1268.0
16,2020,2022-02-15,258,2,11,127939.22,2916.0,6601.0,1046.0,1606.0,2915.0,6600.0,1046.0,1605.0
16,2020,2022-02-20,258,2,11,679006.72,8891.0,10533.0,8036.0,8000.0,13310.0,13506.0,15622.0,15704.0
16,2020,2022-02-23,258,2,4,324999.66,5500.0,10500.0,3150.0,2250.0,15285.0,18398.0,9755.0,9616.0
16,2020,2022-02-23,258,2,11,324999.66,5500.0,10500.0,3150.0,2250.0,15285.0,18398.0,9755.0,9616.0
16,2020,2022-03-06,239,1,7,495247.46,126720.0,137280.0,84480.0,91520.0,95700.0,102300.0,62700.0,69300.0
16,2020,2022-03-06,308,1,7,320000.02,3234.0,3366.0,2646.0,2754.0,3315.0,3499.0,3696.0,3317.0
16,2020,2022-03-06,308,1,10,160000.01,3234.0,3366.0,2646.0,2754.0,3315.0,3499.0,3696.0,3317.0
16,2020,2022-03-06,308,1,11,320000.02,7007.0,7293.0,5733.0,5967.0,7183.0,7582.0,8008.0,7188.0
16,2020,2022-03-09,258,2,10,193400.13,5004.0,5127.0,976.0,1098.0,5636.0,5774.0,1099.0,1236.0
16,2020,2022-03-09,258,2,11,451266.96,19475.0,19950.0,3800.0,4274.0,21935.0,22470.0,4280.0,4813.0
16,2020,2022-05-18,258,2,7,479435.97,11680.0,11280.0,5166.0,6315.0,7616.0,21475.0,10251.0,8909.0
16,2020,2022-05-18,308,1,11,628299.72,4720.0,4040.0,3890.0,3350.0,4272.0,3386.0,3536.0,2821.0
16,2020,2022-05-19,258,2,6,398952.96,1443.0,11781.0,11383.0,13424.0,620.0,5067.0,4324.0,4062.0
16,2020,2022-05-19,258,2,7,674985.94,7160.0,7851.0,5461.0,6051.0,9111.0,9911.0,11491.0,8200.0
16,2020,2022-05-19,258,2,9,300964.51,1088.0,8888.0,8587.0,10127.0,467.0,3822.0,3262.0,3064.0
16,2020,2022-05-19,258,2,10,175048.3,2220.0,2434.0,1693.0,1876.0,2788.0,3296.0,1959.0,1945.0
16,2020,2022-05-19,258,2,11,389623.65,4940.0,5417.0,3768.0,4175.0,6204.0,7336.0,4360.0,4330.0
16,2020,2022-05-24,258,2,6,348694.38,726.0,1249.0,2550.0,2975.0,2000.0,8020.0,3840.0,4165.0
16,2020,2022-05-25,239,1,7,558971.0,27498.0,33248.0,37973.0,46412.0,44304.0,49844.0,24657.0,28754.0
16,2020,2022-05-25,239,1,11,239559.0,27498.0,33248.0,37973.0,46412.0,44304.0,49844.0,24657.0,28754.0
16,2020,2022-05-25,258,2,6,468944.01,2750.0,2918.0,2407.0,2311.0,2750.0,2918.0,2407.0,2310.0
16,2020,2022-05-25,258,2,9,375155.21,2200.0,2334.0,1925.0,1848.0,2200.0,2334.0,1925.0,1848.0
16,2020,2022-05-25,258,2,10,93788.8,550.0,584.0,481.0,462.0,550.0,583.0,481.0,462.0
16,2020,2022-05-26,258,2,6,245159.34,262.0,251.0,136.0,131.0,238.0,391.0,60.0,114.0
16,2020,2022-05-26,258,2,9,463649.59,,6700.0,20228.0,19434.0,,1.0,1.0,1.0
16,2020,2022-05-26,258,2,10,177529.18,190.0,182.0,99.0,95.0,172.0,283.0,43.0,83.0
16,2020,2022-05-29,258,2,6,330560.91,1728.0,1872.0,2592.0,2808.0,2263.0,2452.0,3395.0,3678.0
16,2020,2022-05-29,258,2,11,404018.88,2112.0,2288.0,3168.0,3432.0,2766.0,2997.0,4150.0,4495.0
16,2020,2022-05-29,308,1,7,250000.15,550.0,1650.0,1100.0,1345.0,8243.0,5776.0,2508.0,3184.0
16,2020,2022-05-29,308,1,9,250000.15,550.0,1650.0,1100.0,1350.0,8243.0,5776.0,2508.0,3195.0
16,2020,2022-06-06,258,2,7,732843.28,11100.0,12353.0,6800.0,8009.0,11221.0,17250.0,10357.0,11068.0
16,2020,2022-06-06,258,2,9,541666.78,4717.0,5250.0,2890.0,3403.0,4768.0,7331.0,4401.0,4702.0
16,2020,2022-06-06,308,1,10,615019.27,523.0,563.0,1182.0,1172.0,20.0,20.0,180.0,144.0
16,2020,2022-06-06,308,1,11,84979.9,523.0,563.0,1182.0,1172.0,20.0,20.0,180.0,144.0
16,2020,2022-07-04,258,2,10,181232.06,2646.0,2754.0,1764.0,1836.0,8004.0,8331.0,5335.0,5554.0
16,2020,2022-07-04,258,2,11,724928.24,3969.0,4131.0,2646.0,2754.0,12006.0,12496.0,8003.0,8331.0
16,2020,2022-07-14,258,2,6,1162500.0,6237.0,11093.0,11789.0,13000.0,9448.0,16813.0,17869.0,19704.0
16,2020,2022-07-14,258,2,7,232500.0,1248.0,2219.0,2359.0,2600.0,1890.0,3363.0,3575.0,3940.0
16,2020,2022-07-14,258,2,9,232500.0,1248.0,2219.0,2359.0,2600.0,1890.0,3363.0,3575.0,3940.0
16,2020,2022-07-14,258,2,11,697500.0,3742.0,6656.0,7074.0,7800.0,5668.0,10088.0,10722.0,11822.0
16,2020,2022-07-14,280,1,4,199939.45,720.0,756.0,1008.0,1116.0,601.0,632.0,849.0,938.0
16,2020,2022-07-14,280,1,11,299909.18,17371.0,18056.0,25892.0,26966.0,14518.0,15105.0,21823.0,22668.0
16,2020,2022-07-18,309,1,3,249981.75,1195.0,2689.0,3744.0,5018.0,3500.0,4138.0,6661.0,6755.0
16,2020,2022-07-18,309,1,6,249981.75,1195.0,2689.0,3744.0,5018.0,3500.0,4138.0,6661.0,6755.0
16,2020,2022-08-02,258,2,6,399988.26,19383.0,39839.0,15173.0,19115.0,19221.0,43581.0,14844.0,20557.0
16,2020,2022-08-02,258,2,9,362250.09,5456.0,6839.0,5951.0,7028.0,4757.0,5153.0,7135.0,7730.0
16,2020,2022-08-02,258,2,11,442750.11,5456.0,6839.0,5951.0,7028.0,4757.0,5153.0,7135.0,7730.0
16,2020,2022-08-04,308,1,11,1124372.69,7712.0,5818.0,6310.0,4760.0,11925.0,7190.0,5469.0,5098.0
16,2020,2022-08-08,258,2,6,400000.0,28547.0,29713.0,19031.0,19809.0,28547.0,29713.0,19031.0,19809.0
16,2020,2022-08-10,286,1,12,676881.97,7537.0,14567.0,16929.0,17211.0,18401.0,19702.0,15998.0,15372.0
16,2020,2022-08-30,258,2,6,380903.39,5183.0,6000.0,7637.0,8456.0,5524.0,6012.0,7662.0,8482.0
16,2020,2022-08-30,258,2,7,570315.5,32654.0,37808.0,48120.0,53275.0,34808.0,37887.0,48279.0,53441.0
16,2020,2022-08-30,258,2,9,420407.57,,551.0,1117.0,1162.0,,552.0,1120.0,1165.0
16,2020,2022-08-30,258,2,10,163214.61,2736.0,3168.0,4032.0,4464.0,2916.0,3174.0,4045.0,4477.0
16,2020,2022-08-30,258,2,11,544325.92,4031.0,4669.0,5942.0,6578.0,4296.0,4678.0,5961.0,6598.0
16,2020,2022-09-04,258,2,6,774373.21,10621.0,11151.0,10199.0,11069.0,10621.0,11151.0,10199.0,11069.0
16,2020,2022-09-04,258,2,7,802029.39,7081.0,7501.0,6806.0,7346.0,7081.0,7501.0,6806.0,7345.0
16,2020,2022-09-04,258,2,9,359530.41,7082.0,6313.0,6805.0,7346.0,7081.0,6312.0,6805.0,7345.0
16,2020,2022-09-04,258,2,10,312791.46,3540.0,4901.0,3400.0,3743.0,3540.0,4900.0,3399.0,3743.0
16,2020,2022-09-04,258,2,11,516894.11,7081.0,7501.0,6806.0,7346.0,7081.0,7501.0,6806.0,7345.0
16,2020,2022-09-06,258,2,6,379238.25,6607.0,6569.0,3942.0,4336.0,6339.0,6410.0,5068.0,5638.0
16,2020,2022-09-06,258,2,9,331833.47,8258.0,8211.0,4928.0,5421.0,7924.0,8012.0,6336.0,7048.0
16,2020,2022-09-06,258,2,10,237023.9,4129.0,4105.0,2465.0,2710.0,3962.0,4005.0,3169.0,3523.0
16,2020,2022-09-13,258,2,7,830121.24,35636.0,41064.0,19476.0,19574.0,8041.0,8965.0,6627.0,6933.0
16,2020,2022-09-13,258,2,9,461300.5,5160.0,40640.0,13972.0,14472.0,1164.0,8873.0,4754.0,5126.0
16,2020,2022-09-13,258,2,10,333674.03,10560.0,13310.0,9390.0,9280.0,2382.0,2906.0,3195.0,3287.0
16,2020,2022-09-13,258,2,11,571573.29,5232.0,5375.0,6600.0,6816.0,1180.0,1173.0,2245.0,2414.0
16,2020,2022-09-13,280,1,4,1353804.67,10272.0,13898.0,15712.0,20544.0,10659.0,14214.0,13423.0,18107.0
16,2020,2022-09-13,280,1,6,3799986.81,173048.0,180112.0,115366.0,120074.0,177818.0,184945.0,118609.0,123478.0
16,2020,2022-09-20,258,2,9,375000.0,,6000.0,3850.0,3850.0,,12000.0,3251.0,3251.0
16,2020,2022-09-21,258,2,7,700000.0,27000.0,124000.0,22000.0,22000.0,98711.0,201616.0,50387.0,48933.0
16,2020,2022-10-24,280,1,7,200001.7,49070.0,40483.0,18402.0,14723.0,49104.0,40510.0,18443.0,14744.0
16,2020,2022-10-24,280,1,11,300002.55,73605.0,60724.0,27602.0,22080.0,73656.0,60765.0,27664.0,22111.0
16,2020,2022-10-27,258,2,7,500000.13,320192.0,264158.0,120073.0,96057.0,334252.0,261051.0,117703.0,95618.0
16,2020,2022-12-14,280,1,7,499895.55,160005.0,132080.0,59926.0,48003.0,,,,
16,2020,2022-12-14,280,1,11,499895.55,160005.0,132080.0,59926.0,48003.0,,,,
16,2020,2023-01-24,258,2,6,800001.74,13419.0,13732.0,19886.0,20703.0,47630.0,49575.0,71449.0,74364.0
16,2020,2023-02-28,239,1,7,1600004.86,185760.0,201240.0,123840.0,134156.0,164880.0,178620.0,109920.0,119077.0
16,2020,2023-07-04,258,2,7,909923.77,393226.0,324424.0,147460.0,117982.0,393226.0,324423.0,147459.0,117981.0
16,2020,2023-07-04,258,2,9,389967.34,168527.0,139040.0,63199.0,50564.0,168526.0,139039.0,63199.0,50563.0
16,2021,2021-11-29,325,1,7,300000.0,355.0,145.0,,,118.0,59.0,,
16,2021,2022-01-04,316,1,4,99902.41,1600.0,1664.0,2036.0,2118.0,2346.0,2451.0,2888.0,3053.0
16,2021,2022-01-04,316,1,7,179896.3,2537.0,2640.0,3228.0,3360.0,3720.0,3889.0,4579.0,4844.0
16,2021,2022-01-04,316,1,9,119990.83,1691.0,1760.0,2152.0,2240.0,2480.0,2592.0,3053.0,3229.0
16,2021,2022-01-04,316,1,11,199864.78,3382.0,3520.0,4304.0,4480.0,4960.0,5185.0,6106.0,6458.0
16,2021,2022-02-06,316,1,7,135989.43,210.0,228.0,845.0,900.0,2347.0,2543.0,2253.0,2444.0
16,2021,2022-02-06,316,1,10,203984.14,315.0,342.0,1267.0,1350.0,3521.0,3814.0,3378.0,3667.0
16,2021,2022-02-06,316,1,11,59995.34,93.0,101.0,373.0,397.0,1039.0,1126.0,994.0,1078.0
16,2021,2022-05-25,356,1,4,297735.32,6668.0,9209.0,5265.0,7261.0,8915.0,11534.0,6114.0,8647.0
16,2021,2022-05-25,356,1,7,157526.63,4731.0,6533.0,3735.0,5151.0,6324.0,8155.0,4271.0,6098.0
16,2021,2022-05-25,356,1,10,52920.81,3295.0,4551.0,2604.0,3590.0,4394.0,5430.0,2361.0,3915.0
16,2021,2022-05-25,356,1,11,421089.83,13914.0,19214.0,10974.0,15140.0,18599.0,23972.0,12520.0,17908.0
16,2021,2022-07-05,356,1,7,125000.06,2500.0,2500.0,2500.0,2500.0,5250.0,5250.0,5000.0,5000.0
16,2021,2022-07-05,356,1,11,125000.06,2500.0,2500.0,2500.0,2500.0,5250.0,5250.0,5000.0,5000.0
16,2021,2022-07-20,317,1,6,115000.0,2940.0,3060.0,1960.0,2040.0,2940.0,3060.0,1960.0,2040.0
16,2021,2022-07-21,374,1,4,200000.0,1265.0,1540.0,2180.0,2215.0,1499.0,2360.0,1571.0,2198.0
16,2021,2022-07-31,316,1,6,499866.97,5400.0,3600.0,,,5400.0,3600.0,,
16,2021,2022-08-04,356,1,4,248620.94,586.0,568.0,,,918.0,798.0,,
16,2021,2022-08-04,356,1,11,106551.82,594.0,574.0,,,931.0,806.0,,
16,2021,2022-08-10,331,1,12,107642.8,527381.0,527381.0,449250.0,449250.0,527381.0,527381.0,449250.0,449250.0
16,2021,2022-08-14,376,1,4,669941.0,2650.0,3270.0,1280.0,1400.0,2650.0,3270.0,1280.0,1400.0
16,2021,2022-08-30,356,1,4,164550.51,400.0,400.0,100.0,100.0,399.0,399.0,100.0,100.0
16,2021,2022-08-30,356,1,11,227236.41,11700.0,11700.0,4150.0,4150.0,11700.0,11700.0,4150.0,4150.0
16,2021,2022-09-05,376,1,11,456163.96,1800.0,2200.0,3000.0,3000.0,6907.0,8442.0,11512.0,11512.0
16,2021,2022-09-12,376,1,4,329560.0,1600.0,2000.0,500.0,500.0,1600.0,2000.0,500.0,500.0
16,2021,2022-09-12,376,1,11,202584.71,1800.0,2200.0,2500.0,2500.0,3182.0,3889.0,4420.0,6187.0
16,2021,2022-09-29,377,1,7,757559.96,295.0,225.0,,,1252.0,1283.0,,
16,2021,2022-11-16,335,2,3,274028.66,1426.0,1485.0,2141.0,2227.0,1600.0,2291.0,3101.0,3604.0
16,2021,2022-11-16,335,2,10,348763.76,1816.0,1890.0,2722.0,2834.0,2038.0,2917.0,3943.0,4587.0
16,2021,2022-11-17,316,1,6,500000.0,9660.0,10080.0,10920.0,11340.0,9981.0,10411.0,11280.0,11714.0
16,2021,2022-11-17,374,1,6,100000.0,9420.0,12560.0,3140.0,6280.0,7976.0,10086.0,6856.0,7515.0
16,2021,2022-11-17,374,1,7,399462.4,20920.0,52560.0,10140.0,13280.0,19576.0,50118.0,13238.0,15231.0
16,2021,2022-11-17,374,1,9,100000.0,9420.0,12560.0,3140.0,6280.0,7976.0,10086.0,6856.0,7515.0
16,2021,2022-11-17,374,1,10,100000.0,9420.0,12560.0,3140.0,6280.0,7976.0,10086.0,6856.0,7515.0
16,2021,2022-11-17,374,1,11,100000.0,9420.0,12560.0,3140.0,6280.0,7976.0,10086.0,6856.0,7515.0
16,2021,2022-11-17,376,1,7,91176.37,675.0,621.0,702.0,702.0,708.0,652.0,737.0,737.0
16,2021,2022-11-17,376,1,9,91176.37,675.0,621.0,702.0,702.0,708.0,652.0,737.0,737.0
16,2021,2022-11-17,376,1,11,121568.5,900.0,828.0,936.0,936.0,945.0,869.0,983.0,983.0
16,2021,2022-12-04,376,1,4,79733.46,1267.0,1744.0,1107.0,1480.0,155.0,214.0,347.0,346.0
16,2021,2022-12-04,376,1,7,170857.42,2714.0,3735.0,2373.0,3172.0,332.0,459.0,744.0,741.0
16,2021,2022-12-04,376,1,10,318933.85,5066.0,6974.0,4428.0,5921.0,621.0,858.0,1388.0,1384.0
16,2021,2022-12-27,376,1,7,111881.4,5472.0,6079.0,1672.0,1976.0,5482.0,6016.0,1583.0,2005.0
16,2021,2022-12-27,376,1,9,111881.4,5472.0,6079.0,1672.0,1976.0,5482.0,6016.0,1583.0,2005.0
16,2021,2022-12-27,376,1,11,708582.2,34652.0,38504.0,10589.0,12514.0,34718.0,38110.0,10026.0,12701.0
16,2021,2023-01-17,378,1,6,399995.97,470.0,490.0,706.0,734.0,486.0,506.0,729.0,759.0
16,2021,2023-01-24,335,2,3,468921.65,8699.0,11254.0,5890.0,5035.0,8685.0,11234.0,6123.0,5536.0
16,2021,2023-01-24,335,2,10,486019.62,9290.0,10562.0,4132.0,3781.0,9282.0,10550.0,4268.0,4073.0
16,2021,2023-01-24,335,2,11,283230.37,4894.0,8232.0,6125.0,4916.0,4877.0,8208.0,6403.0,5515.0
16,2021,2023-02-02,376,1,11,399974.45,6251.0,6506.0,9377.0,9759.0,7629.0,7941.0,11444.0,11911.0
16,2021,2023-02-14,335,2,10,300000.91,9396.0,10044.0,6156.0,6803.0,9489.0,10144.0,6217.0,6870.0
16,2021,2023-02-14,335,2,11,748823.0,13747.0,16549.0,15936.0,16200.0,15840.0,18816.0,17818.0,18150.0
16,2021,2023-02-14,378,1,11,982303.25,91735.0,81542.0,81542.0,84941.0,91735.0,81542.0,81542.0,84941.0
16,2021,2023-02-26,335,2,3,174900.68,1104.0,1148.0,1656.0,1722.0,822.0,1049.0,1124.0,1792.0
16,2021,2023-02-26,335,2,4,661300.0,4052.0,4746.0,4139.0,4379.0,5055.0,7139.0,8284.0,8208.0
16,2021,2023-02-26,335,2,7,766028.3,9934.0,10857.0,7666.0,8071.0,4985.0,6768.0,5253.0,4990.0
16,2021,2023-02-26,335,2,9,965528.32,11871.0,12872.0,9488.0,10046.0,6320.0,8617.0,6902.0,6719.0
16,2021,2023-02-26,335,2,10,319864.75,4586.0,4737.0,3944.0,4068.0,2112.0,2504.0,2059.0,2543.0
16,2021,2023-02-26,335,2,11,977701.02,19488.0,22194.0,17128.0,19033.0,14501.0,18484.0,14254.0,15868.0
16,2021,2023-02-26,374,1,7,124990.15,6035.0,6282.0,9054.0,9424.0,4141.0,5910.0,6052.0,7455.0
16,2021,2023-02-26,374,1,9,124990.15,6035.0,6282.0,9053.0,9423.0,4141.0,5910.0,6052.0,7454.0
16,2021,2023-02-26,374,1,10,124990.15,6035.0,6282.0,9053.0,9423.0,4141.0,5910.0,6052.0,7454.0
16,2021,2023-02-26,374,1,11,598769.68,9035.0,9782.0,13553.0,14423.0,7320.0,9219.0,10821.0,12418.0
16,2021,2023-02-27,335,2,3,590248.1699999999,371.0,787.0,9069.0,9257.0,371.0,786.0,9750.0,9634.0
16,2021,2023-02-27,335,2,4,809198.1499999999,5385.0,5486.0,7622.0,7443.0,5010.0,5141.0,6906.0,6838.0
16,2021,2023-02-27,335,2,6,1187305.65,20262.0,21536.0,25357.0,25167.0,20187.0,21567.0,24531.0,24915.0
16,2021,2023-02-27,335,2,7,599121.1799999999,48212.0,46633.0,77496.0,74577.0,41471.0,81092.0,51315.0,51834.0
16,2021,2023-02-27,335,2,9,431335.15,23140.0,22304.0,6340.0,6130.0,14215.0,16068.0,4249.0,4082.0
16,2021,2023-02-27,335,2,10,2301937.79,21217.0,27252.0,29929.0,33545.0,21448.0,30395.0,30521.0,34275.0
16,2021,2023-02-27,335,2,11,1555916.6300000001,49069.0,50173.0,41376.0,42860.0,27116.0,35070.0,20097.0,20238.0
16,2021,2023-02-27,374,1,6,361121.12,11096.0,11566.0,12539.0,12799.0,11016.0,12084.0,11828.0,13070.0
16,2021,2023-02-27,374,1,7,204928.93,3087.0,3213.0,2058.0,2142.0,2789.0,2902.0,1857.0,1937.0
16,2021,2023-02-27,374,1,9,332826.68,3073.0,3477.0,2457.0,2143.0,5592.0,6961.0,9276.0,7975.0
16,2021,2023-02-27,374,1,10,420805.13,8646.0,9211.0,9485.0,9408.0,10484.0,12140.0,13943.0,13817.0
16,2021,2023-02-27,374,1,11,952814.93,8084.0,8952.0,6948.0,7016.0,12825.0,14933.0,16293.0,15366.0
16,2021,2023-02-27,376,1,7,514800.0,5000.0,6000.0,4000.0,4000.0,404.0,2390.0,2137.0,2407.0
16,2021,2023-02-27,376,1,9,343200.0,2814.0,2452.0,3495.0,4132.0,227.0,976.0,1868.0,2486.0
16,2021,2023-02-27,376,1,10,908614.8400000001,7814.0,10952.0,7495.0,9632.0,632.0,10210.0,4006.0,15425.0
