PooledFundId,AllocationYear,ReportApprovedDate,AllocationtypeId,AllocationSourceId,Budget,TargetedMen,TargetedWomen,TargetedBoys,TargetedGirls,ReachedMen,ReachedWomen,ReachedBoys,ReachedGirls,DisabledMen,DisabledWomen,DisabledBoys,DisabledGirls,ReachedDisabledMen,ReachedDisabledWomen,ReachedDisabledBoys,ReachedDisabledGirls
19,2017,2018-10-09,23,2,1300009.9,2219.0,8038.0,4022.0,6421.0,3093.0,13253.0,2133.0,5439.0,,,,,,,,
19,2017,2018-10-09,24,1,600000.36,,11000.0,,4000.0,,10143.0,,4857.0,,,,,,,,
19,2017,2018-10-24,23,2,399054.14,39357.0,42637.0,10462.0,11334.0,14969.0,19645.0,12432.0,13516.0,,,,,,,,
19,2017,2018-10-29,23,2,200000.0,2550.0,4650.0,3800.0,5500.0,2888.0,4332.0,4324.0,6487.0,,,,,,,,
19,2017,2018-11-05,24,1,1075719.55,18543.0,21768.0,22665.0,26607.0,19060.0,22374.0,23296.0,27349.0,,,,,,,,
19,2017,2018-11-15,23,2,200000.0,2240.0,2660.0,4620.0,4480.0,3801.0,4383.0,3679.0,5261.0,,,,,,,,
19,2017,2018-12-11,24,1,900000.54,560.0,240.0,18000.0,12000.0,560.0,240.0,18000.0,12000.0,,,,,,,,
19,2017,2019-01-21,23,2,100000.0,17142.0,17842.0,19331.0,20120.0,8575.0,7037.0,8660.0,12220.0,,,,,,,,
19,2017,2019-01-29,23,2,1989185.06,25078.0,34483.0,47022.0,50157.0,25080.0,34483.0,47020.0,50157.0,,,,,,,,
19,2017,2019-02-02,24,1,1700047.08,21321.0,25016.0,21911.0,24312.0,21321.0,25016.0,21911.0,24312.0,,,,,,,,
19,2017,2019-03-12,22,2,136686.96,3700.0,3700.0,3800.0,3800.0,2004.0,2307.0,2674.0,1967.0,,,,,,,,
19,2017,2019-03-12,23,2,230999.65,,4203.0,2374.0,2571.0,,,,,,,,,,,,
19,2017,2019-04-17,24,1,1000000.77,27906.0,41859.0,27906.0,41859.0,27906.0,41859.0,27906.0,41859.0,,,,,,,,
19,2017,2019-06-20,24,1,899943.83,12000.0,14400.0,3000.0,3600.0,32000.0,38000.0,15000.0,16000.0,,,,,,,,
19,2017,2019-06-23,24,1,600002.5,,,39215.0,32085.0,,,44430.0,40795.0,,,,,,,,
19,2017,2019-08-08,24,1,1025003.83,,,3866.0,4012.0,,,4826.0,5022.0,,,,,,,,
19,2017,2019-11-21,23,2,250000.0,41.0,,,,67.0,,,,,,,,,,,
19,2017,2020-02-07,21,1,1386079.98,120.0,,,,134.0,,,,,,,,,,,
19,2017,2021-10-27,24,1,1024997.75,,,9179.0,9554.0,,,8676.0,10324.0,,,,,,,,
19,2018,2018-10-09,25,2,700000.03,271.0,,,,287.0,,,,,,,,,,,
19,2018,2018-10-11,25,2,202551.0,450.0,2450.0,11871.0,13800.0,5503.0,7807.0,11158.0,10051.0,,,,,,,,
19,2018,2018-11-15,25,2,2384706.83,106225.0,153765.0,72925.0,84741.0,144653.0,218845.0,70820.0,79256.0,,,,,,,,
19,2018,2018-11-27,25,2,350000.01,4600.0,9200.0,6000.0,8700.0,4877.0,7827.0,8224.0,10020.0,,,,,,,,
19,2018,2018-12-05,25,2,400000.02,1018.0,9861.0,13746.0,14308.0,34.0,23136.0,22378.0,25707.0,,,,,,,,
19,2018,2018-12-07,25,2,300000.18,342.0,2038.0,1892.0,1892.0,277.0,2329.0,2608.0,2932.0,,,,,,,,
19,2018,2018-12-10,25,2,370404.0,,4339.0,5834.0,6073.0,,7110.0,5969.0,7365.0,,,,,,,,
19,2018,2018-12-11,25,2,1233939.55,17602.0,25783.0,29083.0,33095.0,22489.0,30188.0,31018.0,34156.0,,,,,,,,
19,2018,2018-12-12,25,2,2280087.14,36788.0,45626.0,30145.0,32710.0,27778.0,38569.0,21217.0,25212.0,,,,,,,,
19,2018,2018-12-18,25,2,650013.2,2809.0,13462.0,13864.0,14884.0,2780.0,36001.0,34913.0,35613.0,,,,,,,,
19,2018,2019-01-14,25,2,309978.25,4690.0,5635.0,6519.0,6761.0,6723.0,9037.0,9490.0,10510.0,,,,,,,,
19,2018,2019-01-16,25,2,169958.37,6810.0,7850.0,4915.0,6145.0,7847.0,11081.0,8953.0,9419.0,,,,,,,,
19,2018,2019-01-18,25,2,200000.0,4023.0,5238.0,4339.0,4710.0,5559.0,5734.0,4574.0,3510.0,,,,,,,,
19,2018,2019-01-21,25,2,1835503.31,89558.0,102445.0,37859.0,40667.0,110756.0,136249.0,75044.0,81569.0,,,,,,,,
19,2018,2019-01-22,25,2,607345.01,6356.0,7531.0,9918.0,10217.0,6059.0,8574.0,11949.0,12397.0,,,,,,,,
19,2018,2019-01-24,25,2,1214902.63,2490.0,7030.0,4140.0,5590.0,2978.0,13140.0,2702.0,7579.0,,,,,,,,
19,2018,2019-01-27,25,2,276830.4,250.0,400.0,100.0,200.0,359.0,764.0,439.0,426.0,,,,,,,,
19,2018,2019-01-29,25,2,2227156.7,11009.0,23495.0,32805.0,32644.0,20474.0,43439.0,61051.0,64050.0,,,,,,,,
19,2018,2019-01-30,25,2,2003406.34,27181.0,35220.0,29972.0,30925.0,41753.0,47133.0,40173.0,45423.0,,,,,,,,
19,2018,2019-02-01,25,2,354774.55,1455.0,4445.0,4733.0,5815.0,2771.0,5485.0,8634.0,6828.0,,,,,,,,
19,2018,2019-02-02,25,2,50000.03,41.0,62.0,388.0,486.0,688.0,892.0,1293.0,1577.0,,,,,,,,
19,2018,2019-02-04,25,2,200000.0,1580.0,1420.0,500.0,500.0,3790.0,1287.0,950.0,1023.0,,,,,,,,
19,2018,2019-02-13,25,2,76028.85,,,2257.0,2447.0,72.0,71.0,1203.0,1455.0,,,,,,,,
19,2018,2019-03-12,25,2,105531.53,1948.0,2030.0,2030.0,2110.0,6700.0,11000.0,7000.0,5789.0,,,,,,,,
19,2018,2019-03-26,26,2,171156.64,,3845.0,3497.0,3682.0,1125.0,8050.0,834.0,1029.0,,,,,,,,
19,2018,2019-03-28,25,2,260000.0,7733.0,17000.0,11559.0,15261.0,7736.0,17235.0,11568.0,15679.0,,,,,,,,
19,2018,2019-03-28,26,2,200405.65,1740.0,2610.0,6438.0,6612.0,1676.0,2619.0,6415.0,6690.0,,,,,,,,
19,2018,2019-04-01,26,2,477405.70999999996,5413.0,10026.0,11129.0,12932.0,7344.0,13140.0,15639.0,16927.0,,,,,,,,
19,2018,2019-04-09,26,2,50009.66,1074.0,2293.0,3368.0,3343.0,2518.0,3325.0,3128.0,3507.0,,,,,,,,
19,2018,2019-04-10,25,2,579999.47,20371.0,20159.0,12464.0,11206.0,16205.0,22315.0,13349.0,14190.0,,,,,,,,
19,2018,2019-04-10,26,2,3514368.54,84720.0,125502.0,66094.0,80981.0,82163.0,144775.0,84420.0,102735.0,,,,,,,,
19,2018,2019-04-11,26,2,718683.71,11120.0,14150.0,18237.0,19493.0,14211.0,17903.0,26328.0,30735.0,,,,,,,,
19,2018,2019-04-24,25,2,200000.0,5254.0,6760.0,6265.0,6138.0,4981.0,6679.0,5935.0,5748.0,,,,,,,,
19,2018,2019-04-27,26,2,300006.79,3753.0,8921.0,3879.0,4447.0,7834.0,10627.0,6997.0,7793.0,,,,,,,,
19,2018,2019-05-15,26,2,510000.48,10620.0,13080.0,3480.0,3820.0,13775.0,16628.0,4358.0,6132.0,,,,,,,,
19,2018,2019-05-21,26,2,255000.0,11475.0,14025.0,11475.0,14025.0,11051.0,14449.0,11052.0,14448.0,,,,,,,,
19,2018,2019-05-22,26,2,209999.27,120.0,2548.0,120.0,1666.0,1638.0,4584.0,1359.0,2779.0,,,,,,,,
19,2018,2019-05-24,26,2,486881.62,7950.0,11477.0,6100.0,6851.0,15350.0,14874.0,9350.0,10864.0,,,,,,,,
19,2018,2019-05-27,25,2,340003.2,3062.0,3576.0,4338.0,4946.0,3737.0,5265.0,6283.0,7215.0,,,,,,,,
19,2018,2019-05-27,26,2,224928.0,1930.0,5169.0,3239.0,4662.0,6060.0,6641.0,6527.0,7280.0,,,,,,,,
19,2018,2019-05-30,26,2,262674.3,5663.0,5866.0,4247.0,4451.0,8833.0,9183.0,6113.0,6907.0,,,,,,,,
19,2018,2019-06-03,25,2,200000.18,400.0,4998.0,3934.0,4094.0,36.0,8740.0,7834.0,7490.0,,,,,,,,
19,2018,2019-06-03,26,2,1831700.37,19624.0,31950.0,41037.0,44614.0,25258.0,49193.0,46998.0,55742.0,,,,,,,,
19,2018,2019-06-07,26,2,176015.11,370.0,3521.0,18598.0,18598.0,370.0,3521.0,17802.0,17802.0,,,,,,,,
19,2018,2019-06-20,25,2,99998.78,3864.0,4130.0,3075.0,3217.0,4083.0,6544.0,6354.0,7703.0,,,,,,,,
19,2018,2019-06-20,26,2,3847924.06,353689.0,380710.0,280669.0,305005.0,323383.0,387088.0,300568.0,323395.0,,,,,,,,
19,2018,2019-06-20,27,1,360000.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,
19,2018,2019-06-25,26,2,200000.02,1241.0,4139.0,1861.0,3103.0,1947.0,5371.0,2653.0,3526.0,,,,,,,,
19,2018,2019-07-01,26,2,211309.01,21.0,14762.0,7295.0,7592.0,1652.0,58622.0,26629.0,26279.0,,,,,,,,
19,2018,2019-07-03,26,2,365262.16,16.0,1000.0,1781.0,1929.0,76.0,2457.0,1583.0,1678.0,,,,,,,,
19,2018,2019-07-04,26,2,883219.79,14621.0,25091.0,17021.0,19060.0,34415.0,41260.0,33068.0,32586.0,,,,,,,,
19,2018,2019-07-05,26,2,1888789.3599999999,19144.0,27148.0,16638.0,23390.0,19961.0,29912.0,21005.0,28985.0,,,,,,,,
19,2018,2019-07-07,26,2,255000.06,1259.0,3951.0,1100.0,2376.0,2244.0,5469.0,1441.0,3199.0,,,,,,,,
19,2018,2019-07-08,26,2,699195.69,7463.0,10305.0,3706.0,4220.0,6631.0,9057.0,4051.0,4638.0,,,,,,,,
19,2018,2019-07-09,26,2,249999.97,2632.0,5264.0,2632.0,2632.0,4030.0,4341.0,3051.0,3644.0,,,,,,,,
19,2018,2019-07-15,26,2,1683684.02,12811.0,13495.0,14511.0,12548.0,15264.0,16728.0,25683.0,20738.0,,,,,,,,
19,2018,2019-07-20,26,2,555000.24,1308.0,7317.0,5209.0,12752.0,1413.0,7743.0,6019.0,9308.0,,,,,,,,
19,2018,2019-07-22,26,2,975004.0800000001,89842.0,92930.0,28964.0,31088.0,21495.0,74733.0,26610.0,27708.0,,,,,,,,
19,2018,2019-07-23,26,2,444671.3,2600.0,3650.0,7300.0,7450.0,6970.0,8510.0,12473.0,13677.0,,,,,,,,
19,2018,2019-07-24,26,2,699999.9299999999,17781.0,20302.0,22116.0,21875.0,42467.0,46503.0,6824.0,6155.0,,,,,,,,
19,2018,2019-07-25,26,2,424245.26,2807.0,10524.0,2764.0,5415.0,5655.0,12464.0,2676.0,4119.0,,,,,,,,
19,2018,2019-07-26,26,2,449999.83999999997,2450.0,4430.0,2720.0,4300.0,3230.0,7271.0,4026.0,5892.0,,,,,,,,
19,2018,2019-07-27,26,2,130000.72,,3200.0,,1200.0,,3200.0,,1200.0,,,,,,,,
19,2018,2019-07-29,26,2,100007.55,2000.0,7000.0,7000.0,7000.0,2000.0,3734.0,3819.0,4170.0,,,,,,,,
19,2018,2019-08-05,26,2,249999.08,2100.0,3900.0,900.0,1400.0,3686.0,4217.0,1387.0,1438.0,,,,,,,,
19,2018,2019-08-06,26,2,1326230.56,7614.0,33004.0,38741.0,39549.0,5391.0,62833.0,49684.0,52213.0,,,,,,,,
19,2018,2019-08-07,26,2,132303.36,530.0,1018.0,1428.0,2142.0,630.0,3055.0,1080.0,1364.0,,,,,,,,
19,2018,2019-08-08,26,2,588194.19,2921.0,10421.0,9093.0,10093.0,3012.0,11205.0,11156.0,12470.0,,,,,,,,
19,2018,2019-08-12,26,2,849999.98,2400.0,3200.0,4800.0,5600.0,3110.0,5468.0,7299.0,7353.0,,,,,,,,
19,2018,2019-09-27,26,2,700703.02,685.0,367.0,6217.0,3348.0,766.0,292.0,6370.0,3903.0,,,,,,,,
19,2018,2019-09-30,26,2,221432.13,,15248.0,17817.0,18397.0,,10308.0,9619.0,10894.0,,,,,,,,
19,2018,2019-10-02,26,2,519172.0,374.0,176.0,5940.0,3520.0,374.0,176.0,8704.0,7349.0,,,,,,,,
19,2018,2019-10-21,26,2,399998.72,13865.0,17650.0,9961.0,10070.0,4307.0,5936.0,4768.0,6520.0,,,,,,,,
19,2018,2019-11-05,27,1,250001.18,3797.0,3779.0,1215.0,1209.0,7478.0,7952.0,3093.0,3268.0,,,,,,,,
19,2018,2019-11-06,27,1,499999.02,45435.0,47305.0,12079.0,12572.0,226786.0,130568.0,23824.0,22913.0,,,,,,,,
19,2018,2019-11-20,26,2,1083152.98,,34000.0,36750.0,38250.0,,36820.0,34735.0,32826.0,,,,,,,,
19,2018,2019-12-05,25,2,424321.34,3000.0,29000.0,964.0,1004.0,1435.0,21720.0,897.0,919.0,,,,,,,,
19,2018,2019-12-05,27,1,249637.42,18500.0,22000.0,8641.0,9600.0,16250.0,21558.0,8550.0,8550.0,,,,,,,,
19,2018,2020-01-23,26,2,100000.0,5684.0,6157.0,6158.0,6671.0,5563.0,6121.0,5772.0,6175.0,,,,,,,,
19,2018,2020-02-06,26,2,200000.0,6281.0,6804.0,9038.0,9792.0,17313.0,20090.0,4650.0,6506.0,,,,,,,,
19,2018,2020-10-14,26,2,375000.01,,17508.0,,4377.0,,18500.0,,3811.0,,,,,,,,
19,2018,2020-11-16,26,2,199469.72,5640.0,6360.0,9870.0,11130.0,10944.0,19406.0,14021.0,10985.0,,,,,,,,
19,2018,2020-11-17,27,1,603783.77,350.0,150.0,,,353.0,154.0,,,,,,,,,,
19,2018,2021-10-27,25,2,396901.3,,4987.0,5443.0,5897.0,,28064.0,38426.0,39838.0,,,,,,,,
19,2019,2019-07-23,28,2,1103127.0,60.0,,,,103.0,,,,,,,,,,,
19,2019,2019-09-17,28,2,150163.8,2909.0,4363.0,1939.0,2909.0,2500.0,5000.0,3600.0,4702.0,,,,,15.0,3.0,,
19,2019,2019-10-18,28,2,320056.35,19345.0,25663.0,9682.0,10734.0,19276.0,26062.0,12936.0,13161.0,,,,,,,,
19,2019,2019-10-21,28,2,667711.4299999999,35223.0,50239.0,22028.0,26082.0,21518.0,61809.0,21460.0,28785.0,,,,,163.0,200.0,12.0,145.0
19,2019,2019-10-22,28,2,292958.3,1700.0,1900.0,3200.0,3200.0,2615.0,2923.0,4924.0,4924.0,,,,,200.0,224.0,376.0,376.0
19,2019,2019-10-29,28,2,200000.0,3380.0,6760.0,3380.0,3380.0,10442.0,10796.0,13223.0,13333.0,,,,,,,,
19,2019,2019-10-30,28,2,561343.39,2612.0,14780.0,11400.0,11622.0,4745.0,20807.0,11540.0,11291.0,,,,,,,,
19,2019,2019-10-31,28,2,166632.71,6.0,501.0,1368.0,1607.0,15.0,1700.0,1181.0,1313.0,,,,,,,,
19,2019,2019-11-01,28,2,216533.4,1778.0,2436.0,2646.0,3640.0,1700.0,2514.0,2966.0,3320.0,,,,,44.0,24.0,30.0,20.0
19,2019,2019-11-04,28,2,2016881.6600000001,27435.0,54863.0,39720.0,49435.0,48236.0,60696.0,44840.0,48416.0,,,,,215.0,206.0,44.0,42.0
19,2019,2019-11-05,28,2,350505.68,8827.0,8888.0,2040.0,2142.0,8799.0,11566.0,4868.0,6745.0,,,,,110.0,85.0,57.0,35.0
19,2019,2019-11-06,28,2,1301720.9300000002,28787.0,32543.0,21065.0,23740.0,22208.0,42953.0,22161.0,24530.0,,,,,91.0,50.0,82.0,27.0
19,2019,2019-11-07,28,2,783212.87,7565.0,24543.0,13906.0,14522.0,7728.0,23739.0,14014.0,16549.0,,,,,3.0,4.0,1.0,1.0
19,2019,2019-11-11,28,2,590005.1,5308.0,8938.0,4702.0,5692.0,8681.0,13375.0,8843.0,10406.0,,,,,,,,
19,2019,2019-11-14,28,2,1344319.62,22177.0,29642.0,20561.0,21021.0,32778.0,42514.0,29528.0,31122.0,,,,,147.0,84.0,290.0,221.0
19,2019,2019-11-15,28,2,801510.0,42630.0,46182.0,24126.0,23616.0,35820.0,39322.0,21601.0,21736.0,,,,,,,,
19,2019,2019-11-16,28,2,499704.8,4167.0,8744.0,10572.0,11392.0,5433.0,12323.0,10459.0,10090.0,,,,,,,,
19,2019,2019-11-18,28,2,2345868.4,70829.0,88414.0,66765.0,75649.0,88609.0,105945.0,94767.0,104875.0,,,,,342.0,514.0,451.0,463.0
19,2019,2019-11-18,29,1,94917.32,434.0,749.0,1600.0,2217.0,434.0,749.0,1600.0,2217.0,6.0,3.0,5.0,2.0,6.0,3.0,5.0,2.0
19,2019,2019-11-19,28,2,1451121.18,28961.0,33019.0,27322.0,28512.0,27235.0,37262.0,22635.0,26596.0,,,,,334.0,607.0,370.0,414.0
19,2019,2019-11-20,28,2,1650000.51,3150.0,3590.0,6240.0,6638.0,3692.0,4663.0,7348.0,7184.0,,,,,71.0,71.0,121.0,105.0
19,2019,2019-11-21,28,2,630000.79,25029.0,27867.0,6387.0,7183.0,16988.0,22173.0,9045.0,11182.0,,,,,29.0,42.0,12.0,14.0
19,2019,2019-11-22,28,2,1509943.91,15416.0,36312.0,36696.0,44585.0,21705.0,70539.0,20869.0,28425.0,,,,,45.0,84.0,33.0,46.0
19,2019,2019-11-25,28,2,300000.18,3500.0,4375.0,4025.0,5600.0,8846.0,11244.0,9315.0,10661.0,,,,,1117.0,1493.0,1204.0,1377.0
19,2019,2019-11-28,28,2,759419.77,45974.0,47141.0,20497.0,24686.0,24853.0,29380.0,20076.0,18632.0,,,,,94.0,88.0,24.0,18.0
19,2019,2019-11-29,28,2,100000.92,3800.0,4600.0,1500.0,2100.0,4679.0,8448.0,2140.0,2265.0,,,,,,,,
19,2019,2019-12-02,28,2,400000.0,,,,297.0,300.0,90.0,7.0,19.0,,,,,4.0,1.0,,
19,2019,2019-12-03,28,2,513652.95999999996,9688.0,13042.0,14750.0,17500.0,12566.0,15400.0,12672.0,14525.0,,,,,32.0,17.0,68.0,60.0
19,2019,2019-12-05,28,2,347004.21,6061.0,10503.0,21133.0,22462.0,8009.0,40515.0,44468.0,45814.0,,,,,,,,
19,2019,2019-12-06,28,2,898726.5700000001,10761.0,22441.0,30861.0,31532.0,11095.0,16928.0,24684.0,28225.0,,,,,,,,
19,2019,2019-12-09,28,2,215105.58,422.0,405.0,1672.0,765.0,431.0,442.0,3729.0,2092.0,,,,,,,,
19,2019,2019-12-11,28,2,215187.98,22257.0,21903.0,,,15454.0,15726.0,9751.0,11698.0,,,,,,,,
19,2019,2019-12-13,28,2,354273.83,18161.0,24371.0,16284.0,17516.0,14613.0,17951.0,7139.0,6828.0,,,,,,,,
19,2019,2019-12-16,28,2,639163.38,11137.0,11520.0,12193.0,12734.0,9594.0,17904.0,13986.0,15272.0,,,,,,,,
19,2019,2019-12-19,28,2,100002.2,3395.0,9496.0,9480.0,8855.0,7606.0,8421.0,9677.0,9557.0,,,,,,,,
19,2019,2019-12-20,28,2,100002.0,1385.0,2880.0,1815.0,1920.0,2409.0,2925.0,1872.0,1118.0,,,,,,,,
19,2019,2019-12-23,28,2,100000.0,618.0,1856.0,1855.0,1855.0,1079.0,3239.0,3238.0,3238.0,,,,,10.0,30.0,30.0,30.0
19,2019,2019-12-30,28,2,193333.8,2581.0,2797.0,2581.0,2796.0,3534.0,3537.0,3056.0,3220.0,,,,,,,,
19,2019,2020-01-03,28,2,150040.75,2250.0,4710.0,6880.0,6860.0,3127.0,5191.0,6854.0,7014.0,,,,,98.0,204.0,295.0,290.0
19,2019,2020-01-06,28,2,410000.0,9956.0,21632.0,10730.0,11199.0,5992.0,24104.0,13167.0,13518.0,,,,,,,,
19,2019,2020-01-21,28,2,578457.86,7566.0,8363.0,10594.0,11009.0,8991.0,11080.0,19408.0,17582.0,,,,,,,38.0,35.0
19,2019,2020-01-24,28,2,218700.02,1688.0,3112.0,2000.0,3200.0,1350.0,2175.0,1560.0,2380.0,,,,,28.0,24.0,64.0,54.0
19,2019,2020-01-27,28,2,120000.48,6000.0,6000.0,6000.0,6000.0,6144.0,13140.0,2856.0,1860.0,,,,,,,,
19,2019,2020-02-05,28,2,1126306.5,7337.0,8098.0,11250.0,11607.0,6478.0,8011.0,16034.0,14190.0,,,,,30.0,33.0,29.0,35.0
19,2019,2020-02-06,28,2,2272428.9899999998,14946.0,22259.0,26200.0,31109.0,16559.0,30629.0,36283.0,35946.0,,,,,131.0,105.0,57.0,44.0
19,2019,2020-02-07,28,2,245040.7,1000.0,3500.0,3000.0,4500.0,1623.0,6086.0,8115.0,4463.0,,,,,4.0,,7.0,3.0
19,2019,2020-02-08,28,2,952436.56,1753.0,1895.0,7125.0,5598.0,2816.0,3563.0,17308.0,13707.0,,,,,,,,
19,2019,2020-02-11,28,2,399987.25,7427.0,8075.0,7628.0,7776.0,10098.0,14649.0,12420.0,11974.0,,,,,2.0,1.0,4.0,
19,2019,2020-02-17,28,2,900000.01,31687.0,32198.0,23904.0,24291.0,28739.0,29765.0,21554.0,22581.0,,,,,,,,
19,2019,2020-02-18,28,2,200000.12,1784.0,1856.0,2675.0,2785.0,4848.0,7781.0,4720.0,5534.0,,,,,,,,
19,2019,2020-02-26,28,2,659848.56,1500.0,35000.0,309.0,4601.0,1820.0,38553.0,256.0,4209.0,,,,,,,,
19,2019,2020-03-13,28,2,580548.51,2000.0,2500.0,3000.0,3000.0,1200.0,1590.0,1715.0,2300.0,,,,,,,,
19,2019,2020-04-27,28,2,100000.0,14700.0,15300.0,,,13536.0,12900.0,21.0,37.0,,,,,,,,
19,2019,2020-05-01,30,2,136674.3,8300.0,10500.0,6502.0,7500.0,8300.0,10500.0,6502.0,7500.0,86.0,39.0,42.0,33.0,86.0,39.0,42.0,33.0
19,2019,2020-05-09,30,2,163977.5,10344.0,21576.0,1686.0,1194.0,8442.0,19998.0,2202.0,4158.0,120.0,240.0,20.0,20.0,15.0,27.0,,
19,2019,2020-05-12,30,2,1592000.0,4520.0,7520.0,4820.0,5220.0,5222.0,8051.0,5673.0,4721.0,200.0,300.0,250.0,350.0,198.0,200.0,269.0,250.0
19,2019,2020-05-13,30,2,1386197.22,99538.0,110794.0,62095.0,63708.0,108735.0,115569.0,28615.0,28449.0,207.0,213.0,78.0,85.0,207.0,213.0,78.0,85.0
19,2019,2020-05-14,30,2,146121.81,7366.0,8066.0,9469.0,10169.0,7366.0,8066.0,9469.0,10169.0,63.0,69.0,81.0,87.0,108.0,90.0,81.0,92.0
19,2019,2020-05-25,30,2,165000.09,1317.0,1178.0,3443.0,3683.0,1361.0,1271.0,3434.0,3981.0,85.0,68.0,319.0,342.0,67.0,78.0,357.0,369.0
19,2019,2020-05-27,30,2,112500.87,3250.0,3250.0,8000.0,8000.0,2550.0,5220.0,7680.0,7050.0,200.0,200.0,200.0,,33.0,28.0,5.0,1.0
19,2019,2020-06-01,28,2,150020.27,1665.0,1943.0,943.0,999.0,827.0,1433.0,467.0,517.0,,,,,72.0,152.0,34.0,21.0
19,2019,2020-06-01,30,2,179982.03,7500.0,7500.0,12498.0,12498.0,13014.0,13014.0,6984.0,6984.0,100.0,100.0,50.0,50.0,22.0,25.0,6.0,8.0
19,2019,2020-06-02,30,2,860421.96,11602.0,15016.0,17544.0,18838.0,18467.0,20815.0,24833.0,27042.0,559.0,739.0,914.0,971.0,785.0,848.0,1155.0,1185.0
19,2019,2020-06-04,30,2,280585.33,1720.0,2040.0,4620.0,4620.0,2121.0,2567.0,4929.0,5073.0,210.0,370.0,1060.0,1360.0,453.0,647.0,1103.0,1115.0
19,2019,2020-06-05,30,2,165000.92,1960.0,2040.0,2940.0,3060.0,4588.0,5413.0,6072.0,6531.0,50.0,20.0,25.0,25.0,114.0,155.0,70.0,100.0
19,2019,2020-06-08,28,2,300000.0,9675.0,11350.0,9943.0,11032.0,11147.0,13080.0,11457.0,12711.0,,,,,1672.0,1962.0,1718.0,1907.0
19,2019,2020-06-08,30,2,670000.0,24013.0,31257.0,31998.0,31365.0,42601.0,53347.0,31922.0,32287.0,847.0,1410.0,1694.0,1693.0,798.0,974.0,788.0,811.0
19,2019,2020-06-10,30,2,1063178.25,6030.0,12530.0,8703.0,10268.0,8754.0,18029.0,10878.0,12234.0,499.0,1207.0,560.0,622.0,62.0,760.0,115.0,124.0
19,2019,2020-06-11,30,2,134861.2,5400.0,6600.0,8700.0,9300.0,2228.0,2772.0,11713.0,10933.0,2200.0,2200.0,925.0,925.0,45.0,83.0,405.0,747.0
19,2019,2020-06-12,30,2,1075306.4500000002,9280.0,17689.0,11447.0,17491.0,9960.0,19168.0,11806.0,36290.0,358.0,629.0,459.0,569.0,299.0,561.0,490.0,534.0
19,2019,2020-06-15,30,2,1278758.24,29178.0,34771.0,27566.0,32451.0,24902.0,32953.0,29353.0,32506.0,813.0,1018.0,766.0,751.0,480.0,614.0,634.0,611.0
19,2019,2020-06-16,30,2,1881111.86,16109.0,32402.0,21368.0,26624.0,19624.0,41400.0,22052.0,28588.0,520.0,726.0,445.0,599.0,1311.0,1802.0,863.0,1369.0
19,2019,2020-06-17,30,2,741812.1699999999,7711.0,11683.0,7925.0,9024.0,5832.0,15487.0,13926.0,16777.0,142.0,186.0,66.0,70.0,81.0,65.0,29.0,28.0
19,2019,2020-06-22,30,2,1166315.18,24437.0,32027.0,16718.0,16847.0,27703.0,31332.0,32814.0,32912.0,398.0,412.0,495.0,485.0,658.0,593.0,778.0,690.0
19,2019,2020-06-25,30,2,179999.68,9065.0,9820.0,10222.0,11075.0,8554.0,10028.0,10342.0,11506.0,1178.0,1277.0,1329.0,1440.0,987.0,1325.0,1127.0,1521.0
19,2019,2020-06-26,30,2,524999.35,3525.0,8998.0,6286.0,11039.0,2784.0,10101.0,5826.0,12072.0,70.0,334.0,171.0,472.0,78.0,340.0,180.0,475.0
19,2019,2020-06-29,30,2,1967893.72,26550.0,47166.0,28477.0,34298.0,27173.0,44150.0,26118.0,30605.0,730.0,1137.0,588.0,841.0,1346.0,1543.0,1238.0,1215.0
19,2019,2020-06-30,28,2,240000.05,1141.0,4139.0,1599.0,3103.0,1797.0,8919.0,2574.0,7322.0,,,,,,,,
19,2019,2020-06-30,30,2,204060.77,5152.0,7836.0,4287.0,4361.0,3708.0,6062.0,2081.0,2154.0,,,,,,,,
19,2019,2020-06-30,31,1,361867.26,588.0,3913.0,2850.0,3175.0,376.0,4160.0,7133.0,9133.0,3.0,6.0,92.0,64.0,,,404.0,208.0
19,2019,2020-07-01,30,2,397552.35,7943.0,12579.0,6449.0,6849.0,7037.0,17125.0,8405.0,8985.0,278.0,106.0,66.0,52.0,96.0,47.0,37.0,37.0
19,2019,2020-07-02,30,2,168355.78,24500.0,25500.0,15000.0,15000.0,31855.0,31478.0,30048.0,29965.0,,,,,,,,
19,2019,2020-07-03,31,1,100000.0,846.0,1543.0,507.0,491.0,350.0,542.0,119.0,214.0,127.0,228.0,76.0,76.0,20.0,34.0,12.0,15.0
19,2019,2020-07-06,30,2,335000.72,17739.0,19269.0,6558.0,7487.0,9696.0,15401.0,17372.0,25188.0,1516.0,1658.0,688.0,796.0,1080.0,840.0,66.0,54.0
19,2019,2020-07-07,30,2,1597013.84,16362.0,29340.0,27685.0,28016.0,14364.0,27410.0,27329.0,28070.0,2205.0,3219.0,1392.0,1416.0,1815.0,2426.0,593.0,421.0
19,2019,2020-07-08,30,2,407053.0,2143.0,3827.0,3520.0,5816.0,2704.0,3536.0,3088.0,4744.0,45.0,55.0,25.0,35.0,13.0,11.0,9.0,8.0
