LocationID,Location,AdminLocation1,AdminLocation1Latitude,AdminLocation1Longitude
9777, Aleppo > Afrin > Raju > Hajman,Aleppo,36.206013,37.15242
9778, Aleppo > Afrin > Raju > Little Siwan - Little Jaqmaq,Aleppo,36.206013,37.15242
9779, Aleppo > Afrin > Sharan > Ali Bazan,Aleppo,36.206013,37.15242
9780, Aleppo > Afrin > Sharan > Jiman,Aleppo,36.206013,37.15242
9781, Aleppo > Afrin > Sharan > Marsawa,Aleppo,36.206013,37.15242
9782, Aleppo > Afrin > Sharan > Qastal,Aleppo,36.206013,37.15242
9783, Aleppo > Afrin > Raju > Janjaleh,Aleppo,36.206013,37.15242
9784, Aleppo > Afrin > Raju > Sheikh Mohammed,Aleppo,36.206013,37.15242
9785, Aleppo > Afrin > Sharan > Doraq,Aleppo,36.206013,37.15242
9786, Aleppo > Afrin > Sharan > Qarra,Aleppo,36.206013,37.15242
9787, Idleb > Ariha > Mhambal > Hila Dam,Idleb,35.929008,36.635276
9788, Aleppo > Afrin > Afrin > Basuta,Aleppo,36.206013,37.15242
9789, Aleppo > Afrin > Afrin > Bteita,Aleppo,36.206013,37.15242
9790, Aleppo > Afrin > Afrin > Burj Abdallah,Aleppo,36.206013,37.15242
9791, Aleppo > Afrin > Afrin > Ein Dara,Aleppo,36.206013,37.15242
9792, Aleppo > Afrin > Afrin > Ghazawiyet Afrin,Aleppo,36.206013,37.15242
9793, Aleppo > Afrin > Sharan > Kafroum,Aleppo,36.206013,37.15242
9794, Idleb > Jisr-Ash-Shugur > Jisr-Ash-Shugur > Kafir,Idleb,35.929008,36.635276
9795, Aleppo > Afrin > Afrin > Hawa,Aleppo,36.206013,37.15242
9796, Aleppo > Afrin > Afrin > Al Jumaliyah,Aleppo,36.206013,37.15242
9797, Idleb > Al Ma'ra > Kafr Nobol > Kafr Nobol,Idleb,35.929008,36.635276
9798, Aleppo > Al Bab > Tadaf > Tadaf,Aleppo,36.206013,37.15242
9799, Aleppo > Jarablus > Ghandorah > Lilawa,Aleppo,36.206013,37.15242
9800, Aleppo > Jarablus > Ghandorah > Qadi Jrables,Aleppo,36.206013,37.15242
9801, Aleppo > Jarablus > Jarablus > Lower Um Rotha,Aleppo,36.206013,37.15242
9802, Aleppo > Al Bab > Al Bab > Shbiran,Aleppo,36.206013,37.15242
9803, Aleppo > Afrin > Sharan > Big Hallubi,Aleppo,36.206013,37.15242
9804, Aleppo > Afrin > Sharan > Qatireh,Aleppo,36.206013,37.15242
9805, Aleppo > Afrin > Sharan > Kafr Janna,Aleppo,36.206013,37.15242
9806, Aleppo > Afrin > Afrin > Zahrat Elhayat,Aleppo,36.206013,37.15242
9807, Aleppo > Jarablus > Jarablus > Ayn Al Bayda,Aleppo,36.206013,37.15242
9808, Hama > As-Suqaylabiyah > Ziyara > Qastun,Hama,35.133742,36.761291
9809, Idleb > Al Ma'ra > Ma'arrat An Nu'man > Ma'arrat An Nu'man,Idleb,35.929008,36.635276
9810, Aleppo > Jebel Saman (Aleppo) > Atareb > Halazon,Aleppo,36.206013,37.15242
9811, Idleb > Jisr-Ash-Shugur > Badama > Ramliyeh,Idleb,35.929008,36.635276
9812, Idleb > Jisr-Ash-Shugur > Janudiyeh > Al Shaqeh,Idleb,35.929008,36.635276
9813, Idleb > Jisr-Ash-Shugur > Jisr-Ash-Shugur > Eastern Marj Akhdar,Idleb,35.929008,36.635276
9814, Idleb > Jisr-Ash-Shugur > Jisr-Ash-Shugur > Watba,Idleb,35.929008,36.635276
9815, Idleb > Jisr-Ash-Shugur > Jisr-Ash-Shugur > eyn albarda,Idleb,35.929008,36.635276
9816, Idleb > Idleb > Maaret Tamsrin > Maarbouneh,Idleb,35.929008,36.635276
9817, Idleb > Idleb > Maaret Tamsrin > As-Sanmah,Idleb,35.929008,36.635276
9818, Idleb > Idleb > Maaret Tamsrin > Bir Al Tayeb,Idleb,35.929008,36.635276
9819, Idleb > Jisr-Ash-Shugur > Jisr-Ash-Shugur > Bteibat,Idleb,35.929008,36.635276
9820, Idleb > Jisr-Ash-Shugur > Jisr-Ash-Shugur > Um Elgar,Idleb,35.929008,36.635276
