PooledFundName,PooledFundId,FiscalYear,DonorName,DonorCode,GMSDonorId,GMSDonorName,ContributionAmt,ContributionPercent
Ukraine,81,2024,Government of Switzerland,16,24,Switzerland,3267973.86,0.29000
Niger (RhPF-WCA),84,2021,Government of Germany,7,11,Germany,5966587.11,8.65000
Ethiopia,53,2024,Estonia,49,49,Estonia,42780.75,0.00000
South Sudan,19,2016,Government of Belgium,4,6,Belgium,2261200.00,0.18000
Sudan,15,2017,Government of Denmark,5,8,Denmark,2367628.07,0.14000
Afghanistan,23,2020,Government of Ireland,129,13,Ireland,531776.00,0.04000
DRC,24,2015,Government of Luxembourg,10,15,Luxembourg,264450.00,0.02000
Afghanistan,23,2022,Government of Malaysia,69,69,Malaysia,300000.00,0.03000
Afghanistan,23,2019,Government of Norway,12,17,Norway,1539570.21,0.13000
Syria,62,2016,Government of Malaysia,69,69,Malaysia,50000.00,0.01000
Syria,62,2019,Sida,20,22,Sweden,6891651.28,0.91000
Venezuela,83,2020,IRISH AID,23,13,Ireland,597371.57,0.76000
Colombia,52,2015,Government of Spain,15,21,Spain,655737.70,4.34000
Sudan,15,2022,Government of Norway,12,17,Norway,2046020.81,0.12000
Sudan,15,2015,IRISH AID,23,13,Ireland,2712840.00,0.16000
Myanmar,59,2018,Sida,20,22,Sweden,1262593.98,0.31000
Afghanistan,23,2025,IRISH AID,23,13,Ireland,3125000.00,0.26000
Syria Cross border,70,2023,Government of the United Kingdom (Former DFID),19,9,United Kingdom,7209800.32,0.63000
CAR,17,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,4032258.06,1.07000
DRC,24,2019,Government of Ireland,129,13,Ireland,3381876.00,0.22000
Myanmar,59,2020,Government of Canada,119,7,Canada,1503930.97,0.37000
Yemen,64,2018,Government of Netherlands,11,16,Netherlands,18966842.33,1.52000
oPt,67,2007,Sida,20,22,Sweden,1469495.63,0.29000
oPt,67,2024,Government of Spain,15,21,Spain,942350.33,0.19000
oPt,67,2025,Jersey,120,120,Jersey,495400.52,0.10000
Syria Cross border,70,2018,Government of Belgium,4,6,Belgium,8950617.29,0.78000
Lebanon,71,2017,Government of Denmark,5,8,Denmark,3207530.77,1.01000
Pakistan (AP-RHPF),97,2025,Pakistan HF,1033,202,Pakistan HF,514459.00,43.88000
Nigeria,75,2023,IRISH AID,23,13,Ireland,1090512.54,0.29000
Venezuela,83,2023,Government of Republic of Korea,14,63,Republic of Korea,500000.00,0.64000
Burkina Faso (RhPF-WCA),85,2024,Government of Switzerland,16,24,Switzerland,1716390.95,1.82000
DRC,24,2010,Government of Belgium,4,6,Belgium,4789721.65,0.32000
Somalia,21,2021,Government of Switzerland,16,24,Switzerland,1052562.00,0.12000
Haiti,54,2010,Andorra,28,28,Andorra,69920.17,0.07000
Myanmar,59,2024,Government of Norway,12,17,Norway,1852528.89,0.45000
Pakistan,60,2010,Private Contributions,1011,,Private Contributions,121054.18,0.11000
Yemen,64,2017,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),86532.45,0.01000
Syria,62,2024,Government of Netherlands,11,16,Netherlands,4287245.44,0.56000
Ukraine,81,2026,Government of Finland,6,10,Finland,3460207.61,0.31000
Colombia,52,2011,Government of Norway,12,17,Norway,1011518.51,6.70000
Yemen,64,2020,IRISH AID,23,13,Ireland,6689248.62,0.54000
oPt,67,2019,Government of Belgium,4,6,Belgium,3977272.73,0.80000
Syria Cross border,70,2018,IRISH AID,23,13,Ireland,3086419.75,0.27000
Lebanon,71,2016,Government of Germany,7,11,Germany,1691093.57,0.53000
Haiti (RhPF-LAC),88,2024,IRISH AID,23,13,Ireland,544662.31,0.39000
DRC,24,2026,Government of Canada,119,7,Canada,1815476.19,0.12000
CAR,17,2018,Government of Denmark,5,8,Denmark,3230495.88,0.86000
CAR,17,2021,Government of Germany,7,11,Germany,15133916.00,4.02000
Sudan,15,2016,Government of Germany,7,11,Germany,1122900.00,0.07000
DRC,24,2017,IRISH AID,23,13,Ireland,3881464.00,0.26000
South Sudan,19,2016,IRISH AID,23,13,Ireland,3278970.00,0.26000
Afghanistan,23,2023,Japan,60,60,Japan,89365.00,0.01000
Ethiopia,53,2015,IRISH AID,23,13,Ireland,4088302.73,0.36000
Ethiopia,53,2019,United States,102,102,United States,9750000.00,0.87000
Yemen,64,2024,Panama,84,84,Panama,10000.00,0.00000
Yemen,64,2025,Government of Luxembourg,10,15,Luxembourg,361944.16,0.03000
Lebanon,71,2021,Government of France,50,50,France,609756.10,0.19000
Jordan,73,2020,Sida,20,22,Sweden,1599206.12,2.45000
Iraq,72,2020,Government of Italy,9,14,Italy,597371.57,0.16000
Nigeria,75,2020,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),6898.13,0.00000
Myanmar,59,2024,Government of Australia,2,3,Australia,9585567.15,2.34000
Yemen,64,2010,Government of Denmark,5,8,Denmark,876650.23,0.07000
Yemen,64,2024,Iceland,55,55,Iceland,283240.78,0.02000
oPt,67,2020,Government of Italy,9,14,Italy,597371.57,0.12000
oPt,67,2021,Government of Norway,12,17,Norway,1212528.47,0.24000
Myanmar,59,2022,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),5264.56,0.00000
Yemen,64,2010,Sida,20,22,Sweden,951859.95,0.08000
Yemen,64,2016,Sida,20,22,Sweden,8055810.74,0.65000
CAR,17,2026,Government of Luxembourg,10,15,Luxembourg,286368.85,0.08000
Syria,62,2023,Jersey,120,120,Jersey,90252.71,0.01000
Ukraine,81,2022,Sida,20,22,Sweden,7117245.06,0.64000
Burkina Faso (RhPF-WCA),85,2026,Iceland,55,55,Iceland,121519.28,0.13000
Niger (RhPF-WCA),84,2026,Government of Norway,12,17,Norway,650530.06,0.94000
Ethiopia,53,2021,Government of Azerbaijan,3,5,Azerbaijan,16666.67,0.00000
South Sudan,19,2019,Government of Canada,119,7,Canada,764906.11,0.06000
Somalia,21,2017,Government of Sri Lanka,123,121,Sri Lanka,1250.00,0.00000
Sudan,15,2014,Government of Switzerland,16,24,Switzerland,1087686.86,0.06000
Sudan,15,2020,Government of the United Kingdom (Former DFID),19,9,United Kingdom,33511280.00,1.98000
Pakistan,60,2020,Government of the United Kingdom (Former DFID),19,9,United Kingdom,5703179.39,5.35000
Afghanistan,23,2026,Government of Switzerland,16,24,Switzerland,1953125.00,0.16000
Ethiopia,53,2023,Japan,60,60,Japan,335240.00,0.03000
Ethiopia,53,2023,Government of Finland,6,10,Finland,2195389.68,0.20000
Lebanon,71,2025,Government of Spain,15,21,Spain,1135073.78,0.36000
Syria,62,2020,Government of Denmark,5,8,Denmark,4560302.06,0.60000
Iraq,72,2016,Government of Netherlands,11,16,Netherlands,11476634.13,3.04000
Iraq,72,2018,Government of Belgium,4,6,Belgium,3703703.70,0.98000
Iraq,72,2019,Government of Germany,7,11,Germany,1137656.43,0.30000
Ethiopia,53,2009,Government of the United Kingdom (Former DFID),19,9,United Kingdom,11173248.41,1.00000
Somalia,21,2023,Government of Germany,7,11,Germany,9163393.00,1.04000
CAR,17,2013,IRISH AID,23,13,Ireland,2603140.00,0.69000
Somalia,21,2021,"Government of the United Kingdom (Foreign, Commonwealth & Development Office)",994,9,United Kingdom,3436500.00,0.39000
Haiti,54,2010,Moldova,75,75,Moldova,90000.00,0.10000
Myanmar,59,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),21693.43,0.01000
Yemen,64,2018,Government of Philippines,85,85,Philippines,10000.00,0.00000
Yemen,64,2018,Government of the United Kingdom (Former DFID),19,9,United Kingdom,39186129.00,3.15000
Yemen,64,2019,Government of Luxembourg,10,15,Luxembourg,397727.27,0.03000
Yemen,64,2023,Government of Canada,119,7,Canada,3717085.21,0.30000
Lebanon,71,2023,Government of Republic of Korea,14,63,Republic of Korea,300000.00,0.09000
Syria,62,2018,Government of Canada,119,7,Canada,3090379.35,0.41000
Colombia,52,2017,Government of Switzerland,16,24,Switzerland,205761.32,1.36000
DRC,24,2017,Government of Netherlands,11,16,Netherlands,3519900.00,0.23000
Sudan,15,2019,Sida,20,22,Sweden,7555437.55,0.45000
Somalia,21,2020,Sida,20,22,Sweden,3563645.62,0.40000
DRC,24,2009,IRISH AID,23,13,Ireland,738722.00,0.05000
Myanmar,59,2020,Government of Australia,2,3,Australia,4234529.29,1.03000
Myanmar,59,2023,Government of Germany,7,11,Germany,7063277.85,1.72000
oPt,67,2018,IRISH AID,23,13,Ireland,341296.93,0.07000
Syria Cross border,70,2019,Government of Republic of Korea,14,63,Republic of Korea,1000000.00,0.09000
Sudan,15,2024,United Arab Emirates,101,101,United Arab Emirates,5000000.00,0.30000
Ukraine,81,2023,Japan,60,60,Japan,462962.00,0.04000
Burkina Faso (RhPF-WCA),85,2023,Government of Luxembourg,10,15,Luxembourg,382096.07,0.41000
DRC,24,2023,Government of Egypt,1012,165,Egypt,15000.00,0.00000
Somalia,21,2023,Government of Switzerland,16,24,Switzerland,2618634.90,0.30000
Sudan,15,2013,Government of the United Kingdom (Former DFID),19,9,United Kingdom,37239200.00,2.20000
Yemen,64,2020,Government of the United Kingdom (Former DFID),19,9,United Kingdom,13037809.65,1.05000
Lebanon,71,2026,Lithuania,67,67,Lithuania,58479.53,0.02000
Mali (RhPF-WCA),86,2024,Government of Luxembourg,10,15,Luxembourg,316455.70,0.84000
Haiti (RhPF-LAC),88,2024,Government of Canada,119,7,Canada,365969.34,0.26000
Sudan,15,2025,Government of Denmark,5,8,Denmark,9176680.87,0.54000
Syria,62,2016,Government of Belgium,4,6,Belgium,6482525.37,0.85000
Ukraine,81,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,12299465.24,1.10000
Niger (RhPF-WCA),84,2025,Government of Germany,7,11,Germany,1458333.34,2.11000
Ethiopia,53,2024,Government of Netherlands,11,16,Netherlands,10718113.61,0.96000
Afghanistan,23,2018,Government of Germany,7,11,Germany,568106.00,0.05000
DRC,24,2019,Government of Norway,12,17,Norway,1009709.30,0.07000
South Sudan,19,2019,Government of Republic of Korea,14,63,Republic of Korea,500000.00,0.04000
Myanmar,59,2023,Government of Luxembourg,10,15,Luxembourg,382096.07,0.09000
Pakistan,60,2010,Kazakhstan,61,61,Kazakhstan,99959.00,0.09000
Lebanon,71,2015,Government of Belgium,4,6,Belgium,6304381.59,1.98000
Ukraine,81,2023,Government of Norway,12,17,Norway,19463974.65,1.74000
Venezuela,83,2024,Portugal,86,86,Portugal,54704.60,0.07000
Lebanon,71,2020,Government of Germany,7,11,Germany,6903254.12,2.17000
Sudan,15,2026,Government of Canada,119,7,Canada,7318457.68,0.43000
Syria,62,2014,Government of Germany,7,11,Germany,2478314.75,0.33000
Syria,62,2025,Portugal,86,86,Portugal,229095.07,0.03000
Iraq,72,2020,Government of Canada,119,7,Canada,746580.87,0.20000
South Sudan,19,2025,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),3682.51,0.00000
Sudan,15,2022,Government of Ireland,129,13,Ireland,6453881.93,0.38000
Sudan,15,2009,Government of Netherlands,11,16,Netherlands,23823529.00,1.41000
CAR,17,2021,Government of the United Kingdom (Former DFID),19,9,United Kingdom,4213200.00,1.12000
Sudan,15,2011,Agencia Española de Cooperación Internacional para el Desarrollo,21,21,Spain,9350250.00,0.55000
oPt,67,2025,Kuwait,64,64,Kuwait,1250000.00,0.25000
oPt,67,2025,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),2042483.66,0.41000
Syria Cross border,70,2017,Government of Norway,12,17,Norway,4728738.42,0.41000
DRC,24,2026,Government of Norway,12,17,Norway,1626325.16,0.11000
Ukraine,81,2019,Lithuania,67,67,Lithuania,109409.19,0.01000
Ukraine,81,2026,Sida,20,22,Sweden,2665770.32,0.24000
Afghanistan,23,2020,Government of Canada,119,7,Canada,2743088.93,0.23000
CAR,17,2023,Government of Ireland,129,13,Ireland,3274791.00,0.87000
DRC,24,2019,Government of Luxembourg,10,15,Luxembourg,397727.27,0.03000
Sudan,15,2019,Government of Republic of Korea,14,63,Republic of Korea,800000.00,0.05000
CAR,17,2009,Sida,20,22,Sweden,2104324.94,0.56000
Afghanistan,23,2018,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),2339.03,0.00000
Ethiopia,53,2022,Government of France,50,50,France,1050420.17,0.09000
Ethiopia,53,2012,Government of Switzerland,16,24,Switzerland,619973.56,0.06000
Syria,62,2023,Government of Denmark,5,8,Denmark,3647748.25,0.48000
Iraq,72,2019,Government of Luxembourg,10,15,Luxembourg,397727.27,0.11000
Nigeria,75,2019,Government of Malaysia,69,69,Malaysia,10000.00,0.00000
Ukraine,81,2023,Government of Finland,6,10,Finland,8724720.15,0.78000
Venezuela,83,2023,United States,102,102,United States,2000000.00,2.56000
Venezuela,83,2024,IRISH AID,23,13,Ireland,1108647.45,1.42000
Haiti,54,2010,Vietnam,1036,116,Viet Nam,130000.00,0.14000
Afghanistan,23,2024,Bulgaria,581,145,Bulgaria,31645.57,0.00000
Afghanistan,23,2026,Iceland,55,55,Iceland,402037.85,0.03000
Yemen,64,2018,United States,102,102,United States,5000000.00,0.40000
CAR,17,2026,Government of Switzerland,16,24,Switzerland,1877346.68,0.50000
Sudan,15,2023,Government of the United Kingdom (Former DFID),19,9,United Kingdom,16933928.47,1.00000
Somalia,21,2010,Government of the United Kingdom (Former DFID),19,9,United Kingdom,6100000.00,0.69000
DRC,24,2020,Sida,20,22,Sweden,9942375.63,0.66000
Sudan,15,2009,Sida,20,22,Sweden,14742024.34,0.87000
Pakistan,60,2010,New Zealand,80,80,New Zealand,1454880.00,1.37000
Afghanistan,23,2025,Government of the United Kingdom (Former DFID),19,9,United Kingdom,6756756.76,0.57000
Yemen,64,2014,Government of Switzerland,16,24,Switzerland,1013171.23,0.08000
Ethiopia,53,2010,Government of Spain,15,21,Spain,1221001.22,0.11000
Ethiopia,53,2018,IRISH AID,23,13,Ireland,8970117.84,0.80000
Ethiopia,53,2019,Sida,20,22,Sweden,7725706.75,0.69000
Ethiopia,53,2025,Government of Canada,119,7,Canada,3635121.09,0.32000
Nigeria,75,2026,United States,102,102,United States,125000000.00,33.04000
Nigeria,75,2018,Government of Belgium,4,6,Belgium,2469135.80,0.65000
Ukraine,81,2022,Government of Canada,119,7,Canada,41972164.46,3.75000
Ukraine,81,2023,Government of Belgium,4,6,Belgium,7470651.01,0.67000
Ukraine,81,2024,Government of Luxembourg,10,15,Luxembourg,273522.98,0.02000
Ethiopia,53,2006,Government of Norway,12,17,Norway,1553277.00,0.14000
oPt,67,2013,Iceland,55,55,Iceland,200000.00,0.04000
oPt,67,2020,Government of Spain,15,21,Spain,716845.88,0.14000
Lebanon,71,2019,Qatar,87,87,Qatar,499997.00,0.16000
Lebanon,71,2026,Iceland,55,55,Iceland,487173.53,0.15000
Sudan,15,2024,Iceland,55,55,Iceland,221712.94,0.01000
Syria,62,2016,Government of Netherlands,11,16,Netherlands,9100881.07,1.20000
Afghanistan,23,2015,Government of the United Kingdom (Former DFID),19,9,United Kingdom,18222600.00,1.53000
DRC,24,2010,Sida,20,22,Sweden,15510049.51,1.02000
South Sudan,19,2021,"Government of the United Kingdom (Foreign, Commonwealth & Development Office)",994,9,United Kingdom,3377640.00,0.27000
Mali (RhPF-WCA),86,2025,IRISH AID,23,13,Ireland,851305.34,2.27000
Bangladesh (AP-RHPF),99,2026,United States,102,102,United States,150000000.00,100.00000
Syria,62,2025,Government of Norway,12,17,Norway,686575.53,0.09000
Syria,62,2026,Government of Belgium,4,6,Belgium,8196721.31,1.08000
Nigeria,75,2019,Sida,20,22,Sweden,3802685.82,1.01000
Ukraine,81,2022,Government of Finland,6,10,Finland,8024072.22,0.72000
Niger (RhPF-WCA),84,2026,Government of Denmark,5,8,Denmark,1046837.94,1.52000
Ethiopia,53,2023,Türkiye,1015,99,Türkiye,50000.00,0.00000
Sudan,15,2020,IRISH AID,23,13,Ireland,3190776.00,0.19000
Myanmar,59,2021,Government of Germany,7,11,Germany,4031381.31,0.98000
Myanmar,59,2012,Government of Australia,2,3,Australia,1047200.00,0.26000
Yemen,64,2025,Government of Norway,12,17,Norway,2440324.44,0.20000
oPt,67,2009,IRISH AID,23,13,Ireland,661375.66,0.13000
Syria Cross border,70,2016,Government of Germany,7,11,Germany,8649603.58,0.75000
Lebanon,71,2022,IRISH AID,23,13,Ireland,3178030.50,1.00000
Ethiopia,53,2009,IRISH AID,23,13,Ireland,2033132.53,0.18000
South Sudan,19,2021,Government of Norway,12,17,Norway,5807320.83,0.47000
Yemen,64,2022,Government of France,50,50,France,1050420.17,0.08000
Yemen,64,2023,IRISH AID,23,13,Ireland,6600660.07,0.53000
Yemen,64,2023,Government of Switzerland,16,24,Switzerland,5027932.96,0.40000
oPt,67,2022,Government of Belgium,4,6,Belgium,4494382.02,0.90000
Syria Cross border,70,2019,Government of Netherlands,11,16,Netherlands,8593037.40,0.75000
Syria Cross border,70,2023,Sida,20,22,Sweden,5734746.16,0.50000
South Sudan,19,2024,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),12413.34,0.00000
Nigeria,75,2024,Government of Luxembourg,10,15,Luxembourg,273522.98,0.07000
CAR,17,2024,Government of Germany,7,11,Germany,4560603.56,1.21000
Sudan,15,2014,Sida,20,22,Sweden,10559474.61,0.62000
Myanmar,59,2015,Government of Australia,2,3,Australia,1127385.05,0.28000
Yemen,64,2023,Kuwait,64,64,Kuwait,1000000.00,0.08000
Lebanon,71,2026,Monaco,76,76,Monaco,116959.06,0.04000
DRC,24,2025,Government of Netherlands,11,16,Netherlands,11008206.55,0.73000
Nigeria,75,2020,Government of Norway,12,17,Norway,2905134.87,0.77000
Ukraine,81,2022,Bulgaria,581,145,Bulgaria,85197.02,0.01000
Ukraine,81,2025,Government of Denmark,5,8,Denmark,5899246.47,0.53000
Colombia,52,2014,Government of Switzerland,16,24,Switzerland,368421.00,2.44000
South Sudan,19,2013,Government of Netherlands,11,16,Netherlands,5000000.00,0.40000
Afghanistan,23,2022,Government of Switzerland,16,24,Switzerland,3222122.00,0.27000
South Sudan,19,2015,Sida,20,22,Sweden,12854447.59,1.04000
Myanmar,59,2021,Government of Switzerland,16,24,Switzerland,1624618.42,0.40000
oPt,67,2017,Sida,20,22,Sweden,1761114.25,0.35000
Lebanon,71,2021,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),32697.04,0.01000
DRC,24,2024,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),22578.49,0.00000
Syria,62,2023,United States,102,102,United States,2000000.00,0.26000
Nigeria,75,2019,Government of Switzerland,16,24,Switzerland,792864.22,0.21000
Nigeria,75,2023,Government of the United Kingdom (Former DFID),19,9,United Kingdom,3091985.23,0.82000
Ukraine,81,2022,Government of Luxembourg,10,15,Luxembourg,913483.82,0.08000
Venezuela,83,2023,Sida,20,22,Sweden,1434191.70,1.84000
Somalia,21,2018,Government of Australia,2,3,Australia,3026521.34,0.34000
South Sudan,19,2015,Government of Germany,7,11,Germany,1091580.00,0.09000
CAR,17,2021,Government of Italy,9,14,Italy,1175209.62,0.31000
Afghanistan,23,2023,Government of Norway,12,17,Norway,1814432.08,0.15000
Yemen,64,2017,Government of Germany,7,11,Germany,66868336.76,5.37000
oPt,67,2012,Government of Denmark,5,8,Denmark,1082836.48,0.22000
Ethiopia,53,2009,Government of Norway,12,17,Norway,2232764.14,0.20000
oPt,67,2020,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),3460.68,0.00000
Syria Cross border,70,2022,Government of Denmark,5,8,Denmark,5476911.94,0.48000
Lebanon,71,2022,Government of Republic of Korea,14,63,Republic of Korea,200000.00,0.06000
Burkina Faso (RhPF-WCA),85,2021,Government of Switzerland,16,24,Switzerland,648648.65,0.69000
Ethiopia,53,2021,Government of Switzerland,16,24,Switzerland,2513187.40,0.22000
Ethiopia,53,2022,Government of Italy,9,14,Italy,2072538.86,0.18000
Afghanistan,23,2015,Government of Norway,12,17,Norway,1147927.18,0.10000
Somalia,21,2023,Government of Slovakia,1014,183,Slovakia,108938.30,0.01000
