PooledFundId,AllocationSourceId,AllocationYear,AdminLocation1,AdminLocation1Latitude,AdminLocation1Longitude,AdminLocation1Budget
1,1,2018,Kapisa,34.9810572,69.6214562,20364.4839
1,1,2018,Khost,33.3585079,69.8597406,20364.4839
1,1,2018,Kunar,34.8465893,71.097317,28732.8081
1,1,2018,Kunduz,36.8599307,68.7154975,180286.4091
1,1,2018,Laghman,34.6897687,70.1455805,37101.1323
1,1,2018,Logar,34.0145518,69.1923916,20364.4839
1,1,2018,Nangarhar,34.1718313,70.6216794,95679.4017
1,1,2018,Nimroz,31.0261488,62.4504154,310775.5848
1,1,2018,Nuristan,35.3250223,70.9071236,459570.6406
1,1,2018,Paktika,32.2645386,68.5247149,20364.4839
1,1,2018,Paktya,33.706199,69.3831079,20364.4839
1,1,2018,Panjsher,35.883333,69.116667,20364.4839
1,1,2018,Parwan,34.9630977,68.8108849,20364.4839
1,1,2018,Samangan,35.9807296,67.5708536,265007.1039
1,1,2018,Sar-e-Pul,35.6707473,66.0463534,682179.4103
1,1,2018,Takhar,36.6698013,69.4784541,490676.3768
1,1,2018,Uruzgan,32.9271287,66.1415263,669358.6574
1,1,2018,Wardak,34.3513494,68.2385339,20364.4839
1,1,2018,Zabul,32.1918782,67.1894488,322452.9651
1,1,2019,Badakhshan,36.7347725,70.8119953,3054449.74
1,1,2019,Badghis,35.1671339,63.7695384,3766228.16
1,1,2019,Baghlan,35.8042947,69.2877535,203930.79
1,1,2019,Balkh,36.8909158,67.1894488,850983.39
1,1,2019,Bamyan,34.9073296,67.1894488,1134138
1,1,2019,Daykundi,33.669495,66.0463534,1239589.32
1,1,2019,Farah,32.495328,62.2626627,779446.7
1,1,2019,Faryab,36.0795613,64.905955,1276901.71
1,1,2019,Ghazni,33.55,68.416667,2179397.96
1,1,2019,Ghor,34.0995776,64.905955,2329928.32
1,1,2019,Hilmand,31.3636474,63.9586111,1166225.83
1,1,2019,Hirat,34.341944,62.203056,7847434.62
1,1,2019,Jawzjan,36.8969692,65.6658568,144187.35
1,1,2019,Kabul,34.533333,69.166667,2521203.67
1,1,2019,Kandahar,30.9960679,65.475736,1736517.19
1,1,2019,Kapisa,34.9810572,69.6214562,40800
1,1,2019,Khost,33.3585079,69.8597406,968053.98
1,1,2019,Kunar,34.8465893,71.097317,256850.72
1,1,2019,Kunduz,36.8599307,68.7154975,1124781.81
1,1,2019,Laghman,34.6897687,70.1455805,353294.56
1,1,2019,Logar,34.0145518,69.1923916,123972.83
1,1,2019,Nangarhar,34.1718313,70.6216794,2626530.51
1,1,2019,Nimroz,31.0261488,62.4504154,1022637.2
1,1,2019,Nuristan,35.3250223,70.9071236,763100.91
1,1,2019,Paktika,32.2645386,68.5247149,682561.74
1,1,2019,Paktya,33.706199,69.3831079,638776.09
1,1,2019,Parwan,34.9630977,68.8108849,1349118.77
1,1,2019,Samangan,35.9807296,67.5708536,860540.15
1,1,2019,Sar-e-Pul,35.6707473,66.0463534,647523.27
1,1,2019,Takhar,36.6698013,69.4784541,1052866.22
1,1,2019,Uruzgan,32.9271287,66.1415263,480906.13
1,1,2019,Wardak,34.3513494,68.2385339,1115420.28
1,1,2019,Zabul,32.1918782,67.1894488,123948.24
1,1,2020,Badakhshan,36.7347725,70.8119953,1685413.28
1,1,2020,Badghis,35.1671339,63.7695384,1522809.96
1,1,2020,Baghlan,35.8042947,69.2877535,239904.88
1,1,2020,Balkh,36.8909158,67.1894488,3468901.3
1,1,2020,Bamyan,34.9073296,67.1894488,729418.73
1,1,2020,Daykundi,33.669495,66.0463534,2060937.85
1,1,2020,Farah,32.495328,62.2626627,545524.79
1,1,2020,Faryab,36.0795613,64.905955,761045.82
1,1,2020,Ghazni,33.55,68.416667,378305.29
1,1,2020,Ghor,34.0995776,64.905955,3558596.77
1,1,2020,Hilmand,31.3636474,63.9586111,383436.62
1,1,2020,Hirat,34.341944,62.203056,9163244.88
1,1,2020,Jawzjan,36.8969692,65.6658568,789665.73
1,1,2020,Kabul,34.533333,69.166667,10944022.23
1,1,2020,Kandahar,30.9960679,65.475736,3126263.79
1,1,2020,Kapisa,34.9810572,69.6214562,497683.09
1,1,2020,Khost,33.3585079,69.8597406,1380436.81
1,1,2020,Kunar,34.8465893,71.097317,531715.89
1,1,2020,Kunduz,36.8599307,68.7154975,2957017.74
1,1,2020,Laghman,34.6897687,70.1455805,564178.3
1,1,2020,Logar,34.0145518,69.1923916,175236.23
1,1,2020,Nangarhar,34.1718313,70.6216794,3807202.34
1,1,2020,Nimroz,31.0261488,62.4504154,948540.67
1,1,2020,Nuristan,35.3250223,70.9071236,1184883.91
1,1,2020,Paktika,32.2645386,68.5247149,925156.07
1,1,2020,Paktya,33.706199,69.3831079,274373.58
1,1,2020,Panjsher,35.883333,69.116667,88440
1,1,2020,Parwan,34.9630977,68.8108849,452864.92
1,1,2020,Samangan,35.9807296,67.5708536,1114179.18
1,1,2020,Takhar,36.6698013,69.4784541,1058380.99
1,1,2020,Uruzgan,32.9271287,66.1415263,113983.64
1,1,2020,Wardak,34.3513494,68.2385339,71099.98
1,1,2020,Zabul,32.1918782,67.1894488,788020.76
1,1,2021,Badakhshan,36.7347725,70.8119953,2483194.44
1,1,2021,Badghis,35.1671339,63.7695384,1904731.34
1,1,2021,Baghlan,35.8042947,69.2877535,703038.64
1,1,2021,Balkh,36.8909158,67.1894488,1658365.82
1,1,2021,Bamyan,34.9073296,67.1894488,1374724.76
1,1,2021,Daykundi,33.669495,66.0463534,2009940.5
1,1,2021,Farah,32.495328,62.2626627,521693.87
1,1,2021,Faryab,36.0795613,64.905955,2702532.25
1,1,2021,Ghazni,33.55,68.416667,1029455.52
1,1,2021,Ghor,34.0995776,64.905955,4484832.73
1,1,2021,Hilmand,31.3636474,63.9586111,610557.4
1,1,2021,Hirat,34.341944,62.203056,1896463.95
1,1,2021,Jawzjan,36.8969692,65.6658568,391014.15
1,1,2021,Kabul,34.533333,69.166667,1900742.87
1,1,2021,Kandahar,30.9960679,65.475736,2036277.98
1,1,2021,Kapisa,34.9810572,69.6214562,428962.91
1,1,2021,Khost,33.3585079,69.8597406,155000
1,1,2021,Kunar,34.8465893,71.097317,2173592.92
1,1,2021,Kunduz,36.8599307,68.7154975,1599621.39
1,1,2021,Laghman,34.6897687,70.1455805,1031312.58
1,1,2021,Nangarhar,34.1718313,70.6216794,2106795.45
1,1,2021,Nimroz,31.0261488,62.4504154,116299.02
1,1,2021,Nuristan,35.3250223,70.9071236,54440.41
1,1,2021,Paktika,32.2645386,68.5247149,1146083.53
1,1,2021,Paktya,33.706199,69.3831079,508002.91
1,1,2021,Parwan,34.9630977,68.8108849,405375
1,1,2021,Samangan,35.9807296,67.5708536,888768.09
1,1,2021,Sar-e-Pul,35.6707473,66.0463534,467943.54
1,1,2021,Takhar,36.6698013,69.4784541,1570850.82
1,1,2021,Uruzgan,32.9271287,66.1415263,775583.01
1,1,2021,Wardak,34.3513494,68.2385339,311370.84
1,1,2021,Zabul,32.1918782,67.1894488,203777.49
1,2,2014,Badakhshan,36.7347725,70.8119953,1380064.264
1,2,2014,Badghis,35.1671339,63.7695384,237793.8924
1,2,2014,Baghlan,35.8042947,69.2877535,164279.0254
1,2,2014,Balkh,36.8909158,67.1894488,310738.8687
1,2,2014,Bamyan,34.9073296,67.1894488,394830.7917
1,2,2014,Daykundi,33.669495,66.0463534,255153.9201
1,2,2014,Farah,32.495328,62.2626627,91809.24
1,2,2014,Faryab,36.0795613,64.905955,231418.5381
1,2,2014,Ghazni,33.55,68.416667,636929.1903
1,2,2014,Ghor,34.0995776,64.905955,284279.0254
1,2,2014,Hilmand,31.3636474,63.9586111,3030871.811
1,2,2014,Hirat,34.341944,62.203056,347878.3814
1,2,2014,Jawzjan,36.8969692,65.6658568,127139.5127
1,2,2014,Kabul,34.533333,69.166667,1679302.508
1,2,2014,Kandahar,30.9960679,65.475736,2355755.3
1,2,2014,Kapisa,34.9810572,69.6214562,224060.2528
1,2,2014,Khost,33.3585079,69.8597406,2726763.805
1,2,2014,Kunar,34.8465893,71.097317,2337822.601
1,2,2014,Kunduz,36.8599307,68.7154975,194279.0254
1,2,2014,Laghman,34.6897687,70.1455805,299628.7046
1,2,2014,Logar,34.0145518,69.1923916,112641.7147
1,2,2014,Nangarhar,34.1718313,70.6216794,2914019.321
1,2,2014,Nimroz,31.0261488,62.4504154,82190.8194
1,2,2014,Nuristan,35.3250223,70.9071236,1857734.837
1,2,2014,Paktika,32.2645386,68.5247149,1287496.248
1,2,2014,Paktya,33.706199,69.3831079,2834590.996
1,2,2014,Panjsher,35.883333,69.116667,37139.5127
1,2,2014,Parwan,34.9630977,68.8108849,37139.5127
1,2,2014,Samangan,35.9807296,67.5708536,446220.0243
1,2,2014,Sar-e-Pul,35.6707473,66.0463534,201418.5381
1,2,2014,Takhar,36.6698013,69.4784541,37139.5127
1,2,2014,Uruzgan,32.9271287,66.1415263,368125.8337
1,2,2014,Wardak,34.3513494,68.2385339,824475.1879
1,2,2014,Zabul,32.1918782,67.1894488,435294.625
1,2,2015,Badakhshan,36.7347725,70.8119953,2421053.858
1,2,2015,Badghis,35.1671339,63.7695384,788897.8452
1,2,2015,Baghlan,35.8042947,69.2877535,410715.6657
1,2,2015,Balkh,36.8909158,67.1894488,502697.1063
1,2,2015,Bamyan,34.9073296,67.1894488,39296.6266
1,2,2015,Daykundi,33.669495,66.0463534,61296.9484
1,2,2015,Farah,32.495328,62.2626627,215211.4287
1,2,2015,Faryab,36.0795613,64.905955,1504579
1,2,2015,Ghazni,33.55,68.416667,1058970.528
1,2,2015,Ghor,34.0995776,64.905955,28296.4657
1,2,2015,Hilmand,31.3636474,63.9586111,1420426.695
1,2,2015,Hirat,34.341944,62.203056,482889.2947
1,2,2015,Jawzjan,36.8969692,65.6658568,331243.9565
1,2,2015,Kabul,34.533333,69.166667,1620539.294
1,2,2015,Kandahar,30.9960679,65.475736,1909816.08
1,2,2015,Kapisa,34.9810572,69.6214562,147854.0314
1,2,2015,Khost,33.3585079,69.8597406,5980797.888
1,2,2015,Kunar,34.8465893,71.097317,789427.2992
1,2,2015,Kunduz,36.8599307,68.7154975,2162025.596
1,2,2015,Laghman,34.6897687,70.1455805,600050.2799
1,2,2015,Logar,34.0145518,69.1923916,332006.464
1,2,2015,Nangarhar,34.1718313,70.6216794,2020073.418
1,2,2015,Nimroz,31.0261488,62.4504154,376359.8382
1,2,2015,Nuristan,35.3250223,70.9071236,657557.0334
1,2,2015,Paktika,32.2645386,68.5247149,1276288.085
1,2,2015,Paktya,33.706199,69.3831079,1343887.017
1,2,2015,Panjsher,35.883333,69.116667,81096.4657
1,2,2015,Parwan,34.9630977,68.8108849,73242.6931
1,2,2015,Samangan,35.9807296,67.5708536,345379.1823
1,2,2015,Sar-e-Pul,35.6707473,66.0463534,129295.8743
1,2,2015,Takhar,36.6698013,69.4784541,1045197.147
1,2,2015,Uruzgan,32.9271287,66.1415263,622985.7412
1,2,2015,Wardak,34.3513494,68.2385339,610810.3356
1,2,2015,Zabul,32.1918782,67.1894488,323397.9675
1,2,2016,Badakhshan,36.7347725,70.8119953,2251079.516
1,2,2016,Badghis,35.1671339,63.7695384,504736.491
1,2,2016,Baghlan,35.8042947,69.2877535,1277967.741
1,2,2016,Balkh,36.8909158,67.1894488,759137.6181
1,2,2016,Bamyan,34.9073296,67.1894488,943205.1383
1,2,2016,Daykundi,33.669495,66.0463534,187672.2353
1,2,2016,Farah,32.495328,62.2626627,232440.5012
1,2,2016,Faryab,36.0795613,64.905955,705660.482
1,2,2016,Ghazni,33.55,68.416667,1090176.384
1,2,2016,Ghor,34.0995776,64.905955,934920.4749
1,2,2016,Hilmand,31.3636474,63.9586111,2391453.985
1,2,2016,Hirat,34.341944,62.203056,3392196.785
1,2,2016,Jawzjan,36.8969692,65.6658568,929072.192
1,2,2016,Kabul,34.533333,69.166667,3458587.076
1,2,2016,Kandahar,30.9960679,65.475736,1046819.639
1,2,2016,Kapisa,34.9810572,69.6214562,339318.8494
1,2,2016,Khost,33.3585079,69.8597406,2318629.448
1,2,2016,Kunar,34.8465893,71.097317,355515.7599
1,2,2016,Kunduz,36.8599307,68.7154975,1624146.105
1,2,2016,Laghman,34.6897687,70.1455805,417523.4544
1,2,2016,Logar,34.0145518,69.1923916,545412.5027
1,2,2016,Nangarhar,34.1718313,70.6216794,1714741.423
1,2,2016,Nimroz,31.0261488,62.4504154,169045.6545
1,2,2016,Nuristan,35.3250223,70.9071236,585737.1743
1,2,2016,Paktika,32.2645386,68.5247149,1119790.185
1,2,2016,Paktya,33.706199,69.3831079,748039.3284
1,2,2016,Panjsher,35.883333,69.116667,62669.6535
1,2,2016,Parwan,34.9630977,68.8108849,274723.2331
1,2,2016,Samangan,35.9807296,67.5708536,232290.5221
1,2,2016,Sar-e-Pul,35.6707473,66.0463534,434233.5365
1,2,2016,Takhar,36.6698013,69.4784541,772892.3341
1,2,2016,Uruzgan,32.9271287,66.1415263,1403515.117
1,2,2016,Wardak,34.3513494,68.2385339,255470.7847
1,2,2016,Zabul,32.1918782,67.1894488,197702.7652
1,2,2017,Badakhshan,36.7347725,70.8119953,278208.1276
1,2,2017,Badghis,35.1671339,63.7695384,99593.5967
1,2,2017,Baghlan,35.8042947,69.2877535,255455.9744
1,2,2017,Balkh,36.8909158,67.1894488,197334.4853
1,2,2017,Bamyan,34.9073296,67.1894488,30786.4955
1,2,2017,Daykundi,33.669495,66.0463534,30786.4955
1,2,2017,Farah,32.495328,62.2626627,174199.2707
1,2,2017,Faryab,36.0795613,64.905955,1070089.05
1,2,2017,Ghazni,33.55,68.416667,1198282.185
1,2,2017,Ghor,34.0995776,64.905955,271666.8897
1,2,2017,Hilmand,31.3636474,63.9586111,3212024.065
1,2,2017,Hirat,34.341944,62.203056,298619.9418
1,2,2017,Jawzjan,36.8969692,65.6658568,97773.4903
1,2,2017,Kabul,34.533333,69.166667,7431014.449
1,2,2017,Kandahar,30.9960679,65.475736,4583177.843
1,2,2017,Kapisa,34.9810572,69.6214562,196522.6495
1,2,2017,Khost,33.3585079,69.8597406,547899.7184
1,2,2017,Kunar,34.8465893,71.097317,3977005.626
1,2,2017,Kunduz,36.8599307,68.7154975,2226918.088
1,2,2017,Laghman,34.6897687,70.1455805,637581.0603
1,2,2017,Logar,34.0145518,69.1923916,361166.2887
1,2,2017,Nangarhar,34.1718313,70.6216794,6271824.418
1,2,2017,Nimroz,31.0261488,62.4504154,64280.1556
1,2,2017,Nuristan,35.3250223,70.9071236,92494.5918
1,2,2017,Paktika,32.2645386,68.5247149,1097524.634
1,2,2017,Paktya,33.706199,69.3831079,286309.09
1,2,2017,Panjsher,35.883333,69.116667,76657.8963
1,2,2017,Parwan,34.9630977,68.8108849,66357.7832
1,2,2017,Samangan,35.9807296,67.5708536,103052.3888
1,2,2017,Sar-e-Pul,35.6707473,66.0463534,103052.3888
1,2,2017,Takhar,36.6698013,69.4784541,1420552.25
1,2,2017,Uruzgan,32.9271287,66.1415263,2696111.946
1,2,2017,Wardak,34.3513494,68.2385339,302610.172
1,2,2017,Zabul,32.1918782,67.1894488,1029489.766
1,2,2018,Badghis,35.1671339,63.7695384,3328306.459
1,2,2018,Baghlan,35.8042947,69.2877535,106302.1844
1,2,2018,Balkh,36.8909158,67.1894488,905861.32
1,2,2018,Bamyan,34.9073296,67.1894488,1467194.375
1,2,2018,Daykundi,33.669495,66.0463534,130742.9725
1,2,2018,Faryab,36.0795613,64.905955,2848393.135
1,2,2018,Ghazni,33.55,68.416667,639039.0749
1,2,2018,Ghor,34.0995776,64.905955,1687042.976
1,2,2018,Hilmand,31.3636474,63.9586111,2896007.64
1,2,2018,Hirat,34.341944,62.203056,1887818.236
1,2,2018,Jawzjan,36.8969692,65.6658568,120697.3509
1,2,2018,Kabul,34.533333,69.166667,1820545.013
1,2,2018,Kandahar,30.9960679,65.475736,3933544.839
1,2,2018,Kunar,34.8465893,71.097317,410529.1287
1,2,2018,Kunduz,36.8599307,68.7154975,2685030.692
1,2,2018,Laghman,34.6897687,70.1455805,883666.6503
1,2,2018,Logar,34.0145518,69.1923916,99674.2368
1,2,2018,Nangarhar,34.1718313,70.6216794,2687098.012
1,2,2018,Nimroz,31.0261488,62.4504154,79040.4299
1,2,2018,Nuristan,35.3250223,70.9071236,610817.17
1,2,2018,Paktika,32.2645386,68.5247149,298392.6336
1,2,2018,Paktya,33.706199,69.3831079,132877.7305
