PooledFundId,AllocationSourceId,AllocationYear,AdminLocation1,AdminLocation1Latitude,AdminLocation1Longitude,AdminLocation1Budget
1,2,2018,Samangan,35.9807296,67.5708536,99674.2368
1,2,2018,Sar-e-Pul,35.6707473,66.0463534,417932.6258
1,2,2018,Takhar,36.6698013,69.4784541,211213.3698
1,2,2018,Uruzgan,32.9271287,66.1415263,1926757.433
1,2,2018,Wardak,34.3513494,68.2385339,99674.2368
1,2,2019,Badakhshan,36.7347725,70.8119953,149749.43
1,2,2019,Badghis,35.1671339,63.7695384,2790700.54
1,2,2019,Balkh,36.8909158,67.1894488,1693363.54
1,2,2019,Bamyan,34.9073296,67.1894488,38320.01
1,2,2019,Daykundi,33.669495,66.0463534,472450.52
1,2,2019,Farah,32.495328,62.2626627,579768.18
1,2,2019,Faryab,36.0795613,64.905955,2944118.5
1,2,2019,Ghazni,33.55,68.416667,440680.06
1,2,2019,Ghor,34.0995776,64.905955,3000
1,2,2019,Hilmand,31.3636474,63.9586111,2115214.17
1,2,2019,Hirat,34.341944,62.203056,572567.6
1,2,2019,Jawzjan,36.8969692,65.6658568,469171.72
1,2,2019,Kandahar,30.9960679,65.475736,1861179.85
1,2,2019,Khost,33.3585079,69.8597406,560019.6
1,2,2019,Kunar,34.8465893,71.097317,755443.77
1,2,2019,Laghman,34.6897687,70.1455805,131750
1,2,2019,Nangarhar,34.1718313,70.6216794,1359941.81
1,2,2019,Nuristan,35.3250223,70.9071236,109650
1,2,2019,Parwan,34.9630977,68.8108849,420014.7
1,2,2019,Sar-e-Pul,35.6707473,66.0463534,291662.4
1,2,2019,Takhar,36.6698013,69.4784541,563343.1
1,2,2019,Uruzgan,32.9271287,66.1415263,398772.41
1,2,2019,Wardak,34.3513494,68.2385339,480016.8
1,2,2019,Zabul,32.1918782,67.1894488,117960.01
1,2,2020,Badakhshan,36.7347725,70.8119953,889866.98
1,2,2020,Badghis,35.1671339,63.7695384,871563.42
1,2,2020,Baghlan,35.8042947,69.2877535,9599.96
1,2,2020,Balkh,36.8909158,67.1894488,207809.43
1,2,2020,Daykundi,33.669495,66.0463534,1138257.82
1,2,2020,Farah,32.495328,62.2626627,751398.74
1,2,2020,Faryab,36.0795613,64.905955,1088769.54
1,2,2020,Ghazni,33.55,68.416667,286964.52
1,2,2020,Ghor,34.0995776,64.905955,1503565.53
1,2,2020,Hilmand,31.3636474,63.9586111,782340.25
1,2,2020,Hirat,34.341944,62.203056,774182.03
1,2,2020,Jawzjan,36.8969692,65.6658568,417651.16
1,2,2020,Kabul,34.533333,69.166667,701724.41
1,2,2020,Kandahar,30.9960679,65.475736,853211.15
1,2,2020,Kapisa,34.9810572,69.6214562,97626.71
1,2,2020,Khost,33.3585079,69.8597406,23999.9
1,2,2020,Kunar,34.8465893,71.097317,482440.99
1,2,2020,Kunduz,36.8599307,68.7154975,969600.81
1,2,2020,Laghman,34.6897687,70.1455805,529481.04
1,2,2020,Logar,34.0145518,69.1923916,23999.9
1,2,2020,Nangarhar,34.1718313,70.6216794,1624496.6
1,2,2020,Nimroz,31.0261488,62.4504154,109950.88
1,2,2020,Nuristan,35.3250223,70.9071236,55426.59
1,2,2020,Paktika,32.2645386,68.5247149,146549.65
1,2,2020,Paktya,33.706199,69.3831079,177900.75
1,2,2020,Panjsher,35.883333,69.116667,9599.96
1,2,2020,Parwan,34.9630977,68.8108849,58799.88
1,2,2020,Samangan,35.9807296,67.5708536,60226.57
1,2,2020,Sar-e-Pul,35.6707473,66.0463534,19199.92
1,2,2020,Takhar,36.6698013,69.4784541,664264.81
1,2,2020,Uruzgan,32.9271287,66.1415263,1552031.49
1,2,2020,Wardak,34.3513494,68.2385339,618309.06
1,2,2020,Zabul,32.1918782,67.1894488,482818.57
17,1,2014,Bangui,4.3667,18.5833,519001.11
17,1,2014,Haute Kotto,7,23,29999.916
17,1,2014,KÃ©mo,5.75,19.0833,37999.8936
17,1,2014,Lobaye,4,18,324000.2944
17,1,2014,Nana Gribizi,6.657806,19.666148,61999.8264
17,1,2014,Nana MambÃ©rÃ©,5.5,15.5,106549.9152
17,1,2014,Ombella M'Poko,5,18,81000
17,1,2014,Ouaka,6,21,249999.804
17,1,2014,Ouham,7,18,431161.4352
17,1,2014,Ouham PÃ©ndÃ©,7,16,202164.6452
17,1,2015,Bamingui Bangoran,8.4167,20.6667,60027.963
17,1,2015,Bangui,4.3667,18.5833,1488091.967
17,1,2015,Basse Kotto,5,21.5,60027.963
17,1,2015,Haut Mbomou,6,26,60027.963
17,1,2015,Haute Kotto,7,23,60027.963
17,1,2015,KÃ©mo,5.75,19.0833,60027.963
17,1,2015,Lobaye,4,18,60027.963
17,1,2015,MambÃ©rÃ© KadÃ©i,4.5,16,400027.9664
17,1,2015,Mbomou,5.0764181,23.3093406,60027.963
17,1,2015,Nana Gribizi,6.657806,19.666148,159777.963
17,1,2015,Nana MambÃ©rÃ©,5.5,15.5,60027.963
17,1,2015,Ombella M'Poko,5,18,858390.931
17,1,2015,Ouaka,6,21,159777.963
17,1,2015,Ouham,7,18,390027.9663
17,1,2015,Ouham PÃ©ndÃ©,7,16,390027.9663
17,1,2015,Sangha MbaÃ©rÃ©,3.5,16.0833,60027.963
17,1,2016,Bamingui Bangoran,8.4167,20.6667,12000
17,1,2016,Bangui,4.3667,18.5833,446998.875
17,1,2016,Basse Kotto,5,21.5,6000
17,1,2016,Haut Mbomou,6,26,6000
17,1,2016,Haute Kotto,7,23,1258509.961
17,1,2016,KÃ©mo,5.75,19.0833,387499.961
17,1,2016,Lobaye,4,18,49000
17,1,2016,MambÃ©rÃ© Kadei,4.5,16,137499.3967
17,1,2016,Mbomou,5.0764181,23.3093406,11999.9913
17,1,2016,Nana Gribizi,6.657806,19.666148,35499.8194
17,1,2016,Nana MambÃ©rÃ©,5.5,15.5,25999.7936
17,1,2016,Ombella M'Poko,5,18,797000.065
17,1,2016,Ouaka,6,21,79999.7785
17,1,2016,Ouham,7,18,107999.8985
17,1,2016,Ouham PÃ©ndÃ©,7,16,12000
17,1,2016,Vakaga,10.3333,22.75,6000
17,1,2017,Bangui,4.3667,18.5833,1187376.391
17,1,2017,Basse Kotto,5,21.5,939052.337
17,1,2017,Haut Mbomou,6,26,563799.154
17,1,2017,Haute Kotto,7,23,1615225.382
17,1,2017,KÃ©mo,5.75,19.0833,3680
17,1,2017,Lobaye,4,18,7360
17,1,2017,Mbomou,5.0764181,23.3093406,196198.731
17,1,2017,Ombella M'Poko,5,18,334880.01
17,1,2017,Ouaka,6,21,2434096.331
17,1,2017,Ouham,7,18,32699.7885
17,1,2017,Ouham PÃ©ndÃ©,7,16,98099.3655
17,1,2018,Ouham PÃ©ndÃ©,7,16,1660496.83
17,1,2019,Bamingui Bangoran,8.4167,20.6667,60000.18
17,1,2019,Bangui,4.3667,18.5833,307393.45
17,1,2019,Basse Kotto,5,21.5,101196.83
17,1,2019,Haut Mbomou,6,26,1080364.4
17,1,2019,Haute Kotto,7,23,150000.46
17,1,2019,Lobaye,4,18,31196.62
17,1,2019,MambÃ©rÃ©-KadÃ©Ã¯,4.5,16,50000.15
17,1,2019,Mbomou,5.0764181,23.3093406,151196.99
17,1,2019,Nana Gribizi,6.657806,19.666148,121196.89
17,1,2019,Ombella M'Poko,5,18,237393.24
17,1,2019,Ouaka,6,21,210000.64
17,1,2019,Ouham,7,18,161197.01
17,1,2019,Ouham PÃ©ndÃ©,7,16,547059.97
17,1,2019,Vakaga,10.3333,22.75,400362
17,1,2020,Bamingui Bangoran,8.4167,20.6667,643828.31
17,1,2020,Bangui,4.3667,18.5833,3792745.73
17,1,2020,Basse Kotto,5,21.5,2319054.32
17,1,2020,Haut Mbomou,6,26,3268330.34
17,1,2020,Haute Kotto,7,23,1715414
17,1,2020,KÃ©mo,5.75,19.0833,8425
17,1,2020,Lobaye,4,18,8425
17,1,2020,MambÃ©rÃ©-KadÃ©Ã¯,4.5,16,1182176.14
17,1,2020,Mbomou,5.0764181,23.3093406,2016615.86
17,1,2020,Nana Gribizi,6.657806,19.666148,1885458.08
17,1,2020,Nana MambÃ©rÃ©,5.5,15.5,365761.17
17,1,2020,Ombella M'Poko,5,18,423057
17,1,2020,Ouaka,6,21,872547.79
17,1,2020,Ouham,7,18,1259594.67
17,1,2020,Ouham PÃ©ndÃ©,7,16,725077.62
17,1,2020,Sangha MbaÃ©rÃ©,3.5,16.0833,8425
17,1,2020,Vakaga,10.3333,22.75,1335659.07
17,1,2021,Bamingui Bangoran,8.4167,20.6667,219477.55
17,1,2021,Bangui,4.3667,18.5833,748955.07
17,1,2021,Basse Kotto,5,21.5,265000
17,1,2021,Haut Mbomou,6,26,90000
17,1,2021,Haute Kotto,7,23,175000
17,1,2021,KÃ©mo,5.75,19.0833,97108.16
17,1,2021,Mbomou,5.0764181,23.3093406,90000
17,1,2021,Nana Gribizi,6.657806,19.666148,401846.93
17,1,2021,Ombella M'Poko,5,18,90000
17,1,2021,Ouaka,6,21,390000.01
17,1,2021,Ouham,7,18,1015000
17,1,2021,Ouham PÃ©ndÃ©,7,16,475000
17,1,2021,Vakaga,10.3333,22.75,90000
17,2,2014,Bamingui Bangoran,8.4167,20.6667,701621.8464
17,2,2014,Bangui,4.3667,18.5833,1975524.592
17,2,2014,Basse Kotto,5,21.5,408853.3344
17,2,2014,Haut Mbomou,6,26,53853.0144
17,2,2014,Haute Kotto,7,23,289452.1622
17,2,2014,KÃ©mo,5.75,19.0833,1530433.596
17,2,2014,Lobaye,4,18,2747081.229
17,2,2014,MambÃ©rÃ© KadÃ©i,4.5,16,2203586.983
17,2,2014,Mbomou,5.0764181,23.3093406,53853.0144
17,2,2014,Nana Gribizi,6.657806,19.666148,630917.9228
17,2,2014,Nana MambÃ©rÃ©,5.5,15.5,75794.9868
17,2,2014,Ombella M'Poko,5,18,2548909.679
17,2,2014,Ouaka,6,21,512842.6048
17,2,2014,Ouham,7,18,2673082.327
17,2,2014,Ouham PÃ©ndÃ©,7,16,1787461.242
17,2,2014,Sangha MbaÃ©rÃ©,3.5,16.0833,514261.2336
17,2,2014,Vakaga,10.3333,22.75,39902.012
17,2,2015,Bamingui Bangoran,8.4167,20.6667,667870.3486
17,2,2015,Bangui,4.3667,18.5833,1816988.063
17,2,2015,Basse Kotto,5,21.5,406318.6524
17,2,2015,Haut Mbomou,6,26,1168929.478
17,2,2015,Haute Kotto,7,23,782603.5801
17,2,2015,KÃ©mo,5.75,19.0833,1747292.484
17,2,2015,Lobaye,4,18,714159.5175
17,2,2015,MambÃ©rÃ© KadÃ©i,4.5,16,964366.8375
17,2,2015,Mbomou,5.0764181,23.3093406,191699.9484
17,2,2015,Nana Gribizi,6.657806,19.666148,233815.3845
17,2,2015,Nana MambÃ©rÃ©,5.5,15.5,521950.5675
17,2,2015,Ombella M'Poko,5,18,1863958.911
17,2,2015,Ouaka,6,21,3784203.232
17,2,2015,Ouham,7,18,2060981.448
17,2,2015,Ouham PÃ©ndÃ©,7,16,2446299.319
17,2,2015,Sangha MbaÃ©rÃ©,3.5,16.0833,644014.1113
17,2,2015,Vakaga,10.3333,22.75,813738.957
17,2,2016,Bangui,4.3667,18.5833,1640503.569
17,2,2016,Basse Kotto,5,21.5,669994.66
17,2,2016,Haut Mbomou,6,26,497818.36
17,2,2016,Haute Kotto,7,23,910798.2468
17,2,2016,KÃ©mo,5.75,19.0833,1011999.1
17,2,2016,Lobaye,4,18,5500.0034
17,2,2016,MambÃ©rÃ© Kadei,4.5,16,850000
17,2,2016,MambÃ©rÃ© KadÃ©i,4.5,16,1331025.837
17,2,2016,Nana Gribizi,6.657806,19.666148,3440607.3
17,2,2016,Nana MambÃ©rÃ©,5.5,15.5,410000.113
17,2,2016,Ombella M'Poko,5,18,383999.7488
17,2,2016,Ouaka,6,21,1966455.414
17,2,2016,Ouham,7,18,3187330.602
17,2,2016,Ouham PÃ©ndÃ©,7,16,1213843.417
17,2,2016,Sangha MbaÃ©rÃ©,3.5,16.0833,100000
17,2,2016,Vakaga,10.3333,22.75,1658000.5
17,2,2017,Bangui,4.3667,18.5833,2020118.39
17,2,2017,Basse Kotto,5,21.5,655687.9245
17,2,2017,Haut Mbomou,6,26,499942.52
17,2,2017,Haute Kotto,7,23,240000.144
17,2,2017,KÃ©mo,5.75,19.0833,60000.001
17,2,2017,MambÃ©rÃ©-KadÃ©Ã¯,4.5,16,1042000.34
17,2,2017,Mbomou,5.0764181,23.3093406,1255968.86
17,2,2017,Nana Gribizi,6.657806,19.666148,1697991.912
17,2,2017,Nana MambÃ©rÃ©,5.5,15.5,942004.3275
17,2,2017,Ouaka,6,21,2351446.623
17,2,2017,Ouham,7,18,1167853.84
17,2,2017,Ouham PÃ©ndÃ©,7,16,2798506.438
17,2,2018,Bangui,4.3667,18.5833,1587731.146
17,2,2018,Basse Kotto,5,21.5,3071471.455
17,2,2018,Haut Mbomou,6,26,2277502.854
17,2,2018,Haute Kotto,7,23,1394741.046
17,2,2018,KÃ©mo,5.75,19.0833,578801.068
17,2,2018,MambÃ©rÃ©-KadÃ©Ã¯,4.5,16,1128265.251
17,2,2018,Mbomou,5.0764181,23.3093406,2871844.281
17,2,2018,Nana Gribizi,6.657806,19.666148,1674756.726
17,2,2018,Nana MambÃ©rÃ©,5.5,15.5,14669.2185
17,2,2018,Ouaka,6,21,5552502.865
17,2,2018,Ouham,7,18,2436923.793
17,2,2018,Ouham PÃ©ndÃ©,7,16,4143113.448
17,2,2019,Bamingui Bangoran,8.4167,20.6667,60000.08
17,2,2019,Bangui,4.3667,18.5833,2469793.15
17,2,2019,Basse Kotto,5,21.5,6648026.17
17,2,2019,Haut Mbomou,6,26,4130849.79
17,2,2019,Haute Kotto,7,23,2093730.78
17,2,2019,KÃ©mo,5.75,19.0833,199929.24
17,2,2019,MambÃ©rÃ©-KadÃ©Ã¯,4.5,16,1815712.36
17,2,2019,Mbomou,5.0764181,23.3093406,4240582.01
17,2,2019,Nana Gribizi,6.657806,19.666148,2227819.73
17,2,2019,Nana MambÃ©rÃ©,5.5,15.5,85021.66
17,2,2019,Ouaka,6,21,4866414.81
17,2,2019,Ouham,7,18,1564316.67
17,2,2019,Ouham PÃ©ndÃ©,7,16,2020461.22
17,2,2019,Vakaga,10.3333,22.75,2967205.55
17,2,2020,Bamingui Bangoran,8.4167,20.6667,335749.12
17,2,2020,Bangui,4.3667,18.5833,2334999.18
17,2,2020,Basse Kotto,5,21.5,1941456.58
17,2,2020,Haut Mbomou,6,26,1196364.55
17,2,2020,Haute Kotto,7,23,264975.93
17,2,2020,KÃ©mo,5.75,19.0833,241500
17,2,2020,Lobaye,4,18,16500
17,2,2020,MambÃ©rÃ©-KadÃ©Ã¯,4.5,16,516499.94
17,2,2020,Mbomou,5.0764181,23.3093406,160644.12
17,2,2020,Nana Gribizi,6.657806,19.666148,366500
17,2,2020,Nana MambÃ©rÃ©,5.5,15.5,16500
17,2,2020,Ombella M'Poko,5,18,16500
17,2,2020,Ouaka,6,21,67468.38
17,2,2020,Ouham,7,18,677969.31
17,2,2020,Ouham PÃ©ndÃ©,7,16,16500
17,2,2020,Sangha MbaÃ©rÃ©,3.5,16.0833,16500
17,2,2020,Vakaga,10.3333,22.75,822748.14
17,2,2021,Bamingui Bangoran,8.4167,20.6667,23263
17,2,2021,Bangui,4.3667,18.5833,2495188.51
17,2,2021,Basse Kotto,5,21.5,1512807.3
17,2,2021,Haut Mbomou,6,26,1427606.62
17,2,2021,Haute Kotto,7,23,927957.94
17,2,2021,KÃ©mo,5.75,19.0833,17500
17,2,2021,Lobaye,4,18,17500
17,2,2021,MambÃ©rÃ©-KadÃ©Ã¯,4.5,16,833493.2
17,2,2021,Mbomou,5.0764181,23.3093406,492199.44
17,2,2021,Nana Gribizi,6.657806,19.666148,347499.99
17,2,2021,Nana MambÃ©rÃ©,5.5,15.5,448263
17,2,2021,Ombella M'Poko,5,18,17500
17,2,2021,Ouaka,6,21,1079706.39
17,2,2021,Ouham,7,18,1941715
17,2,2021,Ouham PÃ©ndÃ©,7,16,292381.93
17,2,2021,Sangha MbaÃ©rÃ©,3.5,16.0833,17500
17,2,2021,Vakaga,10.3333,22.75,312874.93
52,1,2015,ARAUCA,6.569909,-70.968822,249997.9
52,1,2015,NARIÃ‘O,1.569519,-77.871608,246950.49
52,1,2016,CHOCÃ“,5.93883,-76.938253,430245.04
52,1,2017,ANTIOQUIA,6.92599,-75.570959,15000
52,1,2017,ARAUCA,6.569909,-70.968822,150000
52,1,2017,CHOCÃ“,5.93883,-76.938253,254645.62
52,1,2017,NARIÃ‘O,1.569519,-77.871608,150000
52,2,2015,CAQUETÃ,0.800149,-73.962618,409752.51
52,2,2015,NARIÃ‘O,1.569519,-77.871608,465110.82
52,2,2016,ARAUCA,6.569909,-70.968822,150000
52,2,2016,GUAVIARE,1.924654,-72.127319,287464.27
52,2,2016,LA GUAJIRA,11.475968,-72.429918,250000.95
52,2,2016,META,3.347656,-72.95518,241349.78
52,2,2016,NARIÃ‘O,1.569519,-77.871608,159651.49
52,2,2016,NORTE DE SANTANDER,8.095302,-72.880506,130000
52,2,2016,PUTUMAYO,0.458448,-75.864116,224995.52
52,2,2016,VALLE DEL CAUCA,3.858537,-76.518016,249598.54
52,2,2017,ARAUCA,6.569909,-70.968822,147973.85
52,2,2017,CHOCÃ“,5.93883,-76.938253,150000
52,2,2017,LA GUAJIRA,11.475968,-72.429918,150000
52,2,2017,PUTUMAYO,0.458448,-75.864116,149998.7
24,1,2015,Bas-Uele,2.800279,24.733365,595000
24,1,2015,Equateur,0.047105,18.271124,740000.01
24,1,2015,Haut-Katanga,-11.659227,27.4741,2202564.43
24,1,2015,Haut-Lomami,-6.683035,25.8,1443109.8
24,1,2015,Haut-Uele,2.766892,27.616688,549500
24,1,2015,Ituri,1.562489,30.248427,2851500.33
24,1,2015,Kasai,-6.423572,20.795359,112000
24,1,2015,Kasai Central,-6.15,23.599989,112000
24,1,2015,Kasai Oriental,-6.150032,23.6,112000
24,1,2015,Kinshasa,-4.339502,15.309483,140000
24,1,2015,Lomami,-6.133365,24.483333,549500
24,1,2015,Lualaba,-10.716635,25.4725,665502
24,1,2015,Maniema,-2.949743,25.949989,3534722.58
24,1,2015,Mongala,2.150268,21.516624,140000
24,1,2015,Nord-Kivu,-1.6882,29.2371,549500
24,1,2015,Nord-Ubangi,4.283333,21.016677,1981329.829
24,1,2015,Sankuru,-4.966357,23.450021,112000
24,1,2015,Sud-Kivu,-2.500021,28.866667,7032298.35
24,1,2015,Sud-Ubangi,3.26505,19.766688,1479990.111
24,1,2015,Tanganyika,-6.255568,29.510771,4432425.87
24,1,2015,Tshopo,0.518267,25.187572,521500
24,1,2015,Tshuapa,-0.216463,20.866667,140000
24,1,2016,Bas-Uele,2.800279,24.733365,56509.482
24,1,2016,Equateur,0.047105,18.271124,2957910.495
24,1,2016,Haut-Katanga,-11.659227,27.4741,485273.705
24,1,2016,Haut-Lomami,-6.683035,25.8,28254.741
24,1,2016,Haut-Uele,2.766892,27.616688,56509.482
24,1,2016,Ituri,1.562489,30.248427,4315860.84
24,1,2016,Kasai Central,-6.15,23.599989,113018.964
24,1,2016,Kasai Oriental,-6.150032,23.6,141273.705
24,1,2016,Kinshasa,-4.339502,15.309483,3960415.49
24,1,2016,Mai-Ndombe,-1.944394,18.273916,276180.5322
24,1,2016,Maniema,-2.949743,25.949989,822973.7422
24,1,2016,Mongala,2.150268,21.516624,1338589.806
24,1,2016,Nord-Kivu,-1.6882,29.2371,14505594.53
24,1,2016,Nord-Ubangi,4.283333,21.016677,141273.705
24,1,2016,Sankuru,-4.966357,23.450021,28254.741
24,1,2016,Sud-Kivu,-2.500021,28.866667,9352650.623
24,1,2016,Sud-Ubangi,3.26505,19.766688,226037.928
24,1,2016,Tanganyika,-6.255568,29.510771,1092790.031
24,1,2016,Tshopo,0.518267,25.187572,5535789.553
24,1,2017,Haut-Katanga,-11.659227,27.4741,4153702.32
24,1,2017,Kasai,-6.423572,20.795359,2210765.699
24,1,2017,Kasai Central,-6.15,23.599989,8788098.724
24,1,2017,Kasai Oriental,-6.150032,23.6,902000.7387
24,1,2017,Lomami,-6.133365,24.483333,129000.0774
24,1,2017,Maniema,-2.949743,25.949989,1070780.092
24,1,2017,Nord-Kivu,-1.6882,29.2371,6144635.019
24,1,2017,Sud-Kivu,-2.500021,28.866667,5655063.784
24,1,2017,Tanganyika,-6.255568,29.510771,2774835.716
24,1,2018,Haut-Katanga,-11.659227,27.4741,3925155.583
24,1,2018,Haut-Lomami,-6.683035,25.8,574861.3065
24,1,2018,Ituri,1.562489,30.248427,6793462.406
24,1,2018,Kasai,-6.423572,20.795359,2886969.711
24,1,2018,Kasai Central,-6.15,23.599989,3253978.839
24,1,2018,Kasai Oriental,-6.150032,23.6,2929408.308
24,1,2018,Kinshasa,-4.339502,15.309483,763142.989
24,1,2018,Lomami,-6.133365,24.483333,3208479.971
24,1,2018,Lualaba,-10.716635,25.4725,3193143.028
24,1,2018,Maniema,-2.949743,25.949989,4544609.143
24,1,2018,Nord-Kivu,-1.6882,29.2371,9632942.061
24,1,2018,Sankuru,-4.966357,23.450021,2238707.275
24,1,2018,Sud-Kivu,-2.500021,28.866667,6259816.855
24,1,2018,Tanganyika,-6.255568,29.510771,7991322.104
24,1,2019,Equateur,0.047105,18.271124,162442.05
24,1,2019,Haut-Katanga,-11.659227,27.4741,298675.82
24,1,2019,Ituri,1.562489,30.248427,7847174.5
24,1,2019,Kasai,-6.423572,20.795359,342265.67
24,1,2019,Kasai Central,-6.15,23.599989,549581.3
24,1,2019,Kasai Oriental,-6.150032,23.6,1096556.33
24,1,2019,Kinshasa,-4.339502,15.309483,513927.58
24,1,2019,Kongo Central,-5.837288,13.449994,350619.44
24,1,2019,Kwango,-4.866367,16.983376,97696.75
24,1,2019,Kwilu,-3.298349,17.389665,327856.69
24,1,2019,Mai-Ndombe,-1.944394,18.273916,5113057.22
24,1,2019,Nord-Kivu,-1.6882,29.2371,14587386.67
24,1,2019,Sud-Kivu,-2.500021,28.866667,4060513.27
24,1,2019,Tanganyika,-6.255568,29.510771,42314.86
24,1,2020,Equateur,0.047105,18.271124,1964613.86
24,1,2020,Haut-Katanga,-11.659227,27.4741,2039.44
24,1,2020,Ituri,1.562489,30.248427,4987497.64
24,1,2020,Kasai,-6.423572,20.795359,73027.64
24,1,2020,Kasai Central,-6.15,23.599989,217002.37
24,1,2020,Kinshasa,-4.339502,15.309483,7537848.32
24,1,2020,Kongo Central,-5.837288,13.449994,23453.59
24,1,2020,Kwilu,-3.298349,17.389665,77000
24,1,2020,Nord-Kivu,-1.6882,29.2371,2154620.1
24,1,2020,Sud-Kivu,-2.500021,28.866667,5833368.65
24,1,2020,Tanganyika,-6.255568,29.510771,2617002.79
24,1,2021,Ituri,1.562489,30.248427,4104527.24
24,1,2021,Kasai,-6.423572,20.795359,293288.3
24,1,2021,Kasai Oriental,-6.150032,23.6,146644.15
24,1,2021,Nord-Kivu,-1.6882,29.2371,6567757.78
24,1,2021,Sud-Kivu,-2.500021,28.866667,146644.15
24,1,2021,Tanganyika,-6.255568,29.510771,293288.3
24,2,2014,Haut-Katanga,-11.659227,27.4741,5107966.575
24,2,2014,Haut-Lomami,-6.683035,25.8,3765037.1
24,2,2014,Haut-Uele,2.766892,27.616688,550250.25
24,2,2014,Ituri,1.562489,30.248427,2532508.5
24,2,2014,Kasai Central,-6.15,23.599989,3430949.08
24,2,2014,Kasai Oriental,-6.150032,23.6,2205395
24,2,2014,Kwango,-4.866367,16.983376,2040000
24,2,2014,Maniema,-2.949743,25.949989,1624930.28
24,2,2014,Nord-Kivu,-1.6882,29.2371,4333537
24,2,2014,Tanganyika,-6.255568,29.510771,4372184.275
24,2,2014,Tshopo,0.518267,25.187572,550250.25
24,2,2016,Nord-Ubangi,4.283333,21.016677,2199983.52
24,2,2016,Sud-Ubangi,3.26505,19.766688,3004877.78
24,2,2016,Tanganyika,-6.255568,29.510771,7229516.2
24,2,2017,Maniema,-2.949743,25.949989,3999545.46
24,2,2018,Haut-Katanga,-11.659227,27.4741,2399549.834
24,2,2018,Kasai,-6.423572,20.795359,5962996.93
24,2,2018,Tanganyika,-6.255568,29.510771,1962477.376
24,2,2019,Haut-Katanga,-11.659227,27.4741,1907806.11
24,2,2019,Haut-Lomami,-6.683035,25.8,745035.55
24,2,2019,Ituri,1.562489,30.248427,3001844.19
24,2,2019,Kasai,-6.423572,20.795359,7410964.69
24,2,2019,Kasai Central,-6.15,23.599989,3658188.01
24,2,2019,Kinshasa,-4.339502,15.309483,2003579.02
24,2,2019,Maniema,-2.949743,25.949989,1330254.7
24,2,2019,Nord-Kivu,-1.6882,29.2371,9807000.98
24,2,2019,Sud-Kivu,-2.500021,28.866667,5782178.95
24,2,2019,Tanganyika,-6.255568,29.510771,7410035.47
24,2,2020,Haut-Katanga,-11.659227,27.4741,1371843.24
24,2,2020,Haut-Lomami,-6.683035,25.8,1183401
24,2,2020,Ituri,1.562489,30.248427,5397930.19
24,2,2020,Kasai,-6.423572,20.795359,2920546.19
24,2,2020,Kasai Central,-6.15,23.599989,4049269.31
24,2,2020,Kasai Oriental,-6.150032,23.6,2065088.98
24,2,2020,Maniema,-2.949743,25.949989,3324558.42
24,2,2020,Nord-Kivu,-1.6882,29.2371,11743535.05
24,2,2020,Sankuru,-4.966357,23.450021,2556142.1
24,2,2020,Sud-Kivu,-2.500021,28.866667,9758433.21
24,2,2020,Tanganyika,-6.255568,29.510771,4348611.78
24,2,2020,Tshopo,0.518267,25.187572,793807.88
24,2,2021,Ituri,1.562489,30.248427,9962799.83
24,2,2021,Maniema,-2.949743,25.949989,2926269.81
24,2,2021,Nord-Kivu,-1.6882,29.2371,8972136.3
24,2,2021,Sud-Kivu,-2.500021,28.866667,5142533.98
24,2,2021,Tanganyika,-6.255568,29.510771,2784884.83
53,1,2017,Addis Ababa,8.980483,38.78553835,108000.0648
53,1,2017,Oromia,7.50798643,38.7652127,5110082.294
53,1,2017,SNNPR,6.46580872,36.80646946,565205.0012
53,1,2017,Somali,6.93277841,43.32988331,4843707.27
53,1,2018,Addis Ababa,8.980483,38.78553835,354874.7295
53,1,2018,Afar,12.03644506,40.77273541,2330299.5
53,1,2018,Amhara,11.56495248,38.04353615,2448611.152
53,1,2018,Beneshangul Gumu,10.50292442,35.44030702,2438059.938
53,1,2018,Dire Dawa,9.60626919,42.00302689,961755.1646
53,1,2018,Gambela,7.68385036,34.33675424,810000.3582
53,1,2018,Hareri,9.28966002,42.17252587,810000.3582
53,1,2018,Oromia,7.50798643,38.7652127,18708167.12
53,1,2018,SNNPR,6.46580872,36.80646946,7620046.546
53,1,2018,Somali,6.93277841,43.32988331,8227565.163
53,1,2018,Tigray,13.77711474,38.43867332,1173144.097
53,1,2020,Addis Ababa,8.980483,38.78553835,248808.35
53,1,2020,Afar,12.03628232,40.77273098,666599.9
53,1,2020,Amhara,11.56495271,38.04353749,912710.33
53,1,2020,Gambela,7.68382482,34.3367695,224826.82
53,1,2020,Oromia,7.50805539,38.76512402,209838.36
53,1,2020,Somali,6.92946999,43.32903576,539584.35
53,1,2020,Tigray,13.77711621,38.43867503,10696476.92
53,1,2021,Afar,12.03628232,40.77273098,4073459.47
53,1,2021,Amhara,11.56495271,38.04353749,6827237.04
53,1,2021,Tigray,13.77711621,38.43867503,703011.4
53,1,2021,Tigray,13.77711683,38.43867474,7409013.13
53,2,2015,Afar,12.03644506,40.77273541,3747892.972
53,2,2015,Amhara,11.56495248,38.04353615,7787524.36
53,2,2015,Dire Dawa,9.60626919,42.00302689,10000.0488
53,2,2015,Gambela,7.68385036,34.33675424,167450.2888
53,2,2015,Oromia,7.50798643,38.7652127,8223827.819
