PooledFundId,PooledFundName,PooledFundCodeAbbrv,ContributionCode,FiscalYear,DonorName,DonorCode,GMSDonorID,GMSDonorName,CountryCode,PledgeDate,PledgeAmt,PipeLineDate,PaidDate,PaidAmt,ExpectedDate,PledgeAmtLocalCurrency,PledgeAmtCurrencyExchangeRate,PaidAmtLocalCurrency,PaidAmtCurrencyExchangeRate,PledgeAmtLocal,PaidAmtLocal,IsTransfer
89,Mozambique (RhPF),MOZ89,ERF/M_RHPF_SEA-US/78249/85839/2026,2026,United States,102,102,United States,US,8/7/2026 12:00:00 AM,65000000,8/7/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,USD,1,USD,0,65000000,0,0
89,Mozambique (RhPF),MOZ89,ERF/M_RHPF_SEA-US/77989/85383/2026,2026,United States,102,102,United States,US,2/25/2026 12:00:00 AM,80000000,2/16/2026 12:00:00 AM,3/13/2026 12:00:00 AM,80000000,1/1/0001 12:00:00 AM,USD,1,USD,1,80000000,80000000,0
89,Mozambique (RhPF),MOZ89,ERF/M_RHPF_SEA/78082/85553/2026,2026,Government of Norway,12,17,Norway,NO,5/13/2026 12:00:00 AM,537807.9,4/15/2026 12:00:00 AM,5/22/2026 12:00:00 AM,542108.39,1/1/0001 12:00:00 AM,NOK,9.48,NOK,9.22,5000000,4999865.65,0
59,Myanmar,MMR59,ERF/3415/78047/85468/2026,2026,IRISH AID,23,13,Ireland,IE,3/24/2026 12:00:00 AM,1730103.81,3/23/2026 12:00:00 AM,4/21/2026 12:00:00 AM,1756440.28,1/1/0001 12:00:00 AM,EUR,0.87,EUR,0.85,1500000,1500000,0
59,Myanmar,MMR59,ERF/3415/78168/85696/2026,2026,New Zealand,80,80,New Zealand,NZ,6/22/2026 12:00:00 AM,3464203.23,6/9/2026 12:00:00 AM,6/26/2026 12:00:00 AM,3419017.5,1/1/0001 12:00:00 AM,NZD,1.69,NZD,1.75,6000000,6000375.71,0
59,Myanmar,MMR59,ERF/3415/77584/84477/2025,2026,Government of Canada,119,7,Canada,CA,5/1/2025 12:00:00 AM,613275.61,3/19/2025 12:00:00 AM,7/14/2026 12:00:00 AM,602460.41,1/1/0001 12:00:00 AM,CAD,1.44,CAD,1.41,850000,850071.64,0
59,Myanmar,MMR59,ERF/3415/77981/85226/2026,2026,Sida,20,22,Sweden,SE,3/16/2026 12:00:00 AM,2255881.41,2/2/2026 12:00:00 AM,3/30/2026 12:00:00 AM,2239247.06,1/1/0001 12:00:00 AM,SEK,8.81,SEK,9.38,21000000,20999658.97,0
59,Myanmar,MMR59,ERF/3415/78112/85601/2026,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),UNF,1/20/2026 12:00:00 AM,21693.43,4/24/2026 12:00:00 AM,5/28/2026 12:00:00 AM,21693.43,1/1/0001 12:00:00 AM,USD,1,USD,1,21693.43,21693.43,0
59,Myanmar,MMR59,ERF/3415-US/77989/85387/2026,2026,United States,102,102,United States,US,2/25/2026 12:00:00 AM,140000000,2/16/2026 12:00:00 AM,3/13/2026 12:00:00 AM,140000000,1/1/0001 12:00:00 AM,USD,1,USD,1,140000000,140000000,0
59,Myanmar,MMR59,ERF/3415/78012/85381/2026,2026,Government of Finland,6,10,Finland,FI,3/24/2026 12:00:00 AM,3460207.61,2/25/2026 12:00:00 AM,3/31/2026 12:00:00 AM,3460207.61,1/1/0001 12:00:00 AM,EUR,0.84,EUR,0.87,3000000,3000000,0
59,Myanmar,MMR59,ERF/3415/78022/85398/2026,2026,Government of Germany,7,11,Germany,DE,5/13/2026 12:00:00 AM,7602339.18,3/3/2026 12:00:00 AM,5/26/2026 12:00:00 AM,7611241.22,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.85,6500000,6500000,0
59,Myanmar,MMR59,ERF/3415/78039/85421/2026,2026,Government of Australia,2,3,Australia,AU,4/22/2026 12:00:00 AM,6636042.4,3/12/2026 12:00:00 AM,5/5/2026 12:00:00 AM,6686598.93,1/1/0001 12:00:00 AM,AUD,1.41,AUD,1.4,9390000,9387984.9,0
59,Myanmar,MMR59,ERF/3415/78082/85556/2026,2026,Government of Norway,12,17,Norway,NO,5/13/2026 12:00:00 AM,1075615.79,4/15/2026 12:00:00 AM,5/22/2026 12:00:00 AM,1084216.77,1/1/0001 12:00:00 AM,NOK,9.48,NOK,9.22,10000000,9999731.31,0
59,Myanmar,MMR59,ERF/3415/77800/85544/2025,2026,Government of Luxembourg,10,15,Luxembourg,LU,12/11/2025 12:00:00 AM,347624.57,11/3/2025 12:00:00 AM,4/13/2026 12:00:00 AM,343642.61,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.87,300000,300000,0
59,Myanmar,MMR59,ERF/3415/78222/85796/2026,2026,Government of Luxembourg,10,15,Luxembourg,LU,8/5/2026 12:00:00 AM,345224.4,7/10/2026 12:00:00 AM,8/5/2026 12:00:00 AM,345224.4,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.87,300000,300000,0
59,Myanmar,MMR59,ERF/3415/77949/85377/2025,2026,Japan,60,60,Japan,JP,2/25/2026 12:00:00 AM,100000,12/26/2025 12:00:00 AM,3/23/2026 12:00:00 AM,100000,1/1/0001 12:00:00 AM,USD,1,USD,1,100000,100000,0
59,Myanmar,MMR59,ERF/3415/78042/85435/2026,2026,Government of Canada,119,7,Canada,CA,3/27/2026 12:00:00 AM,1286764.71,3/12/2026 12:00:00 AM,7/14/2026 12:00:00 AM,1240359.67,1/1/0001 12:00:00 AM,CAD,1.37,CAD,1.41,1750000,1750147.49,0
84,Niger (RhPF-WCA),NER84,ERF/NI_CBPF_RHPF/78143/85665/2026,2026,Government of Belgium,4,6,Belgium,BE,7/28/2026 12:00:00 AM,1142857.14,5/25/2026 12:00:00 AM,8/12/2026 12:00:00 AM,1150747.99,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.87,1000000,1000000,0
84,Niger (RhPF-WCA),NER84,ERF/NI_CBPF_RHPF/77584/84469/2025,2026,Government of Canada,119,7,Canada,CA,5/1/2025 12:00:00 AM,108225.11,3/19/2025 12:00:00 AM,7/14/2026 12:00:00 AM,106316.54,1/1/0001 12:00:00 AM,CAD,1.44,CAD,1.41,150000,150012.64,0
84,Niger (RhPF-WCA),NER84,ERF/NI_CBPF_RHPF/78082/85640/2026,2026,Government of Norway,12,17,Norway,NO,5/13/2026 12:00:00 AM,645369.47,4/15/2026 12:00:00 AM,5/22/2026 12:00:00 AM,650530.06,1/1/0001 12:00:00 AM,NOK,9.48,NOK,9.22,6000000,5999838.78,0
84,Niger (RhPF-WCA),NER84,ERF/NI_CBPF_RHPF/78087/85688/2026,2026,Iceland,55,55,Iceland,IS,4/17/2026 12:00:00 AM,122739.55,4/16/2026 12:00:00 AM,5/11/2026 12:00:00 AM,121519.28,1/1/0001 12:00:00 AM,ISK,122.21,ISK,123.44,15000000,14999975.67,0
84,Niger (RhPF-WCA),NER84,ERF/NI_CBPF_RHPF/78095/85633/2026,2026,Government of Denmark,5,8,Denmark,DK,3/23/2026 12:00:00 AM,1028806.48,3/19/2026 12:00:00 AM,4/16/2026 12:00:00 AM,1046837.94,1/1/0001 12:00:00 AM,DKK,6.48,DKK,6.37,6666666,6666264.01,0
84,Niger (RhPF-WCA),NER84,ERF/NI_CBPF_RHPF/77806/84936/2025,2026,Government of Belgium,4,6,Belgium,BE,12/18/2025 12:00:00 AM,3521126.76,11/3/2025 12:00:00 AM,4/23/2026 12:00:00 AM,3512880.56,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.85,3000000,3000000,0
84,Niger (RhPF-WCA),NER84,ERF/NI_CBPF_RHPF/75626/81923/2023,2026,Government of Germany,7,11,Germany,DE,6/27/2023 12:00:00 AM,2157497.3,5/31/2023 12:00:00 AM,2/25/2026 12:00:00 AM,2378121.28,1/1/0001 12:00:00 AM,EUR,0.92,EUR,0.84,2000000,2000000,0
75,Nigeria,NGA75,ERF/NIG_ERF/78082/85557/2026,2026,Government of Norway,12,17,Norway,NO,5/13/2026 12:00:00 AM,537807.9,4/15/2026 12:00:00 AM,5/22/2026 12:00:00 AM,542108.39,1/1/0001 12:00:00 AM,NOK,9.48,NOK,9.22,5000000,4999865.65,0
75,Nigeria,NGA75,ERF/NIG_ERF-US/77991/85338/2026,2026,United States,102,102,United States,US,2/20/2026 12:00:00 AM,125000000,2/16/2026 12:00:00 AM,3/10/2026 12:00:00 AM,125000000,1/1/0001 12:00:00 AM,USD,1,USD,1,125000000,125000000,0
75,Nigeria,NGA75,ERF/NIG_ERF/77834/84973/2025,2026,Government of Switzerland,16,24,Switzerland,CH,11/27/2025 12:00:00 AM,187734.67,11/18/2025 12:00:00 AM,7/3/2026 12:00:00 AM,185873.61,1/1/0001 12:00:00 AM,CHF,0.8,CHF,0.81,150000,150000,0
75,Nigeria,NGA75,ERF/NIG_ERF/77981/85227/2026,2026,Sida,20,22,Sweden,SE,3/16/2026 12:00:00 AM,1826189.71,2/2/2026 12:00:00 AM,3/30/2026 12:00:00 AM,1812723.81,1/1/0001 12:00:00 AM,SEK,8.81,SEK,9.38,17000000,16999723.93,0
75,Nigeria,NGA75,ERF/NIG_ERF/78112/85602/2026,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),UNF,1/20/2026 12:00:00 AM,5355.55,4/24/2026 12:00:00 AM,5/28/2026 12:00:00 AM,5355.55,1/1/0001 12:00:00 AM,USD,1,USD,1,5355.55,5355.55,0
75,Nigeria,NGA75,ERF/NIG_ERF-US/78249/85840/2026,2026,United States,102,102,United States,US,8/7/2026 12:00:00 AM,100000000,8/7/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,USD,1,USD,0,100000000,0,0
75,Nigeria,NGA75,ERF/NIG_ERF/78108/85589/2026,2026,IRISH AID,23,13,Ireland,IE,9/18/2026 12:00:00 AM,580046.4,9/18/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0,500000,0,0
75,Nigeria,NGA75,ERF/NIG_ERF/78011/85375/2026,2026,Thailand,1027,196,Thailand,TH,2/26/2026 12:00:00 AM,10000,2/24/2026 12:00:00 AM,3/11/2026 12:00:00 AM,10000,1/1/0001 12:00:00 AM,USD,1,USD,1,10000,10000,0
75,Nigeria,NGA75,ERF/NIG_ERF/77584/84470/2025,2026,Government of Canada,119,7,Canada,CA,5/1/2025 12:00:00 AM,468975.47,3/19/2025 12:00:00 AM,7/14/2026 12:00:00 AM,460705.02,1/1/0001 12:00:00 AM,CAD,1.44,CAD,1.41,650000,650054.78,0
75,Nigeria,NGA75,ERF/NIG_ERF/78042/85428/2026,2026,Government of Canada,119,7,Canada,CA,3/27/2026 12:00:00 AM,441176.47,3/12/2026 12:00:00 AM,7/14/2026 12:00:00 AM,425266.17,1/1/0001 12:00:00 AM,CAD,1.37,CAD,1.41,600000,600050.57,0
75,Nigeria,NGA75,ERF/NIG_ERF/75627/81924/2023,2026,Government of Germany,7,11,Germany,DE,6/27/2023 12:00:00 AM,3236245.95,5/31/2023 12:00:00 AM,2/25/2026 12:00:00 AM,3567181.93,1/1/0001 12:00:00 AM,EUR,0.92,EUR,0.84,3000000,3000000,0
75,Nigeria,NGA75,ERF/NIG_ERF/77833/84972/2025,2026,Government of Switzerland,16,24,Switzerland,CH,11/27/2025 12:00:00 AM,813516.9,11/18/2025 12:00:00 AM,2/17/2026 12:00:00 AM,846354.17,1/1/0001 12:00:00 AM,CHF,0.8,CHF,0.77,650000,650000,0
67,oPt,PSE67,ERF/3482/77806/84934/2025,2026,Government of Belgium,4,6,Belgium,BE,12/18/2025 12:00:00 AM,4694835.68,11/3/2025 12:00:00 AM,4/23/2026 12:00:00 AM,4683840.75,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.85,4000000,4000000,0
67,oPt,PSE67,ERF/3482/78012/85380/2026,2026,Government of Finland,6,10,Finland,FI,3/24/2026 12:00:00 AM,5767012.69,2/25/2026 12:00:00 AM,3/31/2026 12:00:00 AM,5767012.69,1/1/0001 12:00:00 AM,EUR,0.84,EUR,0.87,5000000,5000000,0
67,oPt,PSE67,ERF/3482/78110/85591/2026,2026,Government of Spain,15,21,Spain,ES,5/28/2026 12:00:00 AM,1170960.19,4/23/2026 12:00:00 AM,6/16/2026 12:00:00 AM,1152073.73,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.87,1000000,1000000,0
67,oPt,PSE67,ERF/3482/78199/85742/2026,2026,Government of Poland,13,18,Poland,PL,6/26/2026 12:00:00 AM,1083130.25,6/26/2026 12:00:00 AM,7/15/2026 12:00:00 AM,1048460.09,1/1/0001 12:00:00 AM,PLN,3.69,PLN,3.81,4000000,3999875.24,0
67,oPt,PSE67,ERF/3482/77971/85155/2026,2026,Private Contributions,1011,,Private Contributions,UNF,1/7/2026 12:00:00 AM,300,1/7/2026 12:00:00 AM,1/9/2026 12:00:00 AM,300,1/1/0001 12:00:00 AM,USD,1,USD,1,300,300,0
67,oPt,PSE67,ERF/3482/78112/85603/2026,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),UNF,1/20/2026 12:00:00 AM,1098720.59,4/24/2026 12:00:00 AM,5/28/2026 12:00:00 AM,1098720.59,1/1/0001 12:00:00 AM,USD,1,USD,1,1098720.59,1098720.59,0
67,oPt,PSE67,ERF/3482/78233/85816/2026,2026,Scotland,1031,200,Scotland,GB-SC,7/16/2026 12:00:00 AM,669344.04,7/16/2026 12:00:00 AM,7/30/2026 12:00:00 AM,669344.04,1/1/0001 12:00:00 AM,GBP,0.75,GBP,0.75,500000,500000,0
67,oPt,PSE67,ERF/3482/78006/85335/2026,2026,PRIVATE SECTOR,17,19,PRIVATE SECTOR,UNF,2/20/2026 12:00:00 AM,110000,2/20/2026 12:00:00 AM,4/29/2026 12:00:00 AM,110000,1/1/0001 12:00:00 AM,USD,1,USD,1,110000,110000,0
67,oPt,PSE67,ERF/3482/78276/85872/2026,2026,Sida,20,22,Sweden,SE,9/11/2026 12:00:00 AM,1260371.81,9/11/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,SEK,9.52,SEK,0,12000000,0,0
67,oPt,PSE67,ERF/3482/77981/85228/2026,2026,Sida,20,22,Sweden,SE,3/16/2026 12:00:00 AM,3759802.34,2/2/2026 12:00:00 AM,3/30/2026 12:00:00 AM,3732078.44,1/1/0001 12:00:00 AM,SEK,8.81,SEK,9.38,35000000,34999431.62,0
67,oPt,PSE67,ERF/3482/78202/85746/2026,2026,Government of Denmark,5,8,Denmark,DK,6/30/2026 12:00:00 AM,6114338.12,6/29/2026 12:00:00 AM,7/9/2026 12:00:00 AM,6092902.13,1/1/0001 12:00:00 AM,DKK,6.49,DKK,6.57,40000000,39999902.48,0
67,oPt,PSE67,ERF/3482/78070/85525/2026,2026,PRIVATE SECTOR,17,19,PRIVATE SECTOR,UNF,4/7/2026 12:00:00 AM,5052.7,4/7/2026 12:00:00 AM,4/9/2026 12:00:00 AM,5052.7,1/1/0001 12:00:00 AM,GBP,0.76,GBP,0.76,3835,3835,0
67,oPt,PSE67,ERF/3482/78058/85511/2026,2026,Austria,31,31,Austria,AT,6/3/2026 12:00:00 AM,3488372.09,3/26/2026 12:00:00 AM,6/8/2026 12:00:00 AM,3488372.09,1/1/0001 12:00:00 AM,EUR,0.87,EUR,0.86,3000000,3000000,0
67,oPt,PSE67,ERF/3482/78074/85530/2026,2026,IRISH AID,23,13,Ireland,IE,4/15/2026 12:00:00 AM,4613583.14,4/8/2026 12:00:00 AM,4/28/2026 12:00:00 AM,4613583.14,1/1/0001 12:00:00 AM,EUR,0.87,EUR,0.85,3940000,3940000,0
67,oPt,PSE67,ERF/3482/78086/85567/2026,2026,Iceland,55,55,Iceland,IS,4/17/2026 12:00:00 AM,490958.19,4/16/2026 12:00:00 AM,5/7/2026 12:00:00 AM,484274.4,1/1/0001 12:00:00 AM,ISK,122.21,ISK,123.9,60000000,60000145.34,0
67,oPt,PSE67,ERF/3482/78143/85667/2026,2026,Government of Belgium,4,6,Belgium,BE,7/28/2026 12:00:00 AM,2285714.29,5/25/2026 12:00:00 AM,8/12/2026 12:00:00 AM,2301495.97,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.87,2000000,2000000,0
67,oPt,PSE67,ERF/3482/78187/85730/2026,2026,Government of Switzerland,16,24,Switzerland,CH,7/8/2026 12:00:00 AM,3717472.12,6/23/2026 12:00:00 AM,7/15/2026 12:00:00 AM,3703703.7,1/1/0001 12:00:00 AM,CHF,0.8,CHF,0.81,3000000,3000000,0
67,oPt,PSE67,ERF/3482/78221/85793/2026,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,8/21/2026 12:00:00 AM,10121457.49,7/9/2026 12:00:00 AM,8/26/2026 12:00:00 AM,10121457.49,1/1/0001 12:00:00 AM,GBP,0.76,GBP,0.74,7500000,7500000,0
67,oPt,PSE67,ERF/3482/77800/85545/2025,2026,Government of Luxembourg,10,15,Luxembourg,LU,12/11/2025 12:00:00 AM,347624.57,11/3/2025 12:00:00 AM,4/13/2026 12:00:00 AM,343642.61,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.87,300000,300000,0
67,oPt,PSE67,ERF/3482/77954/85138/2025,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,2/27/2026 12:00:00 AM,4250874.32,12/30/2025 12:00:00 AM,3/12/2026 12:00:00 AM,4216314.36,1/1/0001 12:00:00 AM,GBP,0.75,GBP,0.74,3111640,3111640,0
67,oPt,PSE67,ERF/3482/78062/85515/2026,2026,Catalan Agency for Development Cooperation,1016,185,Catalan Agency for Development Cooperation,ES-CT,6/5/2026 12:00:00 AM,232558.14,3/30/2026 12:00:00 AM,6/8/2026 12:00:00 AM,232558.14,1/1/0001 12:00:00 AM,EUR,0.87,EUR,0.86,200000,200000,0
67,oPt,PSE67,ERF/3482/78212/85763/2026,2026,Government of Netherlands,11,16,Netherlands,NL,7/13/2026 12:00:00 AM,5714285.71,7/2/2026 12:00:00 AM,7/16/2026 12:00:00 AM,5714285.72,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.88,5000000,5000000,0
67,oPt,PSE67,ERF/3482/78224/85802/2026,2026,Government of Netherlands,11,16,Netherlands,NL,7/14/2026 12:00:00 AM,12571428.57,7/10/2026 12:00:00 AM,7/16/2026 12:00:00 AM,12571428.57,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.88,11000000,11000000,0
60,Pakistan,PAK60,ERF/3474/78112/85614/2026,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),UNF,1/20/2026 12:00:00 AM,9133.29,4/24/2026 12:00:00 AM,5/28/2026 12:00:00 AM,9133.29,1/1/0001 12:00:00 AM,USD,1,USD,1,9133.29,9133.29,0
21,Somalia,SOM21,ERF/SOHF/78112/85605/2026,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),UNF,1/20/2026 12:00:00 AM,105326.6,4/24/2026 12:00:00 AM,5/28/2026 12:00:00 AM,105326.6,1/1/0001 12:00:00 AM,USD,1,USD,1,105326.6,105326.6,0
21,Somalia,SOM21,ERF/SOHF/78185/85728/2026,2026,Government of Italy,9,14,Italy,IT,9/1/2026 12:00:00 AM,1164144.35,9/1/2026 12:00:00 AM,1/1/0001 12:00:00 AM,0,1/1/0001 12:00:00 AM,EUR,0.87,EUR,0,1000000,0,0
21,Somalia,SOM21,ERF/SOHF/77584/84471/2025,2026,Government of Canada,119,7,Canada,CA,5/1/2025 12:00:00 AM,1190476.19,3/19/2025 12:00:00 AM,7/14/2026 12:00:00 AM,1169481.97,1/1/0001 12:00:00 AM,CAD,1.44,CAD,1.41,1650000,1650139.06,0
21,Somalia,SOM21,ERF/SOHF/77978/85219/2026,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,1/26/2026 12:00:00 AM,2688172.04,1/22/2026 12:00:00 AM,2/5/2026 12:00:00 AM,2766251.73,1/1/0001 12:00:00 AM,GBP,0.74,GBP,0.72,2000000,2000000,0
21,Somalia,SOM21,ERF/SOHF/78093/85574/2026,2026,Government of Denmark,5,8,Denmark,DK,3/23/2026 12:00:00 AM,4629629.63,3/19/2026 12:00:00 AM,4/16/2026 12:00:00 AM,4714206.72,1/1/0001 12:00:00 AM,DKK,6.48,DKK,6.36,30000000,30001211.57,0
21,Somalia,SOM21,ERF/SOHF/78212/85764/2026,2026,Government of Netherlands,11,16,Netherlands,NL,7/13/2026 12:00:00 AM,5714285.71,7/2/2026 12:00:00 AM,7/16/2026 12:00:00 AM,5714285.72,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.88,5000000,5000000,0
21,Somalia,SOM21,ERF/SOHF/77981/85229/2026,2026,Sida,20,22,Sweden,SE,3/16/2026 12:00:00 AM,2148458.48,2/2/2026 12:00:00 AM,3/30/2026 12:00:00 AM,2132616.25,1/1/0001 12:00:00 AM,SEK,8.81,SEK,9.38,20000000,19999675.21,0
21,Somalia,SOM21,ERF/SOHF/78010/85374/2026,2026,Government of Switzerland,16,24,Switzerland,CH,3/27/2026 12:00:00 AM,3875968.99,2/24/2026 12:00:00 AM,3/9/2026 12:00:00 AM,3875968.99,1/1/0001 12:00:00 AM,CHF,0.77,CHF,0.77,3000000,3000000,0
21,Somalia,SOM21,ERF/SOHF/77778/84893/2025,2026,Government of Germany,7,11,Germany,DE,12/8/2025 12:00:00 AM,2317497.1,10/17/2025 12:00:00 AM,2/19/2026 12:00:00 AM,2378121.28,1/1/0001 12:00:00 AM,EUR,0.87,EUR,0.84,2000000,2000000,0
21,Somalia,SOM21,ERF/SOHF/78042/85429/2026,2026,Government of Canada,119,7,Canada,CA,3/27/2026 12:00:00 AM,257352.94,3/12/2026 12:00:00 AM,7/14/2026 12:00:00 AM,248071.93,1/1/0001 12:00:00 AM,CAD,1.37,CAD,1.41,350000,350029.5,0
21,Somalia,SOM21,ERF/SOHF/78224/85803/2026,2026,Government of Netherlands,11,16,Netherlands,NL,7/14/2026 12:00:00 AM,9142857.14,7/10/2026 12:00:00 AM,7/16/2026 12:00:00 AM,9142857.14,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.88,8000000,8000000,0
21,Somalia,SOM21,ERF/SOHF/78071/85526/2026,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,4/10/2026 12:00:00 AM,1317523.06,4/7/2026 12:00:00 AM,7/7/2026 12:00:00 AM,1321003.96,1/1/0001 12:00:00 AM,GBP,0.76,GBP,0.76,1000000,1000000,0
21,Somalia,SOM21,ERF/SOHF/78082/85559/2026,2026,Government of Norway,12,17,Norway,NO,5/13/2026 12:00:00 AM,1613423.69,4/15/2026 12:00:00 AM,5/22/2026 12:00:00 AM,1626325.16,1/1/0001 12:00:00 AM,NOK,9.48,NOK,9.22,15000000,14999596.96,0
21,Somalia,SOM21,ERF/SOHF/78106/85587/2026,2026,IRISH AID,23,13,Ireland,IE,4/27/2026 12:00:00 AM,4683840.75,4/22/2026 12:00:00 AM,5/18/2026 12:00:00 AM,4683840.75,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.85,4000000,4000000,0
21,Somalia,SOM21,ERF/SOHF/77552/84400/2025,2026,Kuwait,64,64,Kuwait,KW,4/24/2025 12:00:00 AM,1250000,3/6/2025 12:00:00 AM,7/2/2026 12:00:00 AM,1250000,1/1/0001 12:00:00 AM,USD,1,USD,1,1250000,1250000,0
507,South Pacific Envelope (RHPF-AP),AP501,ERF/F-MCO_RHPF_AP/78015/85391/2026,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,GB,3/9/2026 12:00:00 AM,254525.75,3/2/2026 12:00:00 AM,3/13/2026 12:00:00 AM,254525.75,1/1/0001 12:00:00 AM,GBP,0.74,GBP,0.74,187840,187840,0
507,South Pacific Envelope (RHPF-AP),AP501,ERF/F-MCO_RHPF_AP/78182/85725/2026,2026,Government of Australia,2,3,Australia,AU,6/18/2026 12:00:00 AM,2094972.07,6/17/2026 12:00:00 AM,6/26/2026 12:00:00 AM,2090723.85,1/1/0001 12:00:00 AM,AUD,1.43,AUD,1.44,3000000,3000188.72,0
19,South Sudan,SSD19,ERF/SSHF/78104/85585/2026,2026,IRISH AID,23,13,Ireland,IE,4/27/2026 12:00:00 AM,4683840.75,4/22/2026 12:00:00 AM,6/2/2026 12:00:00 AM,4651162.79,1/1/0001 12:00:00 AM,EUR,0.85,EUR,0.86,4000000,4000000,0
19,South Sudan,SSD19,ERF/SSHF/77981/85230/2026,2026,Sida,20,22,Sweden,SE,3/16/2026 12:00:00 AM,2148458.48,2/2/2026 12:00:00 AM,3/30/2026 12:00:00 AM,2132616.25,1/1/0001 12:00:00 AM,SEK,8.81,SEK,9.38,20000000,19999675.21,0
19,South Sudan,SSD19,ERF/SSHF/78082/85560/2026,2026,Government of Norway,12,17,Norway,NO,5/13/2026 12:00:00 AM,1075615.79,4/15/2026 12:00:00 AM,5/22/2026 12:00:00 AM,1084216.77,1/1/0001 12:00:00 AM,NOK,9.48,NOK,9.22,10000000,9999731.31,0
19,South Sudan,SSD19,ERF/SSHF/77584/84472/2025,2026,Government of Canada,119,7,Canada,CA,5/1/2025 12:00:00 AM,865800.87,3/19/2025 12:00:00 AM,7/14/2026 12:00:00 AM,850532.34,1/1/0001 12:00:00 AM,CAD,1.44,CAD,1.41,1200000,1200101.13,0
19,South Sudan,SSD19,ERF/SSHF-US/78156/85679/2026,2026,United States,102,102,United States,US,6/2/2026 12:00:00 AM,50000000,5/27/2026 12:00:00 AM,7/6/2026 12:00:00 AM,50000000,1/1/0001 12:00:00 AM,USD,1,USD,1,50000000,50000000,0
19,South Sudan,SSD19,ERF/SSHF/77800/85547/2025,2026,Government of Luxembourg,10,15,Luxembourg,LU,12/11/2025 12:00:00 AM,289687.14,11/3/2025 12:00:00 AM,4/13/2026 12:00:00 AM,286368.84,1/1/0001 12:00:00 AM,EUR,0.86,EUR,0.87,250000,250000,0
19,South Sudan,SSD19,ERF/SSHF/78112/85606/2026,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),UNF,1/20/2026 12:00:00 AM,149790.95,4/24/2026 12:00:00 AM,5/28/2026 12:00:00 AM,149790.95,1/1/0001 12:00:00 AM,USD,1,USD,1,149790.95,149790.95,0
19,South Sudan,SSD19,ERF/SSHF/78224/85804/2026,2026,Government of Netherlands,11,16,Netherlands,NL,7/14/2026 12:00:00 AM,6857142.86,7/10/2026 12:00:00 AM,7/16/2026 12:00:00 AM,6857142.86,1/1/0001 12:00:00 AM,EUR,0.88,EUR,0.88,6000000,6000000,0
19,South Sudan,SSD19,ERF/SSHF/78042/85430/2026,2026,Government of Canada,119,7,Canada,CA,3/27/2026 12:00:00 AM,220588.24,3/12/2026 12:00:00 AM,7/14/2026 12:00:00 AM,212633.09,1/1/0001 12:00:00 AM,CAD,1.37,CAD,1.41,300000,300025.28,0
19,South Sudan,SSD19,ERF/SSHF-US/77991/85339/2026,2026,United States,102,102,United States,US,2/20/2026 12:00:00 AM,100000000,2/16/2026 12:00:00 AM,3/10/2026 12:00:00 AM,100000000,1/1/0001 12:00:00 AM,USD,1,USD,1,100000000,100000000,0
19,South Sudan,SSD19,ERF/SSHF/75628/81925/2023,2026,Government of Germany,7,11,Germany,DE,6/27/2023 12:00:00 AM,2696871.63,5/31/2023 12:00:00 AM,2/25/2026 12:00:00 AM,2972651.61,1/1/0001 12:00:00 AM,EUR,0.92,EUR,0.84,2500000,2500000,0
