PFId,PrjCode,ClstAgg,ClstPrct,AdmLocTypeIdAgg,AdmLoc1,AdmLoc2,AdmLoc3,AdmLoc4,AdmLoc5,AdmLoc6,AdmLocBenClustAgg1,AdmLocBenClustAgg2,AdmLocBenClustAgg3,AdmLocBenClustAgg4,AdmLocBenClustAgg5,AdmLocBenClustAgg6,AdmLocCord1,AdmLocCord2,AdmLocCord3,AdmLocCord4,AdmLocCord5,AdmLocCord6,AdmLocClustBdg1,AdmLocClustBdg2,AdmLocClustBdg3,AdmLocClustBdg4,AdmLocClustBdg5,AdmLocClustBdg6,AYr,AdmLocBenReachedClustAgg1,AdmLocBenReachedClustAgg2,AdmLocBenReachedClustAgg3,AdmLocBenReachedClustAgg4,AdmLocBenReachedClustAgg5,AdmLocBenReachedClustAgg6
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,Central Darfur,Azum,,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"12.33330000,23.41670000","12.92000000,22.84667000",,,,,7000.771,7000.771,,,,,2017,782##972##1518##1471,804##999##1560##1511,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,Central Darfur,Bindisi,,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"12.33330000,23.41670000","11.94026700,23.10635000",,,,,7000.771,7000.771,,,,,2017,661##822##1283##1243,814##1011##1579##1530,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,Central Darfur,Umm Dukhun,,,,,2446##3034##4704##4564,2446##3034##4704##4564,,,,,"12.33330000,23.41670000","11.13900000,22.96600000",,,,,21002.312,21002.312,,,,,2017,1976##2451##3799##3686,2286##2836##4397##4266,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,Central Darfur,Zalingei,,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"12.33330000,23.41670000","12.89998900,23.48106400",,,,,7000.771,7000.771,,,,,2017,740##920##1437##1392,701##871##1360##1317,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,East Darfur,Abu Jabra,,,,,404##502##784##759,404##502##784##759,,,,,"14.37827470,24.90422080","11.06626500,26.85414700",,,,,3500.385,3500.385,,,,,2017,329##408##638##617,422##524##819##793,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,East Darfur,Abu Karinka,,,,,404##502##784##759,404##502##784##759,,,,,"14.37827470,24.90422080","11.58680600,26.53570200",,,,,3500.385,3500.385,,,,,2017,422##524##819##793,339##421##658##637,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,East Darfur,Ed Daein,,,,,404##502##784##759,404##502##784##759,,,,,"14.37827470,24.90422080","11.42654100,26.14930600",,,,,3500.385,3500.385,,,,,2017,340##422##660##639,407##506##790##765,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,East Darfur,El Ferdous,,,,,404##502##784##759,404##502##784##759,,,,,"14.37827470,24.90422080","11.09466700,25.79405600",,,,,3500.385,3500.385,,,,,2017,374##465##727##703,326##405##633##613,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,East Darfur,Sheiria,,,,,404##502##784##759,404##502##784##759,,,,,"14.37827470,24.90422080","12.46014000,25.60672700",,,,,3500.385,3500.385,,,,,2017,380##472##738##714,390##485##757##733,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,East Darfur,Yassin,,,,,404##502##784##759,404##502##784##759,,,,,"14.37827470,24.90422080","11.54119000,25.56062000",,,,,3500.385,3500.385,,,,,2017,331##412##643##623,413##514##802##777,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,North Darfur,Ailliet,,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"15.76619690,24.90422080","11.95763300,27.04405600",,,,,7000.771,7000.771,,,,,2017,790##982##1533##1485,723##899##1404##1360,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,North Darfur,Dar El Salam,,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"15.76619690,24.90422080","13.05653300,25.52211400",,,,,7000.771,7000.771,,,,,2017,784##974##1522##1474,708##880##1374##1331,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,North Darfur,El Fasher,,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"15.76619690,24.90422080","13.62639400,25.35593900",,,,,7000.771,7000.771,,,,,2017,677##841##1314##1273,689##856##1337##1295,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,North Darfur,El Sireaf,,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"15.76619690,24.90422080","13.98880100,23.37933500",,,,,7000.771,7000.771,,,,,2017,759##943##1472##1426,723##898##1402##1359,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,North Darfur,El Tina,,,,,404##502##784##759,404##502##784##759,,,,,"15.76619690,24.90422080","15.00035000,22.79972000",,,,,3500.385,3500.385,,,,,2017,400##497##776##751,367##456##712##690,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,North Darfur,Kebkabiya,,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"15.76619690,24.90422080","13.64546000,24.08294000",,,,,7000.771,7000.771,,,,,2017,713##886##1384##1341,847##1053##1644##1593,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,North Darfur,Kutum,,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"15.76619690,24.90422080","14.20647100,24.64987700",,,,,7000.771,7000.771,,,,,2017,796##989##1545##1497,785##976##1524##1476,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,North Darfur,Mellit,,,,,404##502##784##759,404##502##784##759,,,,,"15.76619690,24.90422080","14.13602000,25.55285100",,,,,3500.385,3500.385,,,,,2017,372##463##723##700,386##479##749##725,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,North Darfur,Saraf Omra,,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"15.76619690,24.90422080","13.47709700,23.31168600",,,,,7000.771,7000.771,,,,,2017,830##1031##1610##1560,835##1038##1621##1570,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,North Darfur,Tawilla,,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"15.76619690,24.90422080","13.51573400,24.86525500",,,,,7000.771,7000.771,,,,,2017,698##868##1356##1313,679##844##1318##1277,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,North Darfur,Um Baru,,,,,1617##2009##3136##3038|||1617##2009##3136##3038,1617##2009##3136##3038|||1617##2009##3136##3038,,,,,"15.76619690,24.90422080","15.02069000,23.70458000",,,,,14001.542|||14001.542,14001.542|||14001.542,,,,,2017,1518##1886##2944##2852|||1518##1886##2944##2852,1555##1932##3015##2921|||1555##1932##3015##2921,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,North Darfur,Um Baru,,,,,1617##2009##3136##3038|||1617##2009##3136##3038,1617##2009##3136##3038|||1617##2009##3136##3038,,,,,"15.76619690,24.90422080","15.02069000,23.70458000",,,,,14001.542|||14001.542,14001.542|||14001.542,,,,,2017,1302##1618##2526##2447|||1302##1618##2526##2447,1411##1752##2736##2650|||1411##1752##2736##2650,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,North Darfur,Zamzam camp,,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"15.76619690,24.90422080","13.48403300,25.30750100",,,,,7000.771,7000.771,,,,,2017,809##1006##1570##1521,788##979##1530##1482,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,South Darfur,Bielel (without Kalma camp),,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"11.64886390,24.90422080","11.99974700,25.16482900",,,,,7000.771,7000.771,,,,,2017,769##956##1493##1446,767##953##1489##1442,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,South Darfur,East Jebel Marra,,,,,1617##2009##3136##3038,1617##2009##3136##3038,,,,,"11.64886390,24.90422080","13.02905600,24.43902800",,,,,14001.542,14001.542,,,,,2017,1555##1932##3016##2922,1478##1836##2866##2776,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,South Darfur,Ed El Fursan,,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"11.64886390,24.90422080","11.50601400,24.31533100",,,,,7000.771,7000.771,,,,,2017,680##845##1320##1279,693##861##1345##1303,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,South Darfur,Gereida (without Gereida camp),,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"11.64886390,24.90422080","11.27542800,25.14026400",,,,,7000.771,7000.771,,,,,2017,672##836##1305##1264,691##858##1341##1299,,,,
15,SUD-17/HSD20/R/CCS/UN/4740,12,100.00,290##291##,South Darfur,Kass (without Kass camp),,,,,808##1004##1568##1519,808##1004##1568##1519,,,,,"11.64886390,24.90422080","12.50520900,24.28546100",,,,,7000.771,7000.771,,,,,2017,786##977##1526##1479,790##982##1533##1485,,,,
