PFId,AllNm,PrjCode,OPSCodeAgg,EmgAgg,AllYr,AllSrc,OrgNm,OrgTypeId,PrjTitle,AStrDt,AEndDt,PrjDur,PrgBdg,BgdDC,BdgSC,PrjSubDt,BenAgg,PrjGM,PrjStsNm,PrjStsId,PrjStsCode,PartCode,ApprDt
99,Fast-tracked support to JRP priortized response,CBPF-BGD-26-R-INGO-NSFT-39305,,,2026,1,Save the Children Fund,2,Delivering Life-Saving Child Protection and Health Services for Rohingya Refugees in Cox’s Bazar,4/1/2026 12:00:00 AM,9/30/2026 12:00:00 AM,6 Months,2172289,2030177,0,3/10/2026 4:51:52 PM,11540##13157##13982##13635,"4- Likely to contribute to gender equality, including across age groups",Technical Review,15188,PRJ_TR_DRFT,35812513.4598,1/1/0001 12:00:00 AM
99,Fast-tracked support to JRP priortized response,CBPF-BGD-26-R-INGO-NSFT-39307,,,2026,1,Concern Worldwide,2,Integrated acute malnutrition management and preventive nutrition services for children under five years and pregnant &amp; breastfeeding women in the Rohingya response at Cox's Bazar,4/1/2026 12:00:00 AM,9/30/2026 12:00:00 AM,6 Months,600000,560747.7,0,3/10/2026 11:03:16 AM,0##13360##17610##16920,"4- Likely to contribute to gender equality, including across age groups",Technical Review,15188,PRJ_TR_DRFT,35830689.3252,1/1/0001 12:00:00 AM
99,Fast-tracked support to JRP priortized response,CBPF-BGD-26-R-INGO-NSFT-39313,,,2026,1,Norwegian Refugee Council,2,Strengthening Safe and Reliable WASH Service Delivery in Rohingya Camps,4/1/2026 12:00:00 AM,9/30/2026 12:00:00 AM,6 Months,600000,560747.7,0,3/10/2026 12:04:54 PM,12519##14092##14334##13749,"4- Likely to contribute to gender equality, including across age groups",Technical Review,15188,PRJ_TR_DRFT,35809484.1489,1/1/0001 12:00:00 AM
99,Fast-tracked support to JRP priortized response,CBPF-BGD-26-R-INGO-NSFT-39315,,,2026,1,Islamic Relief,2,"Life‑Saving Shelter, LPG &amp; WASH Support for Rohingya Refugees in Ukhiya and Bhasan Char Camp, Bangladesh",3/7/2026 12:00:00 AM,9/6/2026 12:00:00 AM,6 Months,1650000,1542056,0,3/10/2026 4:16:22 PM,36974##37526##41010##41952,"4- Likely to contribute to gender equality, including across age groups",Technical Review,15188,PRJ_TR_DRFT,35818572.0816,1/1/0001 12:00:00 AM
99,Fast-tracked support to JRP priortized response,CBPF-BGD-26-R-INGO-NSFT-39328,,,2026,1,DANISH REFUGEE COUNCIL (DRC),2,"Provision of Emergency Shelter, Disaster Risk Response Support, and Protection Services for Rohingya Refugees in Cox’s Bazar.",4/1/2026 12:00:00 AM,9/30/2026 12:00:00 AM,6 Months,627019,585999.1,0,3/10/2026 6:13:21 PM,36890##41997##42048##40226,"4- Likely to contribute to gender equality, including across age groups",Technical Review,15188,PRJ_TR_DRFT,35833718.6361,1/1/0001 12:00:00 AM
99,Fast-tracked support to JRP priortized response,CBPF-BGD-26-R-UN-NSFT-39298,,,2026,1,United Nations High Commissioner for Refugees,3,Protection and Assistance for Rohingya Refugees in Cox’s Bazar and on Bhasan Char,3/17/2026 12:00:00 AM,9/16/2026 12:00:00 AM,6 Months,1.867484E+07,1.753506E+07,0,3/10/2026 4:17:38 PM,139086##167878##165846##162408,"4- Likely to contribute to gender equality, including across age groups",Technical Review,15188,PRJ_TR_DRFT,35745868.6200,1/1/0001 12:00:00 AM
99,Fast-tracked support to JRP priortized response,CBPF-BGD-26-R-UN-NSFT-39309,,,2026,1,United Nations Children's Fund,3,"Provision of multi-sectoral, life-saving WASH and Nutrition assistance for vulnerable Rohingya refugees in Bangladesh.",4/1/2026 12:00:00 AM,9/30/2026 12:00:00 AM,6 Months,8525000,7967290,0,3/10/2026 2:18:32 PM,66922##82395##86227##82539,"4- Likely to contribute to gender equality, including across age groups",Technical Review,15188,PRJ_TR_DRFT,35742839.3091,1/1/0001 12:00:00 AM
99,Fast-tracked support to JRP priortized response,CBPF-BGD-26-R-UN-NSFT-39314,,,2026,1,International Organization for Migration,3,Life-Saving Assistance for Rohingya Refugees in Cox’s Bazar,4/1/2026 12:00:00 AM,9/30/2026 12:00:00 AM,6 Months,1.256571E+07,1.174366E+07,0,3/10/2026 10:22:41 AM,159469##185289##184575##179253,"4- Likely to contribute to gender equality, including across age groups",Technical Review,15188,PRJ_TR_DRFT,35748897.9309,1/1/0001 12:00:00 AM
99,Fast-tracked support to JRP priortized response,CBPF-BGD-26-R-UN-NSFT-39317,,,2026,1,World Food Programme,3,Emergency Food and Nutrition Assistance for the Rohingya Refugees in Bangladesh,4/1/2026 12:00:00 AM,9/30/2026 12:00:00 AM,6 Months,9.6E+07,9.014085E+07,0,3/10/2026 5:44:29 AM,273970##277314##370147##328769,"4- Likely to contribute to gender equality, including across age groups",Technical Review,15188,PRJ_TR_DRFT,35739809.9982,1/1/0001 12:00:00 AM
99,Fast-tracked support to JRP priortized response,CBPF-BGD-26-R-UN-NSFT-39321,,,2026,1,Food and Agriculture Organization of the United Nations,3,Preventing loss of life and shelter destruction through nature-based slope stabilization in Cox’s Bazar Rohingya camps,4/1/2026 12:00:00 AM,9/30/2026 12:00:00 AM,6 Months,584369,546139.3,0,3/10/2026 11:42:58 AM,560##240##0##0,"4- Likely to contribute to gender equality, including across age groups",Technical Review,15188,PRJ_TR_DRFT,35751927.2418,1/1/0001 12:00:00 AM
