PFId,PrjCode,ClstAgg,ClstPrct,AdmLocTypeIdAgg,AdmLoc1,AdmLoc2,AdmLoc3,AdmLoc4,AdmLoc5,AdmLoc6,AdmLocBenClustAgg1,AdmLocBenClustAgg2,AdmLocBenClustAgg3,AdmLocBenClustAgg4,AdmLocBenClustAgg5,AdmLocBenClustAgg6,AdmLocCord1,AdmLocCord2,AdmLocCord3,AdmLocCord4,AdmLocCord5,AdmLocCord6,AdmLocClustBdg1,AdmLocClustBdg2,AdmLocClustBdg3,AdmLocClustBdg4,AdmLocClustBdg5,AdmLocClustBdg6,AYr
15,SUD-15/HSD20/R/E/UN/1326,3,100.00,290##,North Darfur,,,,,,0##0##0##0,,,,,,"15.76619690,24.90422080",,,,,,0.000,,,,,,2015
15,SUD-15/HSD20/R/E/UN/1326,3,100.00,290##291##,North Darfur,Dar El Salam,,,,,0##0##350##350,0##0##350##350,,,,,"15.76619690,24.90422080","13.05653300,25.52211400",,,,,32204.800,32204.800,,,,,2015
15,SUD-15/HSD20/R/E/UN/1326,3,100.00,290##291##,North Darfur,Tawilla,,,,,0##0##1400##1400,0##0##1400##1400,,,,,"15.76619690,24.90422080","13.51573400,24.86525500",,,,,128819.200,128819.200,,,,,2015
15,SUD-15/HSD20/R/H/INGO/1515,7,100.00,290##291##,Central Darfur,Azum,,,,,174##181##142##148,174##181##142##148,,,,,"12.33330000,23.41670000","12.92000000,22.84667000",,,,,32673.267,32673.267,,,,,2015
15,SUD-15/HSD20/R/H/INGO/1515,7,100.00,290##291##,Central Darfur,Zalingei,,,,,180##188##149##154,180##188##149##154,,,,,"12.33330000,23.41670000","12.89998900,23.48106400",,,,,33663.366,33663.366,,,,,2015
15,SUD-15/HSD20/R/H/INGO/1515,7,100.00,290##291##,West Darfur,Kreinik,,,,,174##181##142##148,174##181##142##148,,,,,"12.84635610,23.00119890","13.36699400,22.88005500",,,,,32673.267,32673.267,,,,,2015
15,SUD-15/HSD20/R/H/UN/1517,7,100.00,290##291##,Central Darfur,Azum,,,,,20105##22671##30157##34007,20105##22671##30157##34007,,,,,"12.33330000,23.41670000","12.92000000,22.84667000",,,,,41250.840,41250.840,,,,,2015
15,SUD-15/HSD20/R/H/UN/1517,7,100.00,290##291##,Central Darfur,Zalingei,,,,,20105##22671##30157##34007,20105##22671##30157##34007,,,,,"12.33330000,23.41670000","12.89998900,23.48106400",,,,,41250.840,41250.840,,,,,2015
15,SUD-15/HSD20/R/H/UN/1517,7,100.00,290##291##,East Darfur,Ed Daein,,,,,20105##22671##30157##34007,20105##22671##30157##34007,,,,,"14.37827470,24.90422080","11.42654100,26.14930600",,,,,41250.840,41250.840,,,,,2015
15,SUD-15/HSD20/R/H/UN/1517,7,100.00,290##291##,North Darfur,El Sireaf,,,,,20105##22671##30157##34007,20105##22671##30157##34007,,,,,"15.76619690,24.90422080","13.98880100,23.37933500",,,,,41250.840,41250.840,,,,,2015
15,SUD-15/HSD20/R/H/UN/1517,7,100.00,290##291##,West Darfur,El Geneina,,,,,26808##30232##40215##45348,26808##30232##40215##45348,,,,,"12.84635610,23.00119890","13.44126600,22.44540400",,,,,55001.120,55001.120,,,,,2015
15,SUD-15/HSD20/R/H/UN/1517,7,100.00,290##291##,West Darfur,Kreinik,,,,,26807##30229##40210##45343,26807##30229##40210##45343,,,,,"12.84635610,23.00119890","13.36699400,22.88005500",,,,,55001.120,55001.120,,,,,2015
15,SUD-15/HSD20/R/H-WASH/UN/1516,7|||11,66.00|||34.00,290##291##,Central Darfur,Azum,,,,,3865##4023##4187##4358|||1991##2072##2157##2245,3865##4023##4187##4358|||1991##2072##2157##2245,,,,,"12.33330000,23.41670000","12.92000000,22.84667000",,,,,27359.777|||14094.431,27359.777|||14094.431,,,,,2015
15,SUD-15/HSD20/R/H-WASH/UN/1516,7|||11,66.00|||34.00,290##291##,Central Darfur,Zalingei,,,,,14688##15287##15912##16561|||7566##7875##8197##8531,14688##15287##15912##16561|||7566##7875##8197##8531,,,,,"12.33330000,23.41670000","12.89998900,23.48106400",,,,,103967.152|||53558.836,103967.152|||53558.836,,,,,2015
15,SUD-15/HSD20/R/H-WASH/UN/1516,7|||11,66.00|||34.00,290##291##,East Darfur,Ed Daein,,,,,9276##9655##10049##10459|||4778##4973##5177##5388,9276##9655##10049##10459|||4778##4973##5177##5388,,,,,"14.37827470,24.90422080","11.42654100,26.14930600",,,,,65663.465|||33826.633,65663.465|||33826.633,,,,,2015
15,SUD-15/HSD20/R/H-WASH/UN/1516,7|||11,66.00|||34.00,290##291##,North Darfur,El Sireaf,,,,,3092##3218##3349##3486|||1592##1657##1725##1796,3092##3218##3349##3486|||1592##1657##1725##1796,,,,,"15.76619690,24.90422080","13.98880100,23.37933500",,,,,21887.822|||11275.544,21887.822|||11275.544,,,,,2015
15,SUD-15/HSD20/R/H-WASH/UN/1516,7|||11,66.00|||34.00,290##291##,West Darfur,El Geneina,,,,,21645##22528##23449##24406|||11150##11605##12079##12573,21645##22528##23449##24406|||11150##11605##12079##12573,,,,,"12.84635610,23.00119890","13.44126600,22.44540400",,,,,153214.751|||78928.811,153214.751|||78928.811,,,,,2015
15,SUD-15/HSD20/R/H-WASH/UN/1516,7|||11,66.00|||34.00,290##291##,West Darfur,Kreinik,,,,,24744##25754##26804##27898|||12743##13263##13805##14369,24744##25754##26804##27898|||12743##13263##13805##14369,,,,,"12.84635610,23.00119890","13.36699400,22.88005500",,,,,175102.572|||90204.356,175102.572|||90204.356,,,,,2015
15,SUD-15/HSD20/R/N/UN/1327,9,100.00,290##,Central Darfur,,,,,,0##80##764##764,,,,,,"12.33330000,23.41670000",,,,,,22470.000,,,,,,2015
15,SUD-15/HSD20/R/N/UN/1327,9,100.00,290##,East Darfur,,,,,,0##80##764##764,,,,,,"14.37827470,24.90422080",,,,,,22470.000,,,,,,2015
15,SUD-15/HSD20/R/N/UN/1327,9,100.00,290##291##,North Darfur,Um Baru,,,,,0##95##878##879,0##95##878##879,,,,,"15.76619690,24.90422080","15.02069000,23.70458000",,,,,25680.000,25680.000,,,,,2015
